x,y,sector,localidad,s11_n
4877826.27943133,2077361.50605554,Oficial,Engativa,116
4877739.44656569,2076992.46053117,Oficial,Engativa,
4878270.05108516,2076782.45717761,Oficial,Engativa,144
4878626.72720638,2076519.19547917,Oficial,Engativa,
4879470.06934102,2075314.01533259,Oficial,Engativa,
4879311.09896416,2075710.76639466,Oficial,Engativa,58
4876466.79357399,2077223.19562534,Oficial,Engativa,214
4876768.56432427,2076500.58023357,Oficial,Engativa,
4876898.51959551,2077092.14691212,Oficial,Engativa,
4878147.09171933,2078417.77547815,Oficial,Engativa,
4878285.18576337,2077971.40995494,Oficial,Engativa,
4878440.32953372,2077780.81951064,Oficial,Engativa,162
4877625.85264149,2078291.67255174,Oficial,Engativa,242
4877383.6322421,2078108.39320101,Oficial,Engativa,
4879906.08770359,2075961.47646286,Oficial,Engativa,272
4875180.78727229,2078655.09671952,Oficial,Engativa,152
4873098.77617666,2079885.32180602,No oficial,Engativa,92
4876141.99841922,2078594.56559911,Oficial,Engativa,246
4876225.80755222,2078721.63682562,Oficial,Engativa,
4877106.54609851,2077933.02334694,Oficial,Engativa,62
4878763.82000688,2075646.33280322,Oficial,Engativa,136
4878792.82376249,2075449.51156636,Oficial,Engativa,
4878699.712261,2075386.56010477,Oficial,Engativa,
4879509.15817171,2076351.23568628,Oficial,Engativa,158
4878096.57820242,2076135.01883436,Oficial,Engativa,306
4877681.71808353,2076210.65511208,Oficial,Engativa,
4875255.11267651,2077472.25911194,Oficial,Engativa,212
4873182.4758322,2079836.28712337,Oficial,Engativa,272
4880033.15642409,2075710.79908496,Oficial,Engativa,
4874215.48690445,2078345.61841332,Oficial,Engativa,260
4875798.63849343,2078993.37856181,Oficial,Engativa,458
4877046.06656408,2079622.7079571,Oficial,Engativa,354
4877272.74819686,2079550.1004923,Oficial,Engativa,
4874761.00833341,2079226.02631048,Oficial,Engativa,
4874012.50430827,2080225.87944894,Oficial,Engativa,
4878759.70312495,2077127.50849558,Oficial,Engativa,156
4878710.1244929,2077411.13037502,Oficial,Engativa,
4873567.19520426,2079272.65835031,Oficial,Engativa,372
4873448.11687483,2079107.87042863,Oficial,Engativa,
4873846.49807355,2079389.55850931,Oficial,Engativa,
4874252.47496782,2078009.65592244,Oficial,Engativa,200
4873576.28129225,2078466.27483432,Oficial,Engativa,
4875122.67215989,2078356.88536292,Oficial,Engativa,
4878068.11185416,2078709.48069393,Oficial,Engativa,160
4878616.08715843,2078393.36056737,Oficial,Engativa,
4877143.45187697,2077661.58155767,Oficial,Engativa,268
4875674.36283584,2078053.62295017,No oficial,Engativa,170
4877383.75623843,2074867.40191414,No oficial,Engativa,110
4879610.69575663,2075846.53715584,No oficial,Engativa,110
4877671.0198488,2073937.59088137,No oficial,Engativa,202
4878154.49599138,2078326.85468854,No oficial,Engativa,98
4877360.86430296,2073598.70026454,No oficial,Engativa,6
4878844.80077545,2077969.21483984,No oficial,Engativa,44
4878967.66934514,2076119.23291609,No oficial,Engativa,28
4877290.78991578,2073915.85447689,No oficial,Engativa,62
4877191.49623315,2073180.53344819,No oficial,Engativa,352
4879112.96129265,2077323.20534589,No oficial,Engativa,354
4878726.26430762,2078301.37200025,No oficial,Engativa,
4877320.3360618,2074028.56727989,No oficial,Engativa,126
4878606.40351604,2078269.93052741,No oficial,Engativa,96
4876655.36273823,2077583.82779504,No oficial,Engativa,190
4878924.33270471,2073962.62396969,No oficial,Engativa,536
4875847.51893096,2076978.80103298,No oficial,Engativa,124
4879081.63783983,2077939.18813824,No oficial,Engativa,22
4876276.63924432,2078686.01475877,No oficial,Engativa,
4877456.18060152,2076265.28300124,No oficial,Engativa,50
4876041.68564539,2077994.47726918,No oficial,Engativa,40
4876884.55886524,2077915.2469811,No oficial,Engativa,32
4873182.4758322,2079836.28712337,No oficial,Engativa,46
4877777.28135244,2077030.57025632,No oficial,Engativa,134
4878837.3944941,2074793.57398837,No oficial,Engativa,46
4876379.72750804,2078582.87763171,No oficial,Engativa,
4878829.47456342,2075085.41324679,No oficial,Engativa,50
4879112.96129265,2077323.20534589,No oficial,Engativa,54
4878148.8895088,2079248.82286988,No oficial,Engativa,42
4876471.10287869,2079315.04967075,No oficial,Engativa,20
4876840.30710601,2075543.52400658,No oficial,Engativa,
4877503.681102,2075957.22245463,No oficial,Engativa,
4877342.96619934,2075314.11195189,No oficial,Engativa,76
4878951.90115454,2074843.55231369,No oficial,Engativa,
4876388.31419623,2078247.1348778,No oficial,Engativa,52
4876972.10950276,2077007.39968507,No oficial,Engativa,
4876279.75689706,2078202.60716845,No oficial,Engativa,68
4877358.11781322,2076338.05374733,No oficial,Engativa,88
4877188.87187387,2077898.96690273,No oficial,Engativa,46
4877945.3607516,2077023.2429769,No oficial,Engativa,158
4877360.83498663,2073767.81816499,No oficial,Engativa,
4878248.5477946,2074227.81853319,No oficial,Engativa,10
4879236.31976768,2076157.12971524,No oficial,Engativa,
4873313.85870695,2078765.13635557,No oficial,Engativa,32
4876850.22729094,2075396.11198498,No oficial,Engativa,72
4876403.08973796,2079241.68709958,No oficial,Engativa,124
4878193.60317471,2075204.29894593,No oficial,Engativa,24
4877718.60399507,2079357.39527317,No oficial,Engativa,
4878032.80357892,2078974.828527,No oficial,Engativa,
4878123.23936658,2074947.16537407,No oficial,Engativa,
4877522.80727326,2076798.36158785,No oficial,Engativa,
4876703.2073086,2075060.4903785,No oficial,Engativa,
4878537.65994765,2076495.63226046,No oficial,Engativa,264
4877138.60064442,2075619.78450261,No oficial,Engativa,130
4876232.93420652,2079300.77163601,No oficial,Engativa,
4876586.75841613,2079561.62813004,No oficial,Engativa,96
4878775.38407254,2076479.65495382,No oficial,Engativa,
4876369.03886351,2079295.43793324,No oficial,Engativa,
4877223.2793267,2076492.27157483,No oficial,Engativa,
4876514.75504585,2080439.92418105,No oficial,Engativa,
4874680.35154605,2077502.46648389,No oficial,Engativa,52
4877879.88652989,2076122.59191137,No oficial,Engativa,
4875398.67451127,2078248.65279147,No oficial,Engativa,
4876114.92130922,2079973.2888718,No oficial,Engativa,
4873444.75412592,2078560.08984121,No oficial,Engativa,
4879112.96129265,2077323.20534589,No oficial,Engativa,104
4877441.35884462,2079208.76832793,No oficial,Engativa,
4876764.64326718,2074663.69177412,No oficial,Engativa,
4876826.0380492,2077842.78789998,No oficial,Engativa,
4876939.55165183,2076627.639385,No oficial,Engativa,
4877272.43431257,2078295.19177421,No oficial,Engativa,
4875302.47671294,2077829.37636603,No oficial,Engativa,
4876954.62892658,2076102.47442106,No oficial,Engativa,
4875600.66618229,2080383.87427329,No oficial,Engativa,
4876006.11186195,2077830.80927726,No oficial,Engativa,
4875207.06525876,2078200.58300486,No oficial,Engativa,124
4873326.01724782,2079115.9935671,No oficial,Engativa,124
4875577.15880255,2078157.53672418,No oficial,Engativa,
4876308.78742761,2078186.81672938,No oficial,Engativa,
4877322.55792579,2076561.13605342,No oficial,Engativa,
4878359.24598328,2075013.19907677,No oficial,Engativa,
4876516.01289697,2079728.36048746,No oficial,Engativa,442
4875347.4306031,2078104.12315482,No oficial,Engativa,48
4873614.52151569,2079000.90356665,No oficial,Engativa,
4877418.7198376,2077547.22827879,No oficial,Engativa,30
4878581.72250195,2074696.73401061,No oficial,Engativa,
4877738.14993142,2075940.63150821,No oficial,Engativa,
4877633.98760807,2075223.70365906,No oficial,Engativa,
4876724.81029538,2074236.53529932,No oficial,Engativa,
4875559.05387248,2079106.71198232,No oficial,Engativa,60
4877633.21216879,2078542.25403148,No oficial,Engativa,
4876521.80036043,2080324.48110273,No oficial,Engativa,
4874674.56943645,2078007.08364922,No oficial,Engativa,148
4877872.28425537,2078776.19365658,No oficial,Engativa,
4875421.91081126,2077438.93472332,No oficial,Engativa,
4876544.94671686,2080272.53101045,No oficial,Engativa,
4875179.16251942,2078602.69562987,No oficial,Engativa,
4873627.87347756,2078716.63307142,No oficial,Engativa,46
4877390.92382464,2077518.01318284,No oficial,Engativa,
4874650.07959002,2078303.64522556,No oficial,Engativa,
4876489.32608034,2078621.59926336,No oficial,Engativa,52
4876576.80032801,2076806.53380935,No oficial,Engativa,28
4875860.6894977,2080609.02837401,No oficial,Engativa,
4876120.1223303,2079976.63843567,No oficial,Engativa,
4874631.64804723,2077574.19949627,No oficial,Engativa,
4877798.92606375,2076445.90481041,No oficial,Engativa,
4874631.91835435,2078564.86685342,No oficial,Engativa,52
4876590.18949936,2080433.08202322,No oficial,Engativa,
4875334.62419888,2077044.84404238,No oficial,Engativa,
4874059.14211361,2077973.36502605,No oficial,Engativa,38
4875219.3352986,2079434.43479776,No oficial,Engativa,46
4878239.52041912,2075317.49635152,No oficial,Engativa,
4877091.65085076,2074780.48613001,No oficial,Engativa,
4876212.89627474,2079849.65359422,No oficial,Engativa,
4875650.63644497,2078486.08627239,No oficial,Engativa,
4876174.05546297,2078723.23665412,No oficial,Engativa,
4879081.32242749,2076081.46765483,No oficial,Engativa,
4876685.53436408,2078227.99793391,No oficial,Engativa,
4878318.9026649,2078619.34121875,No oficial,Engativa,
4878595.74396086,2077945.57943533,No oficial,Engativa,
4879094.03899722,2077842.26844196,No oficial,Engativa,
4876378.05416269,2079112.47795906,No oficial,Engativa,
4873562.04822582,2079352.57303954,No oficial,Engativa,
4877424.60569368,2073480.81105719,No oficial,Engativa,
4875495.49510039,2077399.37615853,No oficial,Engativa,
4875498.35991707,2078630.0029354,No oficial,Engativa,102
4874556.57150441,2078395.24635262,No oficial,Engativa,
4875376.72091174,2079088.36060455,No oficial,Engativa,
4873731.69398603,2078485.05129885,No oficial,Engativa,
4879278.79353714,2076145.57418605,No oficial,Engativa,
4876887.22361936,2074661.20069893,No oficial,Engativa,66
4878406.25452653,2075602.13545136,No oficial,Engativa,
4875351.34326479,2077855.25285367,No oficial,Engativa,62
4877495.18403951,2076665.14707464,No oficial,Engativa,
4874632.05221193,2077721.24629799,No oficial,Engativa,
4875597.41891338,2079154.35935358,No oficial,Engativa,
4876016.04481055,2077917.57778165,No oficial,Engativa,
4878095.53218164,2077602.86466134,No oficial,Engativa,134
4878152.21562882,2074407.71959726,No oficial,Engativa,
4877501.86190219,2078015.6981498,No oficial,Engativa,42
4877611.97401758,2076727.25122388,No oficial,Engativa,
4873393.38257016,2079158.56065419,No oficial,Engativa,
4874453.39035131,2078356.84431844,No oficial,Engativa,36
4876213.52018516,2079344.00930221,No oficial,Engativa,
4875169.87336222,2079050.53653829,No oficial,Engativa,
4876929.11432603,2074494.02183079,No oficial,Engativa,
4875350.27495745,2079234.45358901,No oficial,Engativa,
4878613.18000862,2075788.89645235,No oficial,Engativa,22
4876516.01289697,2079728.36048746,No oficial,Engativa,212
4876415.29778366,2078751.76459322,No oficial,Engativa,
4879291.16461009,2075303.34059489,No oficial,Engativa,116
4878916.85895596,2075713.25882078,No oficial,Engativa,74
4878038.80957013,2076487.823251,No oficial,Engativa,12
4875429.26987133,2079411.12041932,No oficial,Engativa,
4878049.89750816,2074912.83574699,No oficial,Engativa,
4876099.77722323,2077748.2124562,No oficial,Engativa,
4880001.72822023,2075957.98496555,No oficial,Engativa,
4875376.72091174,2079088.36060455,No oficial,Engativa,26
4874032.95726996,2078675.30157188,No oficial,Engativa,46
4873615.86272419,2078752.43383177,No oficial,Engativa,26
4877984.10462043,2076496.46790505,No oficial,Engativa,220
4876868.78907267,2076665.75745524,No oficial,Engativa,74
4876438.30085347,2079156.24627013,No oficial,Engativa,
4875518.33644371,2078841.18995045,No oficial,Engativa,56
4877333.01232507,2073816.88495654,No oficial,Engativa,
4878430.52456176,2076453.01308647,No oficial,Engativa,150
4876533.01796809,2077002.37486942,No oficial,Engativa,
4878117.27778534,2078109.43916325,No oficial,Engativa,
4876379.37180223,2078025.63788486,No oficial,Engativa,
4876979.91115218,2075988.33976123,No oficial,Engativa,
4874631.91835435,2078564.86685342,No oficial,Engativa,38
4879162.6003847,2075623.37242538,No oficial,Engativa,306
4874603.6806781,2078498.48263085,No oficial,Engativa,
4876911.45602785,2077955.77385124,No oficial,Engativa,
4876330.87846011,2079231.2007913,No oficial,Engativa,
4876471.10287869,2079315.04967075,No oficial,Engativa,
4877608.57014475,2076659.18428759,No oficial,Engativa,78
4878666.49584939,2075645.03888028,No oficial,Engativa,76
4877972.80296342,2077440.02229577,No oficial,Engativa,
4877907.15655314,2078350.70392543,No oficial,Engativa,
4878060.4542657,2077217.88298007,No oficial,Engativa,106
4875164.97373983,2079240.69176042,No oficial,Engativa,92
4876307.58365143,2079403.24286028,No oficial,Engativa,64
4876263.8323086,2079303.4405217,No oficial,Engativa,
4875064.97721836,2079246.74279401,No oficial,Engativa,
4876245.25048468,2077967.63839419,No oficial,Engativa,
4876623.31524144,2078299.28441409,No oficial,Engativa,
4879123.37016115,2074932.74149311,No oficial,Engativa,
4877100.48374526,2082107.63900915,Oficial,Suba,348
4877322.65242631,2081851.46265644,Oficial,Suba,
4880917.34946779,2076989.04835794,Oficial,Suba,
4880533.30314683,2076021.40901004,Oficial,Suba,214
4877780.41499148,2082246.60208361,Oficial,Suba,512
4876895.0667595,2082549.49323957,Oficial,Suba,282
4877518.2023501,2082109.07476348,Oficial,Suba,24
4878142.05420973,2082207.10024048,Oficial,Suba,116
4878123.45036979,2080591.6667906,Oficial,Suba,286
4877921.62828876,2081273.64158313,Oficial,Suba,
4881998.96811899,2079278.65836059,Oficial,Suba,172
4881401.73560957,2079571.09707804,Oficial,Suba,
4878906.11431418,2080283.95078242,Oficial,Suba,330
4879524.23772029,2080485.18945959,Oficial,Suba,
4879512.955031,2080424.82228846,Oficial,Suba,
4883107.24370504,2082939.04804689,Oficial,Suba,
4883044.03416028,2082821.75297002,Oficial,Suba,194
4883793.67942112,2082960.197249,Oficial,Suba,
4878386.97974012,2080791.60253425,Oficial,Suba,282
4878785.7881969,2081324.3636582,Oficial,Suba,
4878316.14641051,2081183.75107056,Oficial,Suba,
4878441.85103094,2081050.44460882,Oficial,Suba,
4876566.46924278,2082257.05805771,Oficial,Suba,194
4875639.778861,2081908.58491742,Oficial,Suba,
4876321.94266423,2082056.46818507,Oficial,Suba,
4876924.40625304,2082661.08291439,Oficial,Suba,
4877239.25162523,2082945.94577822,Oficial,Suba,160
4876660.3635277,2082375.34900083,Oficial,Suba,192
4876579.50197295,2083323.67685062,Oficial,Suba,320
4876302.18703078,2082865.5207833,Oficial,Suba,430
4878644.44039839,2080774.82187727,Oficial,Suba,256
4878462.19861479,2081658.2020784,Oficial,Suba,
4879020.44505639,2080898.00516897,Oficial,Suba,320
4880235.51760472,2082902.24650293,Oficial,Suba,346
4880423.41480644,2082952.02688434,Oficial,Suba,
4880733.77480231,2081643.24066561,Oficial,Suba,
4880706.47420584,2083479.11471317,Oficial,Suba,
4879052.19432373,2083411.39830386,Oficial,Suba,366
4877712.54104726,2082815.26350909,Oficial,Suba,80
4877346.70802356,2083515.17341305,Oficial,Suba,192
4877581.40878186,2083338.37140404,Oficial,Suba,
4878162.17909168,2082839.53475485,Oficial,Suba,
4876622.22589402,2082370.04148068,Oficial,Suba,
4876723.56671143,2081783.95170293,Oficial,Suba,
4879809.56368487,2082009.3154136,Oficial,Suba,142
4879824.72920093,2081682.02137233,Oficial,Suba,
4879366.98445011,2083265.5794607,Oficial,Suba,
4879922.20383276,2082856.08694878,Oficial,Suba,
4883092.48378039,2079304.93602387,Oficial,Suba,200
4882413.84451618,2078916.81106602,Oficial,Suba,
4882781.51957474,2079982.90007917,Oficial,Suba,210
4883120.40048782,2080383.38985205,Oficial,Suba,
4883640.44354615,2083972.30629449,Oficial,Suba,150
4883943.39194552,2084672.4229462,Oficial,Suba,
4879396.62718839,2081018.75963803,Oficial,Suba,176
4878787.65914097,2079952.72934524,Oficial,Suba,
4879301.64600923,2080515.08654915,Oficial,Suba,
4877060.22114686,2081780.42482802,Oficial,Suba,406
4877198.03980055,2081283.6511335,Oficial,Suba,172
4878827.02465094,2081959.18438035,Oficial,Suba,470
4879574.2432074,2083486.05615289,Oficial,Suba,
4878670.27179821,2083265.81621899,Oficial,Suba,
4878756.87338617,2080298.92789702,Oficial,Suba,482
4878841.94835496,2079503.59895457,Oficial,Suba,
4879920.48580492,2080015.4819842,Oficial,Suba,
4879463.2082955,2079727.85984299,Oficial,Suba,138
4879645.12910988,2079702.56491556,Oficial,Suba,
4879350.96365172,2079821.7084513,Oficial,Suba,
4882610.6807742,2080335.85508662,Oficial,Suba,36
4884467.36777637,2088532.379871,No oficial,Suba,18
4883242.79470776,2080210.51187639,No oficial,Suba,
4884406.88714091,2088246.15274239,No oficial,Suba,40
4876733.31846255,2082807.84421149,No oficial,Suba,52
4882484.17410942,2083757.4128767,No oficial,Suba,44
4883963.52122985,2085473.91474038,No oficial,Suba,70
4882531.41996581,2083821.08321999,No oficial,Suba,56
4882810.02242742,2084766.5144071,No oficial,Suba,16
4884044.82616747,2088551.19359187,No oficial,Suba,8
4882779.85280776,2079149.57941594,No oficial,Suba,
4882731.08032971,2084686.25353995,No oficial,Suba,120
4882135.01378413,2082592.29580121,No oficial,Suba,
4881063.08936593,2082823.82055944,No oficial,Suba,84
4879392.97801512,2079992.10690618,No oficial,Suba,148
4882465.04038637,2083313.71707334,No oficial,Suba,50
4879108.08349085,2081462.05461063,No oficial,Suba,80
4875965.53877095,2082445.75616566,No oficial,Suba,40
4878501.68621177,2081419.59766058,No oficial,Suba,38
4882387.11800319,2084198.02399742,No oficial,Suba,28
4883228.72231373,2086285.06342689,No oficial,Suba,102
4879481.27775611,2083781.52202101,No oficial,Suba,10
4882131.61046562,2084581.22584584,No oficial,Suba,34
4881540.60516857,2076484.18729846,No oficial,Suba,
4879592.30166476,2082116.95669397,No oficial,Suba,
4883597.21069502,2083580.10500832,No oficial,Suba,
4882946.50644656,2084849.5974417,No oficial,Suba,48
4883530.81613558,2082575.9595354,No oficial,Suba,
4875332.46870924,2082298.12562561,No oficial,Suba,
4882339.48142598,2084158.4925527,No oficial,Suba,
4882592.62679648,2087623.04997048,No oficial,Suba,
4880419.47007215,2077119.58838534,No oficial,Suba,
4882912.11303778,2080021.02940354,No oficial,Suba,
4878248.61628301,2081303.5087532,No oficial,Suba,
4882660.61595497,2084503.28692786,No oficial,Suba,
4880104.13728372,2083476.15512571,No oficial,Suba,76
4876557.65838028,2082262.734369,No oficial,Suba,26
4876459.37133397,2082490.66014993,No oficial,Suba,736
4877862.08972911,2080992.5486917,No oficial,Suba,162
4879440.77755538,2080902.88046123,No oficial,Suba,48
4882808.99371674,2083129.90896591,No oficial,Suba,26
4877914.71694208,2082769.95803475,No oficial,Suba,
4883103.1769165,2079149.07725508,No oficial,Suba,20
4879290.6495051,2081629.31995002,No oficial,Suba,
4878601.19020672,2080453.74414545,No oficial,Suba,100
4877764.0614455,2082039.08541108,No oficial,Suba,86
4877109.27501806,2082624.49599408,No oficial,Suba,324
4879825.38155023,2083011.1992068,No oficial,Suba,62
4882042.01684908,2077299.53248486,No oficial,Suba,
4878624.41056481,2081588.61915125,No oficial,Suba,
4883425.20661011,2081046.65088739,No oficial,Suba,
4877605.6573231,2082135.89925752,No oficial,Suba,50
4877783.29350301,2082115.78707215,No oficial,Suba,26
4882530.16594741,2077310.3494809,No oficial,Suba,
4877774.89683418,2082640.78637487,No oficial,Suba,48
4884297.96751644,2087753.28473434,No oficial,Suba,
4882707.05013057,2084327.21409683,No oficial,Suba,26
4877992.0608103,2081357.37366013,No oficial,Suba,30
4879093.58027453,2079931.42556846,No oficial,Suba,
4878463.81148032,2081753.37174506,No oficial,Suba,
4884019.33767694,2088263.70427172,No oficial,Suba,20
4882561.22831219,2085011.08310824,No oficial,Suba,102
4878671.89745161,2080855.0823799,No oficial,Suba,
4881928.82905023,2076821.0401606,No oficial,Suba,6
4878325.51641593,2082391.99609069,No oficial,Suba,50
4878225.09030855,2082195.41911337,No oficial,Suba,36
4878259.42596624,2083803.61386542,No oficial,Suba,90
4878797.31144664,2080811.87302793,No oficial,Suba,14
4878151.55877823,2082687.38667057,No oficial,Suba,78
4877655.25440651,2082045.63605719,No oficial,Suba,
4877459.29152572,2082550.52012297,No oficial,Suba,132
4876523.77751344,2083105.21444594,No oficial,Suba,22
4882710.29794024,2082160.36021159,No oficial,Suba,
4875998.2788981,2082578.48429409,No oficial,Suba,34
4882636.4909453,2082763.7082629,No oficial,Suba,28
4878564.21978317,2083706.75211324,No oficial,Suba,194
4876433.53894565,2082066.10772218,No oficial,Suba,60
4879031.03789179,2083149.95077536,No oficial,Suba,128
4882878.00815603,2082746.75712483,No oficial,Suba,
4876036.85063262,2082389.09786855,No oficial,Suba,
4879629.77638799,2083501.14154103,No oficial,Suba,62
4882510.31572475,2083792.69828648,No oficial,Suba,66
4878155.06029786,2081259.73573368,No oficial,Suba,16
4881668.9465584,2079760.12414544,No oficial,Suba,
4879365.45682716,2083357.26332602,No oficial,Suba,30
4879436.32376062,2081312.7500599,No oficial,Suba,
4876301.94122572,2082473.66824295,No oficial,Suba,
4879140.87037541,2080688.44236154,No oficial,Suba,
4882754.24954852,2083253.14622581,No oficial,Suba,54
4878015.20841293,2081675.76319012,No oficial,Suba,82
4879185.75633462,2079429.7484027,No oficial,Suba,
4877813.142809,2081109.01284041,No oficial,Suba,
4882216.14344024,2077300.93216006,No oficial,Suba,
4877133.21330153,2082972.65002476,No oficial,Suba,
4876742.21919134,2083009.23739733,No oficial,Suba,20
4878861.73482285,2082193.55004851,No oficial,Suba,
4876120.43059862,2082616.84326402,No oficial,Suba,
4876550.23811909,2082081.56927237,No oficial,Suba,18
4878079.04554703,2081657.2864563,No oficial,Suba,
4880529.44757812,2077496.50678831,No oficial,Suba,
4880928.44469736,2077470.41851607,No oficial,Suba,26
4881529.46745079,2084678.95911091,No oficial,Suba,
4884276.35874638,2088598.93309872,No oficial,Suba,
4880742.89540639,2083133.78882445,No oficial,Suba,
4876088.84644016,2082689.73082235,No oficial,Suba,
4877522.63828031,2080815.32440237,No oficial,Suba,
4883269.71773997,2080994.64211596,No oficial,Suba,
4878003.99153882,2081352.27390592,No oficial,Suba,10
4878534.55619126,2083699.60781788,No oficial,Suba,126
4879479.15360408,2081099.99549996,No oficial,Suba,
4878043.79955999,2082604.01538442,No oficial,Suba,
4884307.82099782,2087690.67348077,No oficial,Suba,
4879449.96540618,2082406.0908447,No oficial,Suba,
4883117.54919685,2082813.28079988,No oficial,Suba,
4880811.02960648,2081863.47382558,No oficial,Suba,
4876132.21934335,2083196.73798034,No oficial,Suba,
4882657.28376021,2083184.11986966,No oficial,Suba,
4880549.37799403,2079142.8175444,No oficial,Suba,
4884161.20752374,2088650.76399536,No oficial,Suba,210
4879448.11696396,2081818.82824875,No oficial,Suba,330
4884328.69728333,2088398.12566951,No oficial,Suba,
4878771.7877994,2081506.31389975,No oficial,Suba,
4878524.0318263,2080897.80615775,No oficial,Suba,
4879625.04683425,2082187.09914355,No oficial,Suba,
4878023.87749667,2082140.22339248,No oficial,Suba,26
4876889.63555796,2082081.5743332,No oficial,Suba,120
4882127.66624933,2080477.10549501,No oficial,Suba,
4880789.88632671,2083341.0103423,No oficial,Suba,
4883643.5273928,2083602.05810209,No oficial,Suba,
4883652.52003156,2083821.80313097,No oficial,Suba,
4882093.82888157,2076870.39155849,No oficial,Suba,
4878925.93235361,2081282.04083807,No oficial,Suba,
4879643.89281847,2083048.16104636,No oficial,Suba,
4877765.56205807,2081510.23346611,No oficial,Suba,10
4878619.01544664,2081916.54078382,No oficial,Suba,54
4879020.73935966,2083283.61583639,No oficial,Suba,
4879039.86109556,2080579.45502932,No oficial,Suba,98
4882609.30286679,2082209.44864841,No oficial,Suba,
4882551.30099894,2083847.86691269,No oficial,Suba,
4882713.31575847,2079165.90527841,No oficial,Suba,
4880384.24928864,2077065.61683726,No oficial,Suba,
4878773.48268862,2081868.95375112,No oficial,Suba,12
4882798.63377345,2078533.67833711,No oficial,Suba,
4877404.61922075,2081873.25580957,No oficial,Suba,196
4877092.02907664,2082981.09675656,No oficial,Suba,
4881015.34192427,2076978.74229586,No oficial,Suba,
4878018.1690688,2083610.90913054,No oficial,Suba,
4880145.93755473,2083320.90964233,No oficial,Suba,122
4875332.46870924,2082298.12562561,No oficial,Suba,134
4879167.3178076,2081736.6763369,No oficial,Suba,56
4883089.766139,2079769.0498176,No oficial,Suba,
4877995.25211617,2083533.59289388,No oficial,Suba,
4878183.69366629,2083742.16006282,No oficial,Suba,
4882286.50580659,2082984.2786417,No oficial,Suba,28
4879911.56108209,2082168.46950786,No oficial,Suba,
4880981.22524102,2079270.37231079,No oficial,Suba,
4876425.70331397,2082355.34783829,No oficial,Suba,
4881731.08023164,2076348.37524251,No oficial,Suba,
4877974.96438866,2081175.15827021,No oficial,Suba,264
4877342.08984222,2082248.12404033,No oficial,Suba,8
4877278.01345079,2081917.27854339,No oficial,Suba,70
4879780.78099151,2081263.90021546,No oficial,Suba,22
4879668.90097228,2081959.70312319,No oficial,Suba,58
4875965.53877095,2082445.75616566,No oficial,Suba,4
4878670.82473314,2080846.27968667,No oficial,Suba,
4876557.65838028,2082262.734369,No oficial,Suba,24
4877361.3180596,2082126.35127023,No oficial,Suba,12
4883549.48570863,2083843.02430782,No oficial,Suba,
4882343.95266563,2084092.11800733,No oficial,Suba,
4879238.79052178,2079468.66451888,No oficial,Suba,
4877342.08984222,2082248.12404033,No oficial,Suba,
4877783.29350301,2082115.78707215,No oficial,Suba,50
4878811.93526252,2083090.02918404,No oficial,Suba,
4881526.79532751,2079787.85188073,No oficial,Suba,28
4884484.14524765,2087622.56487296,No oficial,Suba,32
4876523.77751344,2083105.21444594,No oficial,Suba,36
4879636.53880154,2083497.91862137,No oficial,Suba,
4883532.38301275,2081621.78598874,No oficial,Suba,138
4879110.51406517,2080215.63488014,No oficial,Suba,80
4881951.51686429,2077445.17141844,No oficial,Suba,26
4878880.11053794,2083545.05793316,No oficial,Suba,
4881002.9119705,2081818.5977406,No oficial,Suba,26
4878373.14701734,2083938.50901021,No oficial,Suba,
4879882.80764846,2082353.6009607,No oficial,Suba,
4879039.86109556,2080579.45502932,No oficial,Suba,
4881144.42028271,2079609.0686785,No oficial,Suba,
4883049.45080265,2083918.41073789,No oficial,Suba,
4879443.30259264,2081952.24344042,No oficial,Suba,
4877538.03331902,2081995.1268331,No oficial,Suba,
4879438.56840637,2081946.67511709,No oficial,Suba,
4881782.08290249,2084841.50673429,No oficial,Suba,
4881962.1049305,2077431.50793641,No oficial,Suba,
4879135.77828553,2081191.55493424,No oficial,Suba,44
4881404.64772552,2082695.56427394,No oficial,Suba,80
4880165.89306333,2083323.04796821,No oficial,Suba,
4882247.27716375,2085163.63032543,No oficial,Suba,56
4881666.76651473,2084222.77446364,No oficial,Suba,
4881869.48380865,2077421.99345603,No oficial,Suba,108
4880238.99183838,2080874.26723432,No oficial,Suba,26
4881668.68595507,2080684.05260034,No oficial,Suba,84
4879891.76344494,2081976.12006505,No oficial,Suba,120
4880071.58300119,2077619.65516867,No oficial,Suba,170
4882981.77432366,2084695.99571626,No oficial,Suba,28
4881122.05032763,2077498.38839804,No oficial,Suba,418
4884314.09404805,2088616.61334109,No oficial,Suba,142
4879255.01103862,2079588.75363753,No oficial,Suba,94
4881249.14336301,2079715.17934861,No oficial,Suba,50
4882552.23805047,2084117.53884708,No oficial,Suba,104
4881778.46467936,2083590.50698257,No oficial,Suba,
4880661.57771461,2079105.306869,No oficial,Suba,
4882512.99787995,2084947.71398422,No oficial,Suba,34
4883261.770271,2081681.40372841,No oficial,Suba,
4879559.86945382,2081162.92048546,No oficial,Suba,98
4880840.2448975,2080966.21635062,No oficial,Suba,126
4882378.79198641,2083693.80464814,No oficial,Suba,
4882534.26573322,2083435.60242065,No oficial,Suba,
4882124.20896486,2084792.64599435,No oficial,Suba,
