x,y,sector,localidad,s11_n
4868450.24737785,2067721.45675195,Oficial,Bosa,212
4867747.8496196,2069658.68353046,Oficial,Bosa,220
4868066.47271773,2070054.07245135,Oficial,Bosa,226
4866780.86347554,2069475.42251333,Oficial,Bosa,498
4866952.68124629,2068222.94018258,Oficial,Bosa,350
4868136.34257061,2069572.6243266,Oficial,Bosa,444
4868634.68977395,2068923.93011495,Oficial,Bosa,
4866414.69178607,2070337.85420642,Oficial,Bosa,606
4867564.17747759,2069153.5011275,Oficial,Bosa,530
4868574.07195153,2069780.14177258,Oficial,Bosa,348
4868371.68974078,2070919.61613766,Oficial,Bosa,794
4868776.19140636,2068484.75309715,Oficial,Bosa,388
4868514.7122653,2071133.75841617,Oficial,Bosa,56
4866521.16004338,2068063.25800917,Oficial,Bosa,232
4868900.71926891,2067920.63272727,Oficial,Bosa,106
4867557.04685508,2068130.03402748,Oficial,Bosa,
4867040.88206941,2070159.4095748,Oficial,Bosa,
4868440.49283653,2069726.51914104,Oficial,Bosa,
4868511.17471887,2066471.726323,Oficial,Bosa,350
4868335.97953136,2066821.09950418,Oficial,Bosa,442
4867564.54234234,2066354.14151366,Oficial,Bosa,
4868627.20631458,2067602.80906843,Oficial,Bosa,150
4867976.42123555,2067167.75732541,Oficial,Bosa,670
4868213.50208621,2067094.30077666,Oficial,Bosa,
4867397.46256523,2067593.04817666,Oficial,Bosa,
4867338.86591051,2068069.32418344,Oficial,Bosa,
4868353.72845867,2067118.83346274,Oficial,Bosa,
4867673.3383031,2067708.4513159,Oficial,Bosa,278
4867428.2777433,2067899.78214945,Oficial,Bosa,98
4866864.68424052,2069230.01317385,Oficial,Bosa,
4867496.1158434,2070933.84869154,Oficial,Bosa,204
4867613.02840447,2071230.88963964,Oficial,Bosa,
4866500.65428372,2068397.05575347,Oficial,Bosa,270
4868760.93312634,2070366.06327636,Oficial,Bosa,278
4867195.5968126,2071013.59849553,Oficial,Bosa,206
4868221.76928757,2068896.87522378,Oficial,Bosa,224
4868605.28882712,2067455.50481071,Oficial,Bosa,
4870953.54228942,2066428.72395468,No oficial,Bosa,
4867492.2198042,2068741.81175954,No oficial,Bosa,74
4867561.60853873,2069057.45430336,No oficial,Bosa,148
4867801.46844111,2069190.01530779,No oficial,Bosa,
4868466.55604687,2066198.67306165,No oficial,Bosa,
4866824.73154445,2070556.78023552,No oficial,Bosa,86
4871230.2034498,2066525.39178556,No oficial,Bosa,74
4871384.53691787,2066666.67023981,No oficial,Bosa,148
4868714.5609253,2066511.7720649,No oficial,Bosa,74
4871211.02655739,2066532.55775265,No oficial,Bosa,
4870864.17412348,2066510.8347823,No oficial,Bosa,56
4869237.49084956,2067434.89465015,No oficial,Bosa,62
4867815.32192227,2069314.50956947,No oficial,Bosa,308
4869126.80280367,2066797.0187289,No oficial,Bosa,118
4868061.86500407,2068630.3461082,No oficial,Bosa,
4868430.6040287,2067614.1042491,No oficial,Bosa,52
4867830.61750001,2066848.43078045,No oficial,Bosa,
4871787.45014458,2066259.8993866,No oficial,Bosa,
4871940.15229036,2066402.37544156,No oficial,Bosa,66
4868200.98941138,2069679.23295024,No oficial,Bosa,38
4867143.47140965,2067242.77215341,No oficial,Bosa,156
4866930.61986841,2066871.05423305,No oficial,Bosa,
4867868.37006101,2068783.18192452,No oficial,Bosa,
4867754.27137337,2069072.92023284,No oficial,Bosa,38
4869325.88713481,2066790.83519484,No oficial,Bosa,
4866919.2681203,2068829.61793511,No oficial,Bosa,18
4869214.96640634,2066729.83418022,No oficial,Bosa,126
4868235.16434347,2066811.70075707,No oficial,Bosa,
4869010.58188388,2069611.28631765,No oficial,Bosa,
4868445.94411548,2067046.75792268,No oficial,Bosa,
4866948.5319664,2067622.32788235,No oficial,Bosa,
4868599.76491517,2066580.11013118,No oficial,Bosa,
4867113.46423633,2066636.341342,No oficial,Bosa,
4869467.63067693,2069433.69012188,No oficial,Bosa,142
4867152.83791869,2068870.65805438,No oficial,Bosa,166
4867377.06850861,2069132.8809486,No oficial,Bosa,
4866616.61225252,2067617.35908766,No oficial,Bosa,130
4871427.25776733,2066654.39894306,No oficial,Bosa,
4868375.13063762,2069593.04404872,No oficial,Bosa,60
4866276.09148376,2067866.35180556,No oficial,Bosa,88
4867968.64161354,2069531.55010082,No oficial,Bosa,48
4868025.45229068,2066890.5040784,No oficial,Bosa,
4869049.95982426,2069193.62115417,No oficial,Bosa,252
4869390.93533067,2069547.94471299,No oficial,Bosa,38
4867593.62559591,2067824.20482521,No oficial,Bosa,92
4869182.17236593,2069302.39579064,No oficial,Bosa,58
4869157.62386865,2069404.58324718,No oficial,Bosa,
4867467.38890834,2069727.60268883,No oficial,Bosa,174
4867258.40581071,2069645.00086866,No oficial,Bosa,
4868886.23458402,2069805.02800704,No oficial,Bosa,16
4870746.80861401,2066362.40871886,No oficial,Bosa,24
4868282.07571277,2069700.81447813,No oficial,Bosa,
4868282.07571277,2069700.81447813,No oficial,Bosa,
4868302.99267419,2066977.47183923,No oficial,Bosa,238
4869370.84610037,2067124.62572376,No oficial,Bosa,
4869344.70968264,2069773.96013427,No oficial,Bosa,46
4868890.26264977,2068857.45135853,No oficial,Bosa,
4867549.01714974,2067067.65161017,No oficial,Bosa,24
4868376.42016077,2066858.09273604,No oficial,Bosa,94
4871761.75657859,2066620.96262413,No oficial,Bosa,40
4869049.95982426,2069193.62115417,No oficial,Bosa,
4866837.60490895,2068660.38299845,No oficial,Bosa,
4868681.44897466,2067521.24955415,No oficial,Bosa,46
4868417.6259076,2067273.78282298,No oficial,Bosa,120
4868448.79024387,2067511.67509931,No oficial,Bosa,138
4868640.31753465,2067710.84543715,No oficial,Bosa,470
4868300.31863609,2067063.27760571,No oficial,Bosa,
4867881.51783015,2066444.63004966,No oficial,Bosa,98
4867411.51738622,2066660.13431476,No oficial,Bosa,86
4868370.16902312,2066897.55683326,No oficial,Bosa,38
4868531.73004475,2069536.25049904,No oficial,Bosa,112
4867314.15979621,2066490.84436773,No oficial,Bosa,14
4866964.8534012,2067353.25555739,No oficial,Bosa,
4869285.43287329,2067210.37989567,No oficial,Bosa,
4867549.01714974,2067067.65161017,No oficial,Bosa,
4868309.59262928,2067086.35983915,No oficial,Bosa,208
4868860.38745976,2069912.76946536,No oficial,Bosa,348
4866782.05311975,2067502.73677899,No oficial,Bosa,
4868592.05849944,2068407.62600994,No oficial,Bosa,70
4874045.80028947,2068186.48901664,Oficial,Kennedy,264
4874226.81853185,2067031.68121661,Oficial,Kennedy,
4871154.41021508,2071023.01688226,Oficial,Kennedy,252
4871209.82247045,2071185.19130694,Oficial,Kennedy,
4871257.39815396,2071263.70458676,Oficial,Kennedy,
4875574.44943786,2069947.94711637,Oficial,Kennedy,504
4872885.05662458,2066348.14656041,Oficial,Kennedy,258
4872891.71372191,2066339.80402779,Oficial,Kennedy,
4872686.43943683,2068980.73637363,Oficial,Kennedy,330
4871066.02427752,2070058.60580535,Oficial,Kennedy,
4870647.84192867,2069702.38945386,Oficial,Kennedy,
4871855.99711988,2068397.3781537,Oficial,Kennedy,210
4871497.5324167,2069080.22755495,Oficial,Kennedy,
4872100.12061406,2068777.2297188,Oficial,Kennedy,316
4871281.42435922,2068810.19711553,Oficial,Kennedy,152
4870117.90043641,2069880.5387817,Oficial,Kennedy,
4869266.58864278,2067962.74808424,Oficial,Kennedy,232
4870132.10272441,2067380.43086322,Oficial,Kennedy,
4869824.5365516,2067556.08605818,Oficial,Kennedy,
4871557.79424835,2068791.03073484,Oficial,Kennedy,194
4871057.62946148,2068771.18050921,Oficial,Kennedy,128
4870743.4190202,2068226.17974749,Oficial,Kennedy,
4871227.87083603,2068289.58369487,Oficial,Kennedy,212
4870332.27336231,2067636.80301453,Oficial,Kennedy,
4874998.98029738,2069938.15834631,Oficial,Kennedy,238
4875172.03538043,2070305.26055093,Oficial,Kennedy,
4871992.96189906,2067785.42010959,Oficial,Kennedy,200
4872431.82274781,2068258.89575052,Oficial,Kennedy,300
4873418.82102837,2068374.03446108,Oficial,Kennedy,224
4873495.95790652,2067460.35298412,Oficial,Kennedy,
4872165.12207599,2070108.32623976,Oficial,Kennedy,254
4872326.97309837,2070259.11002015,Oficial,Kennedy,
4874025.20463859,2066943.07513453,Oficial,Kennedy,50
4871578.3121741,2068330.19957834,Oficial,Kennedy,212
4872647.44147704,2066814.50469857,Oficial,Kennedy,196
4873512.24620555,2068634.27324157,Oficial,Kennedy,362
4874107.43433362,2068092.08440392,Oficial,Kennedy,
4872997.7649775,2068587.97305509,Oficial,Kennedy,
4872872.16998003,2068819.02538011,Oficial,Kennedy,
4872763.82402807,2068481.10316587,Oficial,Kennedy,240
4869981.18165408,2068301.45839672,Oficial,Kennedy,
4871774.63376721,2069128.92770248,Oficial,Kennedy,852
4872190.21689389,2069328.60634979,Oficial,Kennedy,
4872302.41894886,2068815.80650682,Oficial,Kennedy,244
4872371.46553637,2069088.12528428,Oficial,Kennedy,144
4869390.05800331,2068230.86923799,Oficial,Kennedy,582
4869944.72278436,2069198.98845,Oficial,Kennedy,
4869942.81550493,2069234.64624037,Oficial,Kennedy,
4870600.83215727,2070455.84446356,Oficial,Kennedy,
4871063.16502531,2067392.06709476,Oficial,Kennedy,
4870888.32699017,2067319.20934965,Oficial,Kennedy,78
4871349.95709354,2070879.2380327,Oficial,Kennedy,244
4875006.27392173,2068681.45477375,Oficial,Kennedy,160
4874962.32124053,2068653.34545008,Oficial,Kennedy,
4873153.43633761,2070589.5414882,Oficial,Kennedy,346
4874124.53147774,2071999.03066175,Oficial,Kennedy,
4873392.40730898,2070866.78697984,Oficial,Kennedy,480
4870588.55178834,2067041.2875059,Oficial,Kennedy,168
4870690.73905586,2067629.33576751,Oficial,Kennedy,
4873192.06764018,2067254.54524931,Oficial,Kennedy,230
4873487.32180554,2066786.02983485,Oficial,Kennedy,
4870555.48775197,2070852.42364761,Oficial,Kennedy,336
4870321.711903,2070902.10077281,Oficial,Kennedy,
4870788.80843657,2070817.79103452,Oficial,Kennedy,
4869921.44800148,2071414.68091257,Oficial,Kennedy,212
4869735.95656712,2071006.06999355,Oficial,Kennedy,184
4870021.56376263,2070253.18133743,Oficial,Kennedy,320
4869664.89069788,2069230.56864502,Oficial,Kennedy,226
4871852.72493386,2071356.02240256,Oficial,Kennedy,654
4870751.31942818,2071726.48141188,Oficial,Kennedy,314
4873640.89549763,2071766.84460232,Oficial,Kennedy,406
4873661.366435,2072208.79475188,Oficial,Kennedy,
4870967.13064018,2071078.22293688,Oficial,Kennedy,282
4869395.94251843,2070392.25555579,Oficial,Kennedy,250
4869767.04739319,2070123.83031613,Oficial,Kennedy,70
4872989.97298447,2070188.04732179,Oficial,Kennedy,58
4874764.76493245,2068808.77292411,Oficial,Kennedy,
4869664.89415904,2068313.08724237,No oficial,Kennedy,90
4871808.7179143,2067080.87937094,No oficial,Kennedy,18
4870004.10128553,2070071.94540137,No oficial,Kennedy,24
4873679.52938183,2071009.58383074,No oficial,Kennedy,108
4872706.36978575,2068748.3371795,No oficial,Kennedy,
4872767.20315238,2070051.1346623,No oficial,Kennedy,14
4872005.56954203,2068523.27357877,No oficial,Kennedy,80
4872405.30198071,2067355.26898238,No oficial,Kennedy,106
4874640.00337641,2069961.91637867,No oficial,Kennedy,40
4871385.70488557,2068834.80014739,No oficial,Kennedy,64
4871730.70433351,2067344.67611122,No oficial,Kennedy,350
4872526.33770676,2069416.20902652,No oficial,Kennedy,124
4874066.96597796,2069305.1894929,No oficial,Kennedy,294
4871974.45266033,2068384.6048292,No oficial,Kennedy,140
4873170.17038806,2066156.99743977,No oficial,Kennedy,84
4874177.49501546,2069350.55626535,No oficial,Kennedy,110
4873108.02437705,2069379.90338161,No oficial,Kennedy,58
4874677.36784784,2067640.98442622,No oficial,Kennedy,46
4872074.26132204,2067770.31958058,No oficial,Kennedy,68
4871033.0119392,2068508.02474827,No oficial,Kennedy,
4873384.74559378,2067679.12820409,No oficial,Kennedy,
4872848.3259345,2068035.54313108,No oficial,Kennedy,156
4874474.10112445,2069099.59843731,No oficial,Kennedy,92
4872000.70420468,2069430.35401231,No oficial,Kennedy,16
4873186.765866,2069624.97888812,No oficial,Kennedy,
4873754.49641939,2066686.91879836,No oficial,Kennedy,80
4871750.27817017,2069002.81324944,No oficial,Kennedy,38
4872901.11783693,2068976.65044198,No oficial,Kennedy,
4873225.1603713,2069149.20286173,No oficial,Kennedy,58
4871098.59673693,2068686.17562775,No oficial,Kennedy,26
4874900.49195054,2069487.35227415,No oficial,Kennedy,
4870003.20759502,2067386.45330052,No oficial,Kennedy,38
4869856.83269735,2067824.58016754,No oficial,Kennedy,24
4870422.05430946,2068040.69814901,No oficial,Kennedy,
4870332.7557965,2068017.13171112,No oficial,Kennedy,54
4870900.87219995,2070311.19695883,No oficial,Kennedy,44
4874111.37729713,2067275.46801387,No oficial,Kennedy,124
4870486.03554174,2067641.13510454,No oficial,Kennedy,82
4870746.31740233,2070460.1651803,No oficial,Kennedy,196
4869883.04727227,2067644.03805567,No oficial,Kennedy,36
4869983.16505087,2068528.54695598,No oficial,Kennedy,66
4870006.32291441,2069038.14776058,No oficial,Kennedy,60
4870310.25349695,2067957.4348135,No oficial,Kennedy,
4870684.44995709,2070572.20724051,No oficial,Kennedy,
4870947.82160131,2070621.70778082,No oficial,Kennedy,66
4872555.91384104,2066467.75097193,No oficial,Kennedy,
4873291.89147248,2070456.86596795,No oficial,Kennedy,
4869694.26977888,2067286.9282857,No oficial,Kennedy,52
4871567.97063096,2070867.41278108,No oficial,Kennedy,
4874128.29757123,2066863.54856527,No oficial,Kennedy,
4872944.49912748,2068540.27663291,No oficial,Kennedy,30
4874094.35682389,2069575.19290712,No oficial,Kennedy,
4874795.82126891,2068375.52420281,No oficial,Kennedy,
4871905.67996762,2067786.32742698,No oficial,Kennedy,78
4875121.63271972,2070222.49096737,No oficial,Kennedy,
4874255.73178254,2072087.63883727,No oficial,Kennedy,
4873684.35041249,2070147.22317048,No oficial,Kennedy,
4871625.86701335,2067568.86492362,No oficial,Kennedy,232
4870704.63286144,2070515.27835009,No oficial,Kennedy,250
4872359.16241125,2069185.63124003,No oficial,Kennedy,90
4871457.16107547,2068311.90072541,No oficial,Kennedy,
4873573.11403788,2066643.49285423,No oficial,Kennedy,50
4869631.29838559,2068006.22995746,No oficial,Kennedy,62
4872766.91770248,2069616.11824527,No oficial,Kennedy,94
4872180.55536803,2066988.35226065,No oficial,Kennedy,78
4870969.92335564,2068610.01099904,No oficial,Kennedy,
4869833.47381045,2067690.79343605,No oficial,Kennedy,
4869651.61030984,2068485.0749313,No oficial,Kennedy,
4873445.49104777,2069754.13539081,No oficial,Kennedy,
4871243.39425634,2070572.30311418,No oficial,Kennedy,64
4872333.62356191,2066947.26734837,No oficial,Kennedy,
4871911.9333242,2069533.99420581,No oficial,Kennedy,
4870896.26881399,2069191.81168819,No oficial,Kennedy,60
4873763.28285392,2071155.97085323,No oficial,Kennedy,160
4869921.71856494,2067430.20946364,No oficial,Kennedy,
4873971.37503833,2071264.1518367,No oficial,Kennedy,110
4870385.72121669,2070068.21383798,No oficial,Kennedy,108
4869347.39281217,2071335.30700105,No oficial,Kennedy,20
4873489.33683904,2071034.78514296,No oficial,Kennedy,82
4874734.9507483,2067844.38923487,No oficial,Kennedy,
4874685.60636404,2070100.44404021,No oficial,Kennedy,
4874087.50761073,2069348.14778846,No oficial,Kennedy,
4873935.22507763,2071184.80733925,No oficial,Kennedy,
4870363.23570269,2067267.72872294,No oficial,Kennedy,28
4870812.9118562,2067926.2476244,No oficial,Kennedy,
4870501.44861145,2067840.47757191,No oficial,Kennedy,
4869580.44002189,2067651.98746308,No oficial,Kennedy,100
4870907.58088728,2070223.93877462,No oficial,Kennedy,68
4873772.97626263,2068583.42110772,No oficial,Kennedy,
4874159.39422834,2071057.59614739,No oficial,Kennedy,
4870058.67258183,2069085.76778159,No oficial,Kennedy,86
4873096.16104135,2067773.4367574,No oficial,Kennedy,
4872785.47731465,2069993.02941906,No oficial,Kennedy,
4873387.33858276,2070190.41670312,No oficial,Kennedy,
4873333.24980408,2068992.59463603,No oficial,Kennedy,
4871416.47425758,2070754.12228293,No oficial,Kennedy,
4873013.64674788,2070564.49278722,No oficial,Kennedy,
4873345.93155924,2068809.73416119,No oficial,Kennedy,
4873208.2083514,2066920.32947452,No oficial,Kennedy,
4871228.166499,2068393.95828445,No oficial,Kennedy,
4869991.78718214,2070824.9744667,No oficial,Kennedy,110
4874159.73045684,2072120.97291989,No oficial,Kennedy,
4869661.12602056,2070893.26020356,No oficial,Kennedy,32
4871899.71712539,2068189.6471343,No oficial,Kennedy,
4872043.05433412,2068951.24365782,No oficial,Kennedy,26
4873011.44818719,2070060.98032866,No oficial,Kennedy,
4870981.26821369,2070327.63431263,No oficial,Kennedy,44
4869903.61686638,2067091.84033262,No oficial,Kennedy,70
4873448.52363603,2069269.67209301,No oficial,Kennedy,
4872354.59179416,2069494.39414334,No oficial,Kennedy,
4872594.15926002,2070193.10979618,No oficial,Kennedy,
4872270.44502083,2067064.85206275,No oficial,Kennedy,
4871080.16447453,2070435.41294464,No oficial,Kennedy,54
4870853.72338188,2067738.8896649,No oficial,Kennedy,
4871636.83479822,2067919.78175009,No oficial,Kennedy,
4874665.09861787,2070166.13392034,No oficial,Kennedy,
4873114.50298938,2066053.51323887,No oficial,Kennedy,
4871057.60261979,2070819.93075298,No oficial,Kennedy,
4870753.45248322,2070293.83104195,No oficial,Kennedy,
4872946.73860141,2066628.06256697,No oficial,Kennedy,
4873771.87905462,2069659.30529045,No oficial,Kennedy,
4874405.38803017,2069419.72267384,No oficial,Kennedy,76
4869353.34347803,2068889.397641,No oficial,Kennedy,70
4871224.72939131,2071095.93415244,No oficial,Kennedy,
4872499.63499417,2071251.02695627,No oficial,Kennedy,32
4870394.01870429,2066956.64143388,No oficial,Kennedy,
4870932.95460532,2070536.12237263,No oficial,Kennedy,
4869275.58190701,2070033.46867018,No oficial,Kennedy,
4873891.30491504,2070358.23558902,No oficial,Kennedy,
4871619.57448108,2070488.60313682,No oficial,Kennedy,
4873305.7262567,2070688.638935,No oficial,Kennedy,44
4874752.6419332,2069621.09873165,No oficial,Kennedy,
4871576.96879122,2070778.20064387,No oficial,Kennedy,
4874210.95799063,2072136.41650851,No oficial,Kennedy,
4870493.13952263,2068852.7460242,No oficial,Kennedy,
4870831.44832814,2070621.55282239,No oficial,Kennedy,
4873464.00032245,2070746.33206723,No oficial,Kennedy,54
4870707.52372148,2067749.6033855,No oficial,Kennedy,
4871492.68862511,2069311.35002414,No oficial,Kennedy,28
4869681.63409913,2067971.36434123,No oficial,Kennedy,38
4873961.68876475,2071036.96999059,No oficial,Kennedy,
4875088.39914985,2068841.11237619,No oficial,Kennedy,
4870234.78519971,2068504.73652552,No oficial,Kennedy,
4872187.35212239,2068589.21313163,No oficial,Kennedy,24
4873388.29177557,2067309.97546378,No oficial,Kennedy,38
4871983.79163843,2068886.36195954,No oficial,Kennedy,86
4872358.68565746,2068605.70191551,No oficial,Kennedy,66
4872173.41092789,2067149.30757223,No oficial,Kennedy,
4870264.97265345,2067966.88306153,No oficial,Kennedy,48
4871625.14345723,2070869.18977844,No oficial,Kennedy,
4872293.18619954,2070045.16529334,No oficial,Kennedy,
4869810.81381684,2067725.43567313,No oficial,Kennedy,
4869804.18070994,2067748.74911189,No oficial,Kennedy,
4870850.36648934,2071394.57242398,No oficial,Kennedy,100
4873479.65741024,2068548.90919558,No oficial,Kennedy,22
4870984.26782604,2068524.72447022,No oficial,Kennedy,44
4873119.17524299,2070814.53228225,No oficial,Kennedy,108
4873051.8795296,2069619.23557043,No oficial,Kennedy,
4874301.78511446,2069778.20066876,No oficial,Kennedy,
4872873.47623859,2071486.81837765,No oficial,Kennedy,
4874907.30226617,2068120.07661378,No oficial,Kennedy,
4869711.8988285,2067146.13581976,No oficial,Kennedy,
4871266.70557706,2071103.0621926,No oficial,Kennedy,
4872867.63043484,2067869.51485273,No oficial,Kennedy,
4873751.32329198,2070888.43717943,No oficial,Kennedy,
4871927.15198568,2068173.59215188,No oficial,Kennedy,
4869622.49790113,2069629.5833042,No oficial,Kennedy,
4870218.40159293,2070250.72850313,No oficial,Kennedy,
4873982.32353218,2069479.50840438,No oficial,Kennedy,78
4872340.41766437,2068863.61260437,No oficial,Kennedy,152
4872390.47363948,2068749.03686059,No oficial,Kennedy,22
4872592.95720532,2071556.41163472,No oficial,Kennedy,6
4871625.14345723,2070869.18977844,No oficial,Kennedy,
4870249.06904136,2070916.84110142,No oficial,Kennedy,68
4869661.12602056,2070893.26020356,No oficial,Kennedy,44
4870469.46126712,2070766.23107527,No oficial,Kennedy,
4873861.12285536,2066704.15932486,No oficial,Kennedy,
4872008.2560686,2068913.08527762,No oficial,Kennedy,46
4870423.10625446,2067880.2921551,No oficial,Kennedy,
4869978.43360171,2068150.61408782,No oficial,Kennedy,
4872005.56954203,2068523.27357877,No oficial,Kennedy,
4873109.24919898,2074164.28438706,Oficial,Fontibon,228
4872568.25324867,2074371.23241794,Oficial,Fontibon,222
4872895.07101675,2074403.87898041,Oficial,Fontibon,
4871420.19187397,2074327.29784791,Oficial,Fontibon,370
4874660.56746527,2072635.57159267,Oficial,Fontibon,138
4874517.93218526,2072125.29454702,Oficial,Fontibon,
4871542.81768675,2076228.24679292,Oficial,Fontibon,262
4871234.54988506,2076621.21372184,Oficial,Fontibon,
4871303.98609428,2076152.14297411,Oficial,Fontibon,
4873695.7725797,2074446.30719799,Oficial,Fontibon,364
4875742.46867188,2074347.84158829,Oficial,Fontibon,
4873795.08156452,2074790.86191331,Oficial,Fontibon,
4873031.39161628,2075982.6295575,Oficial,Fontibon,304
4873826.66993267,2075472.07605983,Oficial,Fontibon,148
4873708.48678118,2075659.30337297,Oficial,Fontibon,
4873831.1271278,2075166.13069766,Oficial,Fontibon,332
4875047.45360153,2075474.42505878,Oficial,Fontibon,
4872785.51654833,2075044.6892345,Oficial,Fontibon,288
4872926.33854531,2075591.83286133,Oficial,Fontibon,
4872174.4796653,2075532.51836408,Oficial,Fontibon,
4872495.93653557,2075665.3379968,Oficial,Fontibon,
4872680.32987751,2076152.83916119,Oficial,Fontibon,126
4875254.65995018,2073595.19926008,No oficial,Fontibon,36
4876118.32848112,2073689.12872386,No oficial,Fontibon,112
4873786.62007098,2074647.83352432,No oficial,Fontibon,212
4875178.6012349,2073680.62902946,No oficial,Fontibon,46
4875963.91720363,2073828.80206225,No oficial,Fontibon,22
4873355.37882468,2075934.14324776,No oficial,Fontibon,104
4875750.7606366,2074158.55873925,No oficial,Fontibon,
4872919.42191485,2075250.43796237,No oficial,Fontibon,
4872130.33955833,2075882.96600975,No oficial,Fontibon,
4873167.96876681,2073877.72986649,No oficial,Fontibon,
4870494.55681509,2077194.55304254,No oficial,Fontibon,
4872895.07101675,2074403.87898041,No oficial,Fontibon,
4876067.3506871,2074146.90656207,No oficial,Fontibon,32
4872438.89458688,2076160.70947428,No oficial,Fontibon,
4873616.2132814,2074566.51338033,No oficial,Fontibon,
4873817.10141525,2074223.1550268,No oficial,Fontibon,
4875847.39122044,2074230.27384749,No oficial,Fontibon,
4876412.24955186,2073692.86623646,No oficial,Fontibon,
4872223.04672342,2075606.62929161,No oficial,Fontibon,
4875702.16782885,2073666.49472884,No oficial,Fontibon,
4872080.21319183,2075118.70198232,No oficial,Fontibon,40
4875504.93754299,2073338.02302272,No oficial,Fontibon,
4876220.82060777,2073632.89302427,No oficial,Fontibon,58
4871856.0805818,2076143.25198283,No oficial,Fontibon,
4876197.16180511,2074020.78167983,No oficial,Fontibon,
4876586.31027367,2072804.41277805,No oficial,Fontibon,
4872373.62972856,2074684.04734315,No oficial,Fontibon,
4876555.03851465,2072534.12061696,No oficial,Fontibon,408
4872337.43838115,2076273.92737353,No oficial,Fontibon,
4875030.14689349,2073893.05142622,No oficial,Fontibon,
4874989.95725471,2073824.31925498,No oficial,Fontibon,
4872448.54052674,2076245.28842828,No oficial,Fontibon,
4876023.6464479,2073702.23175117,No oficial,Fontibon,22
4872862.86221532,2075990.77367922,No oficial,Fontibon,
4875264.9868818,2073821.53976818,No oficial,Fontibon,
4875477.87845891,2073665.91841458,No oficial,Fontibon,
4873594.15277545,2075289.49572641,No oficial,Fontibon,
4872850.33548344,2075081.4728844,No oficial,Fontibon,
4874941.42529146,2073442.40060611,No oficial,Fontibon,
4870613.09758175,2077115.26037792,No oficial,Fontibon,28
4874944.19262638,2073946.87389319,No oficial,Fontibon,
4872949.80885411,2074564.59140256,No oficial,Fontibon,24
4876241.41766908,2073709.23471071,No oficial,Fontibon,
4875972.02706845,2073662.46688909,No oficial,Fontibon,144
4875388.32760818,2073395.86470043,No oficial,Fontibon,
4875701.71154108,2074226.56124169,No oficial,Fontibon,154
4875256.59701945,2073782.52252374,No oficial,Fontibon,
4873653.6668865,2075115.50143843,No oficial,Fontibon,
4875797.51641073,2074297.81188843,No oficial,Fontibon,
4875585.62051868,2073703.51565518,No oficial,Fontibon,
4875299.46122481,2073853.49339139,No oficial,Fontibon,
4872863.97340943,2074263.23301567,No oficial,Fontibon,
4872359.66304008,2074672.14673396,No oficial,Fontibon,
4875975.27299059,2073379.81816925,No oficial,Fontibon,
4873714.72166997,2075139.95025659,No oficial,Fontibon,310
4875997.12419193,2074066.14892013,No oficial,Fontibon,
4873902.14580977,2074248.99848167,No oficial,Fontibon,
4872396.09456763,2074347.09546731,No oficial,Fontibon,
4873428.95287802,2075331.54809116,No oficial,Fontibon,
4873744.57421162,2074648.17957036,No oficial,Fontibon,
4873365.22167829,2074885.32778976,No oficial,Fontibon,130
4873129.38373382,2074457.31382563,No oficial,Fontibon,152
4872953.97974353,2074811.14175968,No oficial,Fontibon,218
4872574.71037925,2074892.92486438,No oficial,Fontibon,54
4873592.23270028,2075026.10333763,No oficial,Fontibon,162
4873902.14690547,2074248.9984799,No oficial,Fontibon,66
4874322.13173001,2075429.74469484,No oficial,Fontibon,164
4873305.23429766,2074608.50103886,No oficial,Fontibon,220
4873239.0909529,2076127.84283349,No oficial,Fontibon,84
4872585.57003709,2075022.81189568,No oficial,Fontibon,
4872885.2143843,2074420.19135166,No oficial,Fontibon,100
4872629.47975745,2075099.69929903,No oficial,Fontibon,
4872810.0478899,2074694.39270097,No oficial,Fontibon,126
4872699.89913748,2075165.38612872,No oficial,Fontibon,
4873423.23693618,2074643.20398233,No oficial,Fontibon,
4877895.61989909,2079430.30850002,Oficial,Engativa,256
4877832.30129907,2079496.04389466,Oficial,Engativa,
4877792.68810867,2074598.63891869,Oficial,Engativa,138
4877861.65127782,2074534.41526848,Oficial,Engativa,
4878043.7238586,2074768.55792735,Oficial,Engativa,
4876743.09953474,2074579.49997123,Oficial,Engativa,
4875628.75393158,2078647.76586993,Oficial,Engativa,340
4877600.06272904,2075868.40811251,Oficial,Engativa,228
4877967.24305953,2075562.18225015,Oficial,Engativa,
4877898.58174902,2075120.60022344,Oficial,Engativa,268
4877568.76789593,2075574.28474672,Oficial,Engativa,
4879985.27086997,2076026.66329072,Oficial,Engativa,294
4880033.15642409,2075710.79908496,Oficial,Engativa,
4878976.57725124,2074938.60911569,Oficial,Engativa,348
4878988.70046788,2075106.60376262,Oficial,Engativa,
4879257.4864988,2075276.97657125,Oficial,Engativa,
4878552.30719795,2074002.3906296,Oficial,Engativa,566
4878752.55619264,2074447.51710903,Oficial,Engativa,
4879158.37394106,2074855.802572,Oficial,Engativa,
4879158.37394106,2074855.802572,Oficial,Engativa,
4877502.80357825,2078358.46104817,Oficial,Engativa,172
4878211.02034486,2078847.76742687,Oficial,Engativa,110
4878498.42134336,2078922.69629283,Oficial,Engativa,
4879098.17897188,2078062.96139693,Oficial,Engativa,150
