"divipola","municipio","departamento","area_elipsoide_km2","area_3116_km2","area_9377_km2","area_3857_km2","lon_centroide","lat_centroide"
"05306","Giraldo","Antioquia",93.3954883227,93.4944400694,93.4917274274,95.2909146516,-75.948046574,6.6630956801
"05313","Granada","Antioquia",190.1614628308,190.2251212611,190.1181845544,193.6170574357,-75.1276348335,6.1233785156
"05318","Guarne","Antioquia",151.7287398697,151.8138176506,151.7591001626,154.5686786324,-75.4373091638,6.2666241107
"05321","Guatape","Antioquia",83.2973785389,83.3268892933,83.281687152,84.8497947246,-75.1585195696,6.2457731449
"05347","Heliconia","Antioquia",114.751497023,114.8488291988,114.8309195576,116.8763614003,-75.7497087634,6.2145112328
"05353","Hispania","Antioquia",57.463198042,57.5216013227,57.5186751889,58.4387689793,-75.9066923719,5.7970385272
"05361","Ituango","Antioquia",2838.4621921444,2841.200609232,2840.9265102058,2903.8232322532,-75.8503901717,7.3029741109
"05368","Jeric<U+00F3>","Antioquia",204.8234600938,205.0006766023,204.9712333619,208.2811304486,-75.7648854988,5.7698182898
"05390","La Pintada","Antioquia",54.2579988768,54.2963108766,54.2827333851,55.1694744834,-75.6022023809,5.7465820062
"05400","La Uni<U+00F3>n","Antioquia",167.6566678657,167.7396641202,167.6703515843,170.5896639682,-75.3542888499,5.940433052
"05425","Maceo","Antioquia",387.0605178188,387.1081399841,386.7849492066,394.7078382558,-74.7141169994,6.5345726037
"05440","Marinilla","Antioquia",114.8187376062,114.8712018006,114.8199016378,116.9320400787,-75.3048808099,6.1852034199
"05467","Montebello","Antioquia",75.9804754357,76.0284528146,76.0052742737,77.3031463968,-75.5197261807,5.9168528741
"05483","Nari<U+00F1>o","Antioquia",316.6470981445,316.7674068159,316.6038611313,321.7848675817,-75.1945744602,5.5812719852
"05495","Nech<U+00ED>","Antioquia",937.1735546953,937.3197613093,936.5810715415,961.8367974524,-74.7924262458,7.9904563748
"05501","Olaya","Antioquia",86.9102996827,86.9861919272,86.9739046099,88.6557616833,-75.7756713395,6.6114163576
"05541","Pe<U+00F1>ol","Antioquia",118.2672526896,118.3143516858,118.2551991167,120.4653400008,-75.2235082749,6.2323938363
"05543","Peque","Antioquia",433.6383727763,434.069022196,434.0388119716,443.1381965675,-75.8896839999,7.044170016
"05576","Pueblorrico","Antioquia",75.3600644203,75.4328601063,75.4267477353,76.6429037966,-75.8607637739,5.8096993172
"05579","Puerto Berr<U+00ED>o","Antioquia",1220.0314033796,1220.1091761659,1218.9449291735,1243.9015955242,-74.5287579645,6.4819026625
"05585","Puerto Nare","Antioquia",669.2108275434,669.291472228,668.7296503687,681.3803415674,-74.7031872473,6.1265347446
"05591","Puerto Triunfo","Antioquia",369.5093038508,369.5511281571,369.2366841018,375.9981413129,-74.686193756,5.9548315279
"05604","Remedios","Antioquia",1989.0770645445,1989.2268787482,1987.3627574128,2032.2198736764,-74.558653368,6.9972635436
"05607","Retiro","Antioquia",243.4471565473,243.6000116051,243.5249520858,247.8074083298,-75.5157390907,6.0534411556
"05628","Sabanalarga","Antioquia",265.5282631857,265.7644162877,265.7292778647,271.1815866474,-75.7922312816,6.9009907564
"05642","Salgar","Antioquia",287.9179023151,288.2349420715,288.2340933438,292.9864625507,-75.9813680496,5.9705011417
"05647","San Andr<U+00E9>s","Antioquia",218.5597333817,218.7265736924,218.6795947102,223.2291488372,-75.6657802556,6.9184247381
"05649","San Carlos","Antioquia",717.6631563013,717.8145713094,717.3075617653,730.896165882,-74.9073321723,6.193789263
"05652","San Francisco","Antioquia",356.2526266608,356.340390367,356.1051380424,362.4051393205,-74.9760304945,5.8795036372
"05658","San Jos<U+00E9> de la Monta<U+00F1>a","Antioquia",125.9759900031,126.0735824989,126.047552979,128.6165017421,-75.6777082265,6.8232575327
"05659","San Juan de Urab<U+00E1>","Antioquia",251.5420428462,251.9969283107,252.0810954823,259.0975274778,-76.5324858782,8.7071389142
"05660","San Luis","Antioquia",425.5162134256,425.6178373769,425.3326071973,433.0771938729,-74.9620002211,6.0145176486
"05664","San Pedro","Antioquia",220.7959143798,220.9435602787,220.8817812472,225.0945514712,-75.5624851133,6.4586667763
"05665","San Pedro de Uraba","Antioquia",601.6259530648,602.5327235848,602.651665402,618.6478646056,-76.3166630269,8.3791290604
"25295","Gachancip<U+00E1>","Cundinamarca",43.0568764679,43.0574077669,42.9980727979,43.6757312295,-73.8767175212,5.0100190936
"25335","Guayabetal","Cundinamarca",222.8136921046,222.8178266205,222.5048471014,225.5272029161,-73.8354425615,4.2318750171
"25339","Guti<U+00E9>rrez","Cundinamarca",453.2246456142,453.2255071032,452.6452052989,458.6682957098,-74.0246585379,4.1660856489
"25368","Jerusal<U+00E9>n","Cundinamarca",221.834781331,221.8601870086,221.6727732237,224.7385602051,-74.6891614842,4.5713485432
"25372","Jun<U+00ED>n","Cundinamarca",343.8098653047,343.8255523008,343.3102920862,348.4408726736,-73.6924769448,4.7051645054
"25377","La Calera","Cundinamarca",326.5074563525,326.5099439543,326.0713427158,330.9010101696,-73.9293961395,4.7007841442
"25386","La Mesa","Cundinamarca",148.1915917431,148.1987320092,148.052519142,150.1644692674,-74.4732184607,4.6507729643
"25394","La Palma","Cundinamarca",190.7842776438,190.790677392,190.5940626217,193.7217178115,-74.4080791344,5.3333977886
"25398","La Pe<U+00F1>a","Cundinamarca",128.4664350246,128.4707204703,128.3383407865,130.391014717,-74.4078675253,5.2045963024
"25402","La Vega","Cundinamarca",155.4342801214,155.4375551281,155.2704724824,157.6535135754,-74.3393605457,4.9786170619
"25407","Lenguazaque","Cundinamarca",155.6228847041,155.6303875353,155.3960154854,158.0038152034,-73.6815338859,5.3036369989
"25426","Macheta","Cundinamarca",229.1926038522,229.2074785894,228.85269401,232.5083055275,-73.6173867098,5.0403460845
"25430","Madrid","Cundinamarca",119.5806744643,119.5819280974,119.4471856038,121.2146179868,-74.2597711319,4.7726760178
"25436","Manta","Cundinamarca",107.8978021616,107.9065114817,107.7356532401,109.4377253447,-73.5631387416,4.9768797884
"25438","Medina","Cundinamarca",1196.5815779181,1196.7494800807,1194.7312627872,1211.9594215826,-73.4059934514,4.4844335457
"25473","Mosquera","Cundinamarca",105.9380559366,105.9388970728,105.8178707885,107.3550164389,-74.2357321156,4.6727140837
"25483","Nari<U+00F1>o","Cundinamarca",55.1537064195,55.16263906,55.1202799445,55.8509577184,-74.8056556426,4.4079511359
"25486","Nemoc<U+00F3>n","Cundinamarca",98.3639009629,98.3650407222,98.2299402782,99.8031257173,-73.8838033202,5.0937042774
"25488","Nilo","Cundinamarca",224.689726841,224.7096795591,224.5089961088,227.4628233837,-74.61469857,4.2947848977
"25489","Nimaima","Cundinamarca",59.497971643,59.4998290355,59.4380789114,60.3759813167,-74.3963838205,5.133747011
"25491","Nocaima","Cundinamarca",68.9361778373,68.9382352263,68.8663984691,69.938905963,-74.3897550445,5.066110554
"25506","Venecia","Cundinamarca",122.1980186241,122.2033171669,122.0812137089,123.6340940299,-74.4525979939,4.0633422431
"25513","Pacho","Cundinamarca",402.6254357493,402.6267963436,402.1474755717,408.6110673655,-74.1633623474,5.1683662102
"25518","Paime","Cundinamarca",173.6352671684,173.6357217349,173.4290284263,176.3395393153,-74.1639582472,5.3876458757
"25524","Pandi","Cundinamarca",71.6941821021,71.6975797965,71.6268002843,72.5578426833,-74.471120055,4.1804960974
"25530","Paratebueno","Cundinamarca",885.3125242974,885.5235106913,883.9079298015,896.6179564452,-73.1869981773,4.4523253985
"25535","Pasca","Cundinamarca",271.7083146176,271.711613548,271.4081584335,275.0610385512,-74.2739696278,4.2937307593
"25572","Puerto Salgar","Cundinamarca",515.9015218713,515.9414622068,515.4675726183,524.341493468,-74.5802011422,5.6197376547
"25580","Pul<U+00ED>","Cundinamarca",197.6658268502,197.6878625013,197.5197250344,200.3202199987,-74.6807443986,4.6913363896
"25592","Quebradanegra","Cundinamarca",79.8521868229,79.8564269947,79.7786888543,81.0221047395,-74.4945107995,5.0999807821
"25594","Quetame","Cundinamarca",137.8333703767,137.8355287571,137.6434677035,139.5489069602,-73.8526467539,4.3345877891
"25596","Quipile","Cundinamarca",127.7083124846,127.717172107,127.597929154,129.4319997522,-74.5541136581,4.7150707582
"25599","Apulo","Cundinamarca",121.9777885618,121.9871393601,121.8752400717,123.5572084112,-74.5784196393,4.5203602761
"25612","Ricaurte","Cundinamarca",128.2808621791,128.2975241281,128.1926098465,129.8682888182,-74.729433893,4.3073627667
"25645","San Antonio del Tequendama","Cundinamarca",88.5637046882,88.5656494096,88.4708223701,89.729986291,-74.3449030298,4.59974086
"25649","San Bernardo","Cundinamarca",247.0066138476,247.0126169663,246.7497746328,249.9574287649,-74.3539761637,4.1409586561
"25653","San Cayetano","Cundinamarca",287.8077556098,287.8079455098,287.4481111158,292.2213713129,-74.0723213221,5.3145989462
"25658","San Francisco","Cundinamarca",118.7447225186,118.7461143338,118.6132460383,120.4348596725,-74.2721722574,4.9640987451
"25662","San Juan de R<U+00ED>o Seco","Cundinamarca",314.0547952377,314.087284727,313.8154584305,318.4092775751,-74.6584888177,4.8410949801
"25718","Sasaima","Cundinamarca",111.6114209173,111.615252748,111.5006173045,113.1941678758,-74.4123081557,4.9468038207
"25736","Sesquil<U+00E9>","Cundinamarca",141.1438931693,141.1477382923,140.9443782606,143.1720339459,-73.7809536838,5.0087714214
"25740","Sibat<U+00E9>","Cundinamarca",122.1315484672,122.1328496449,121.9955649203,123.6947271246,-74.2632902131,4.4659680117
"25743","Silvania","Cundinamarca",162.5702057284,162.5745339881,162.4032373322,164.6381351577,-74.3705106134,4.4369666272
"25745","Simijaca","Cundinamarca",96.7139270617,96.7155454937,96.5802392304,98.2595821444,-73.8451928966,5.5097731403
"25754","Soacha","Cundinamarca",187.4445060879,187.4458952645,187.2310740165,189.8806285805,-74.2299276859,4.5375951016
"25758","Sop<U+00F3>","Cundinamarca",111.0800463246,111.0804837293,110.9339080817,112.6356667937,-73.9658750274,4.8880580961
"25769","Subachoque","Cundinamarca",209.2168132061,209.2172890263,208.9673865848,212.1986924993,-74.1569017462,4.970355315
"25772","Suesca","Cundinamarca",173.0643313693,173.0689949734,172.8198281271,175.6195607588,-73.7826706529,5.1360778522
"25777","Supat<U+00E1>","Cundinamarca",130.3885297975,130.3895171115,130.2401180113,132.2833544998,-74.2313824553,5.061692614
"25779","Susa","Cundinamarca",104.1524832094,104.1545467354,104.0073892481,105.79272673,-73.8239267239,5.4400914747
"25781","Sutatausa","Cundinamarca",64.8495554837,64.8505371636,64.7602552261,65.8289922415,-73.8554035509,5.24290895
"25785","Tabio","Cundinamarca",75.1983766318,75.1983864878,75.1049990132,76.2658170327,-74.0844970696,4.9515190399
"25793","Tausa","Cundinamarca",201.8653137534,201.8664245844,201.5987363506,204.8826240595,-73.9563148536,5.1939990403
"25797","Tena","Cundinamarca",51.4357880573,51.4373466883,51.3838521091,52.1206672399,-74.3918265556,4.6515983503
"25799","Tenjo","Cundinamarca",114.2358584535,114.236057941,114.0988695236,115.8188484952,-74.1468050094,4.8385474262
"25805","Tibacuy","Cundinamarca",84.7546405059,84.7589947202,84.6761680002,85.8065584223,-74.4866794077,4.3213528751
"25807","Tibirita","Cundinamarca",56.5419197009,56.5473941489,56.456024339,57.3675246942,-73.5136252417,5.0841019021
"25815","Tocaima","Cundinamarca",245.80990057,245.8345239589,245.620378934,248.9468270645,-74.6486437702,4.452071225
"25817","Tocancip<U+00E1>","Cundinamarca",73.2396121361,73.2401182886,73.1416944396,74.2830899817,-73.928870212,4.9688525357
"25823","Topaip<U+00ED>","Cundinamarca",143.7087506952,143.7107883645,143.5515436948,145.9318023005,-74.289638403,5.3556883131
"25839","Ubal<U+00E1>","Cundinamarca",522.3859769872,522.4586494005,521.5783772547,529.5035206071,-73.4082672631,4.7590227497
"25841","Ubaque","Cundinamarca",107.0904123707,107.0907959968,106.9502047387,108.471236934,-73.9756435919,4.5007540868
"25843","Villa de San Diego de Ubate","Cundinamarca",102.2747972921,102.2768814335,102.1321291742,103.8436629426,-73.8201058456,5.3160801822
"25845","Une","Cundinamarca",209.1281598081,209.128268373,208.8664415508,211.7131662221,-74.0680926774,4.3017285772
"25851","<U+00DA>tica","Cundinamarca",92.0798073209,92.0843067744,91.9936402785,93.4557952937,-74.4778006129,5.19279423
"25862","Vergara","Cundinamarca",144.6483513737,144.6507784833,144.4924531722,146.7817837415,-74.3097924891,5.1312668925
"25867","Vian<U+00ED>","Cundinamarca",67.1137303375,67.1183644155,67.0556477256,68.0538450445,-74.5534598902,4.8891606289
"25871","Villag<U+00F3>mez","Cundinamarca",62.9686769938,62.9689295394,62.895086117,63.9253503384,-74.1907424564,5.2706928883
"25873","Villapinz<U+00F3>n","Cundinamarca",226.1426180432,226.1599375162,225.8039239842,229.5469130661,-73.5772562347,5.2272963696
"25875","Villeta","Cundinamarca",140.8799852024,140.8872398865,140.7494804526,142.9055881126,-74.4876480835,5.0116695588
"25878","Viot<U+00E1>","Cundinamarca",201.3192729041,201.3295881262,201.1326425419,203.8796173429,-74.4854352246,4.436053106
"25885","Yacop<U+00ED>","Cundinamarca",956.7577440891,956.7832808033,955.7697309831,972.3191052815,-74.3647984018,5.5918938756
"25898","Zipac<U+00F3>n","Cundinamarca",54.2687948787,54.2703815276,54.213750392,55.0074057331,-74.3867350889,4.7543211558
"25899","Zipaquir<U+00E1>","Cundinamarca",194.8201224742,194.8203988629,194.5705972716,197.6420324822,-74.0230771425,5.0461903735
"41001","Neiva","Huila",1269.2616913921,1269.8275121064,1269.2464416346,1281.2702613701,-75.272326215,2.9933566516
"41006","Acevedo","Huila",539.9060941455,540.5168705048,540.5294895825,544.0231505204,-75.9966464956,1.7091132028
"41013","Agrado","Huila",273.5064914927,273.7316497743,273.6870202404,275.7767736936,-75.7163219922,2.2697491524
"41016","Aipe","Huila",795.2334300825,795.6306539982,795.3082094847,803.1609708995,-75.3526257081,3.2623720695
"41020","Algeciras","Huila",589.4219631941,589.6889868074,589.4271125107,594.5099209022,-75.2913583046,2.4978468788
"41026","Altamira","Huila",180.8169959579,180.97556887,180.9523828913,182.2724232297,-75.7685845196,2.0792276097
"41078","Baraya","Huila",785.8138901127,786.0019598119,785.4792005816,793.4531802385,-74.9579746777,3.1354222364
"41132","Campoalegre","Huila",462.5769015594,462.7993144908,462.6052561885,466.6856321738,-75.329439037,2.6586656983
"41206","Colombia","Huila",1584.7895503313,1584.9699192562,1583.6230553249,1601.2153862271,-74.6783279586,3.4519557862
"41244","El<U+00ED>as","Huila",80.3552633781,80.4417430849,80.4411437273,80.9947688867,-75.9509177081,2.0062483246
"41298","Garz<U+00F3>n","Huila",606.1165590522,606.5318362371,606.3749505652,611.0687301003,-75.5713139573,2.1724412938
"41306","Gigante","Huila",503.3724460251,503.6924219403,503.543881632,507.6232620419,-75.5169970991,2.3717824049
"41319","Guadalupe","Huila",249.4067742719,249.6073506811,249.5635892306,251.3851867865,-75.6969352521,1.9843933634
"41357","Iquira","Huila",356.2378067708,356.5159741674,356.4474935592,359.4205317692,-75.6738280379,2.6915153056
"41359","Isnos","Huila",370.1171512586,370.6565703338,370.7286980139,373.0639834481,-76.2563550953,2.0067802268
"41378","La Argentina","Huila",355.9652170854,356.4210978636,356.4576555759,358.8774976166,-76.1178153101,2.1814564021
"41396","La Plata","Huila",813.7265041431,814.6508827329,814.6712841211,820.5479761846,-76.0011779015,2.3280749336
"41483","N<U+00E1>taga","Huila",131.8220493687,131.9400313298,131.9245866909,132.9756044311,-75.7869385894,2.5760644402
"41503","Oporapa","Huila",155.6285893203,155.8126081764,155.8207233151,156.8777079584,-76.0411025808,2.0611914595
"41518","Paicol","Huila",278.078353197,278.3107619859,278.2674605085,280.4405465961,-75.7280301079,2.4068990569
"41524","Palermo","Huila",883.7618244137,884.2660048025,883.9596827146,891.9952219002,-75.4406586691,2.9144879958
"41530","Palestina","Huila",177.9834135417,178.2174546397,178.2394533279,179.3359781539,-76.1478573784,1.6845798314
"41548","Pital","Huila",193.4774913496,193.6600517348,193.6432781457,195.080729491,-75.8319511748,2.2596012046
"41551","Pitalito","Huila",629.8596125472,630.6659646605,630.7316897099,634.7429292064,-76.1192002454,1.8279019526
"41615","Rivera","Huila",251.1269277285,251.2301646065,251.10921107,253.4086069806,-75.2355435125,2.7822236982
"41660","Saladoblanco","Huila",465.9824593799,466.6449099528,466.7271661857,469.746110936,-76.2289721582,2.1003828385
"41668","San Agust<U+00ED>n","Huila",1388.0992022185,1390.4321604479,1390.8504300567,1399.0155882382,-76.4165599176,1.9241610657
"41676","Santa Mar<U+00ED>a","Huila",339.1279194044,339.3795885795,339.3052168734,342.2938152133,-75.6335988642,2.9262660116
"41770","Suaza","Huila",429.2727771723,429.667189086,429.6234877267,432.6212613307,-75.8079844964,1.8709911089
"41791","Tarqui","Huila",362.4524081383,362.8118368423,362.7909172858,365.3934901974,-75.8753495572,2.1302805523
"41797","Tesalia","Huila",366.7356898793,367.0254563004,366.9573219666,369.9169946233,-75.6825950924,2.5268538972
"41799","Tello","Huila",530.2331961187,530.399402988,530.0912714488,535.2834876947,-75.0853580652,3.0306127922
"41801","Teruel","Huila",471.3409393842,471.7290318657,471.6501810429,475.6608817462,-75.7143384194,2.8241183924
"41807","Timan<U+00E1>","Huila",185.5344199748,185.7270854456,185.7216267466,186.9987096138,-75.9175780594,1.9507147197
"41872","Villavieja","Huila",543.7394149508,543.9270413796,543.6297794146,549.1861671754,-75.1383862991,3.287053761
"41885","Yaguar<U+00E1>","Huila",332.7044997877,332.915307186,332.8166294214,335.6533405587,-75.5159290042,2.6465605654
"44035","Albania","La Guajira",545.6414928329,546.0265501855,544.8044883391,570.6799808953,-72.5320969507,11.2286771082
"44078","Barrancas","La Guajira",800.4818248376,800.9417718344,799.2270553149,835.8598782874,-72.6867522064,10.9894129111
"44090","Dibulla","La Guajira",1749.7525647333,1749.9733202202,1747.0599907858,1828.329297704,-73.4357390653,11.0902768615
"44098","Distracci<U+00F3>n","La Guajira",231.599995436,231.6879878315,231.2298821314,241.7320332559,-72.9444770195,10.9251147006
"44110","El Molino","La Guajira",242.0827946697,242.1848442343,241.6967595497,252.1955984138,-72.8858351207,10.636696159
"44279","Fonseca","La Guajira",473.4787347895,473.707228794,472.7274701702,493.8764806391,-72.8018318678,10.8283584909
"44378","Hatonuevo","La Guajira",214.5251015607,214.6399257977,214.1867308517,224.1719702034,-72.7324902094,11.0995228485
"44420","La Jagua del Pilar","La Guajira",179.5368418784,179.5908476651,179.2501642672,186.8223629163,-73.0720892065,10.4580965424
"44430","Maicao","La Guajira",1767.0284832307,1768.6899552412,1764.4694614453,1850.0822941378,-72.2950635594,11.3815604046
"44560","Manaure","La Guajira",1618.565674942,1619.65522519,1616.0735575546,1697.2850675025,-72.5716292398,11.6055495818
"44650","San Juan del Cesar","La Guajira",1313.2993408872,1313.6883833239,1311.2092725197,1369.7398680877,-73.0865625628,10.8131211249
"44855","Urumita","La Guajira",246.187271354,246.2745599021,245.793895912,256.2378320606,-72.9862338559,10.4947057684
"44874","Villanueva","La Guajira",260.0019881745,260.0959338662,259.5865245234,270.7706136569,-72.9751930094,10.5836494012
"47030","Algarrobo","Magdalena",406.3880465343,406.3883902537,405.8849984084,422.3359210087,-74.1032292146,10.2535540664
"18410","La Monta<U+00F1>ita","Caquet<U+00E1>",1700.3432533347,1701.0533656213,1700.2371032173,1712.7024785225,-75.235708681,1.3028516321
"18460","Mil<U+00E1>n","Caquet<U+00E1>",1219.9299958455,1220.5725950912,1220.1080283015,1228.6426942581,-75.3866433031,1.1466902229
"18479","Morelia","Caquet<U+00E1>",462.118137856,462.4799428161,462.3924017897,465.5009928258,-75.6738084001,1.3829939254
"18592","Puerto Rico","Caquet<U+00E1>",4145.1172945738,4146.3971617366,4143.961217056,4178.2827652221,-75.07306189,2.0188903784
"18610","San Jos<U+00E9> del Fragua","Caquet<U+00E1>",1303.1146335451,1304.7689398611,1304.898167268,1312.5736113808,-76.1100077334,1.3046984301
"18860","Valpara<U+00ED>so","Caquet<U+00E1>",1329.2237804615,1330.2126251537,1329.9215617339,1338.6392883325,-75.6270437789,1.0612919655
"19001","Popay<U+00E1>n","Cauca",479.2499320188,480.1797315979,480.3792290055,483.3672040346,-76.5919398559,2.4717052181
"19022","Almaguer","Cauca",236.1637494834,236.7148137127,236.8516307766,238.0169986948,-76.8349451495,1.9124403776
"19050","Argelia","Cauca",773.3790053464,775.7878372092,776.4554882115,779.8638484796,-77.2631489207,2.3293337486
"19075","Balboa","Cauca",411.9711708105,413.2111892533,413.5522483812,415.2901640638,-77.2088136923,2.0847324374
"19100","Bol<U+00ED>var","Cauca",795.7853487777,797.8202524265,798.3494190493,801.9792613399,-76.9633708165,1.8539472283
"19110","Buenos Aires","Cauca",434.161890208,435.0623129356,435.2672534411,438.3097915946,-76.6790013921,3.0459194348
"19130","Cajib<U+00ED>o","Cauca",551.1234958973,552.2876560569,552.5568109228,556.0048437402,-76.7013820774,2.6432107165
"19137","Caldono","Cauca",354.120234175,354.7386612583,354.8557515299,357.3546156963,-76.4645159008,2.8103282608
"19142","Caloto","Cauca",266.1119583142,266.5388890888,266.6093601958,268.654083373,-76.3663823718,3.0459244061
"19212","Corinto","Cauca",325.4624751413,325.9156278184,325.9679393439,328.6269011431,-76.2096444872,3.1367540391
"19256","El Tambo","Cauca",2732.4033000722,2739.5989274038,2741.4860956112,2756.1535643014,-77.005102569,2.5344788623
"19290","Florencia","Cauca",56.4955222827,56.6526437918,56.6949009177,56.9253922165,-77.0873576216,1.6945347345
"19300","Guachene","Cauca",98.7051599042,98.867057898,98.8948590206,99.6662989124,-76.3923479163,3.1443897054
"19355","Inz<U+00E1>","Cauca",865.1854210355,866.3120721345,866.4115905355,872.6551506454,-76.1376297582,2.4990558289
"19364","Jambal<U+00F3>","Cauca",234.0897878753,234.4475558611,234.5011533247,236.243835107,-76.311248021,2.8498078797
"19392","La Sierra","Cauca",207.8876336782,208.3544266542,208.4674261877,209.5899998962,-76.7822789585,2.1874751052
"19397","La Vega","Cauca",514.938537023,516.0748793497,516.3469337348,519.0672582587,-76.7588042647,2.0539332094
"19450","Mercaderes","Cauca",695.9232419209,697.9813783562,698.5450092432,701.292431933,-77.1806048347,1.7938238238
"19455","Miranda","Cauca",189.4241189055,189.6897319246,189.7210095612,191.2993519224,-76.2167070577,3.2282374373
"19473","Morales","Cauca",510.3587718442,511.4776870095,511.7434237012,515.0243215351,-76.75095785,2.814765858
"19513","Padilla","Cauca",69.5693324373,69.6779814289,69.694989207,70.2535037564,-76.3362436292,3.1947275851
"19517","Paez","Cauca",1791.1259455972,1793.1487946903,1793.183786507,1807.2591352987,-75.993672698,2.7338813346
"19532","Pat<U+00ED>a","Cauca",753.2372341829,755.2910836895,755.8387667584,759.3685547984,-77.0579283515,2.1481606874
"19533","Piamonte","Cauca",1103.0680959535,1104.7517211095,1105.0042905383,1110.9534753509,-76.3054768157,1.1523160434
"19548","Piendam<U+00F3>","Cauca",180.9176022446,181.2605529759,181.3324529278,182.5409880031,-76.5647232562,2.7144608925
"19573","Puerto Tejada","Cauca",108.9235133057,109.1062062729,109.1387194738,110.010087327,-76.4184615445,3.2667312946
"19585","Purac<U+00E9>","Cauca",846.9536857327,848.3233210408,848.5523393378,853.9986347377,-76.3711587294,2.2817776477
"19622","Rosas","Cauca",168.7212691863,169.0917340358,169.1801197972,170.1173091426,-76.7529267695,2.2508771317
"19693","San Sebasti<U+00E1>n","Cauca",418.1409120128,419.0349227742,419.2442953735,421.3956513871,-76.7165271392,1.8562612128
"19698","Santander de Quilichao","Cauca",517.268553807,518.197476152,518.3799279584,522.1520711875,-76.4987310582,2.98446358
"19701","Santa Rosa","Cauca",3612.6239462556,3619.3710141258,3620.7558225993,3639.5279462402,-76.5387583603,1.5200160856
"19743","Silvia","Cauca",679.9142455544,680.9915959021,681.1654105763,685.9455241548,-76.3505739951,2.6512908103
"19760","Sotara","Cauca",514.9302179356,515.9441813419,516.1655620169,519.1790650688,-76.6114674101,2.2318138764
"19780","Su<U+00E1>rez","Cauca",391.5296355038,392.3837304198,392.5860749217,395.1924183096,-76.7458244108,2.9368627828
"19785","Sucre","Cauca",135.5396825561,135.8733038774,135.9585362149,136.6270321027,-76.9099394318,2.05773415
"19807","Timb<U+00ED>o","Cauca",200.8656645034,201.2926930264,201.392185384,202.5611515504,-76.7105197832,2.3696246564
"19821","Toribio","Cauca",491.4607041067,492.1411348975,492.2183468957,496.0925664377,-76.203318065,2.9757704084
"19824","Totor<U+00F3>","Cauca",403.8075128913,404.4704699078,404.5845565617,407.2965370465,-76.3904720458,2.5045019304
"19845","Villa Rica","Cauca",81.5209781301,81.6631465572,81.6899893209,82.3204621583,-76.4644382663,3.1806428796
"20011","Aguachica","Cesar",877.595022056,877.6508432731,876.2947150787,901.8341104677,-73.6227755028,8.2486976114
"20013","Agust<U+00ED>n Codazzi","Cesar",1752.6971119513,1753.0925018992,1749.935210299,1818.0826161228,-73.223662519,9.9492242958
"20032","Astrea","Cesar",637.8979586495,637.9028070743,637.0477347299,659.9815982521,-73.9421545987,9.510729251
"20060","Bosconia","Cesar",586.1928830759,586.201463716,585.3868192346,608.0493970068,-73.866280384,9.946387947
"20175","Chimichagua","Cesar",1376.3931399949,1376.4446653944,1374.4324197886,1421.6886618012,-73.7526070286,9.2187652573
"20178","Chiriguan<U+00E1>","Cesar",1114.3807473762,1114.4803732352,1112.7045145999,1152.4038178998,-73.5479752683,9.4266597775
"20228","Curuman<U+00ED>","Cesar",915.0734196905,915.1712031773,913.6777457834,945.2900992362,-73.4881307619,9.2387702503
"20238","El Copey","Cesar",956.4413748897,956.450820435,955.1497893656,993.6453908776,-73.9128444185,10.1999329588
"20250","El Paso","Cesar",813.9030573205,813.9405331692,812.7194902197,842.9204826924,-73.6934929956,9.6817686081
"20295","Gamarra","Cesar",326.8675922354,326.8811865434,326.3939132764,336.0449196851,-73.7065017016,8.3377088112
"20310","Gonz<U+00E1>lez","Cesar",72.9953183326,73.0061244359,72.8816604583,75.0703825176,-73.3753722639,8.4055141048
"20383","La Gloria","Cesar",802.8225009297,802.8722068445,801.636989683,826.5656091141,-73.6331171026,8.6213234352
"20517","Pailitas","Cesar",531.8015547318,531.8429942106,531.0039289231,548.4545865742,-73.572468059,8.9389155045
"20550","Pelaya","Cesar",423.3612788247,423.3873022441,422.7358667709,436.2095148069,-73.6329762704,8.7641165446
"20614","R<U+00ED>o de Oro","Cesar",549.3937463317,549.4518139281,548.5548502618,564.4320706236,-73.4875187309,8.201055686
"20621","La Paz","Cesar",1072.8381357509,1073.1027669616,1071.1468538172,1114.3292428193,-73.1909358724,10.1642192925
"20710","San Alberto","Cesar",550.1509185621,550.2168738304,549.3062476871,564.1473419195,-73.4537383663,7.8143882491
"20750","San Diego","Cesar",645.8764556428,645.9978542124,644.8623355944,670.8749238808,-73.2880520216,10.1695150054
"20770","San Mart<U+00ED>n","Cesar",993.1955081695,993.2834583799,991.6988075422,1019.0791556665,-73.5443885316,7.9377845743
"20787","Tamalameque","Cesar",513.2830940899,513.298555847,512.5518655148,529.2511951393,-73.7633927178,8.9020595065
"23001","Monter<U+00ED>a","C<U+00F3>rdoba",3133.271227924,3136.5872207729,3136.4568067389,3225.3400118098,-75.9505178841,8.5846527828
"23068","Ayapel","C<U+00F3>rdoba",1964.273125324,1964.838706872,1963.6145039928,2018.6944276442,-75.0486988711,8.2657579536
"23079","Buenavista","C<U+00F3>rdoba",834.4642395394,834.9270329599,834.615378755,857.2644500095,-75.433831719,8.1913892039
"23090","Canalete","C<U+00F3>rdoba",419.452319043,420.0396959553,420.0997966686,432.0900366725,-76.2377937294,8.7240935296
