proceso,t
hawkes,1152.96674525597
hawkes,1153.30118780905
hawkes,1153.61813285484
hawkes,1153.64661695156
hawkes,1153.79097200316
hawkes,1154.53174689682
hawkes,1155.19678058326
hawkes,1155.2063020686
hawkes,1155.40339303676
hawkes,1155.8709101179
hawkes,1155.90602311208
hawkes,1156.61284396408
hawkes,1156.66713532535
hawkes,1156.83556669137
hawkes,1156.94304381639
hawkes,1156.959072602
hawkes,1157.03461876749
hawkes,1157.20135327985
hawkes,1157.43956536797
hawkes,1160.49995821424
hawkes,1162.15502320541
hawkes,1162.17188391076
hawkes,1163.2293399666
hawkes,1163.22945563693
hawkes,1168.34280446753
hawkes,1173.26428951461
hawkes,1174.41297794642
hawkes,1174.58243747411
hawkes,1175.27949102333
hawkes,1180.07988331649
hawkes,1182.3494789367
hawkes,1183.45630096341
hawkes,1183.85577713245
hawkes,1184.05374658812
hawkes,1184.61627318004
hawkes,1185.05693153757
hawkes,1185.56430693221
hawkes,1185.93972385496
hawkes,1185.94301727353
hawkes,1186.00458170271
hawkes,1186.1250322592
hawkes,1186.31041882135
hawkes,1189.34781701728
hawkes,1191.95012601207
hawkes,1192.14240057775
hawkes,1193.3814440551
hawkes,1194.21119233517
hawkes,1194.46374527999
hawkes,1196.00221659309
hawkes,1197.06383552591
hawkes,1197.96218121889
hawkes,1198.13002746144
hawkes,1198.33420251375
hawkes,1198.72203156402
hawkes,1198.98697618215
hawkes,1199.45275411146
hawkes,1200.69475527011
hawkes,1200.98277582407
hawkes,1201.04273333088
hawkes,1202.92926560713
hawkes,1204.87568730781
hawkes,1204.97933911035
hawkes,1208.33874290043
hawkes,1208.89585506031
hawkes,1212.35893136161
hawkes,1212.96474891475
hawkes,1213.82915173684
hawkes,1214.51118458218
hawkes,1214.59712729765
hawkes,1214.85463767283
hawkes,1215.20840691204
hawkes,1215.3931734594
hawkes,1216.3754449948
hawkes,1216.78055505631
hawkes,1216.99755884518
hawkes,1217.09291196781
hawkes,1221.58583021738
hawkes,1221.71664363321
hawkes,1221.74587079667
hawkes,1221.769070348
hawkes,1222.05186846339
hawkes,1222.17191000371
hawkes,1222.18585832711
hawkes,1222.78685498768
hawkes,1222.92612124357
hawkes,1224.1520667871
hawkes,1225.54207224403
hawkes,1226.08288264869
hawkes,1232.49166101436
hawkes,1232.833624314
hawkes,1232.94350133651
hawkes,1235.42131215668
hawkes,1236.17631160163
hawkes,1236.20759142789
hawkes,1236.92193617294
hawkes,1237.22473421354
hawkes,1237.46035867036
hawkes,1237.76103674762
hawkes,1237.99023328752
hawkes,1238.08292826871
hawkes,1238.27007040593
hawkes,1238.90587622458
hawkes,1239.35895448624
hawkes,1239.44826216198
hawkes,1239.51453406597
hawkes,1240.30310023073
hawkes,1240.56183254411
hawkes,1240.70117345422
hawkes,1241.42687201152
hawkes,1241.63354675332
hawkes,1241.67629942357
hawkes,1241.71385862518
hawkes,1241.94637934561
hawkes,1242.06355846161
hawkes,1242.3486135902
hawkes,1243.06747963709
hawkes,1243.08611319547
hawkes,1243.23980987044
hawkes,1245.61644555791
hawkes,1248.08475302855
hawkes,1248.26736950955
hawkes,1248.59252886611
hawkes,1251.06403375507
hawkes,1255.33612185021
hawkes,1255.71882637303
hawkes,1256.16159665705
hawkes,1256.75964410134
hawkes,1257.54093086743
hawkes,1257.59427014169
hawkes,1257.6345644924
hawkes,1257.65213684863
hawkes,1257.6931068876
hawkes,1257.69517111792
hawkes,1258.66054090066
hawkes,1258.90845560569
hawkes,1259.3462761717
hawkes,1259.4435184039
hawkes,1259.50018583308
hawkes,1259.88431214698
hawkes,1259.88988759952
hawkes,1259.90820346841
hawkes,1259.93371154807
hawkes,1260.3445424562
hawkes,1260.83061429143
hawkes,1261.32826026277
hawkes,1261.54541368169
hawkes,1261.71354976263
hawkes,1261.9871275628
hawkes,1262.05078435395
hawkes,1262.20299234183
hawkes,1262.29025718538
hawkes,1262.36669849803
hawkes,1262.6521200716
hawkes,1262.8631790266
hawkes,1263.316998306
hawkes,1263.56704345661
hawkes,1264.38161576076
hawkes,1264.81168636801
hawkes,1265.52687712433
hawkes,1266.69718517877
hawkes,1266.77808592593
hawkes,1267.2475798251
hawkes,1268.20508756095
hawkes,1268.54213132841
hawkes,1268.56348944802
hawkes,1268.59975007084
hawkes,1268.69305345715
hawkes,1268.76952980847
hawkes,1268.96607449016
hawkes,1269.16997602853
hawkes,1269.1850672261
hawkes,1269.34112108643
hawkes,1271.30598708923
hawkes,1274.2558180064
hawkes,1274.41628831629
hawkes,1275.21305358178
hawkes,1275.36039257371
hawkes,1275.44785653735
hawkes,1276.01780090665
hawkes,1276.30878377283
hawkes,1276.33110036475
hawkes,1276.34649416855
hawkes,1276.45754480209
hawkes,1276.51362093519
hawkes,1276.84558726
hawkes,1276.86952282931
hawkes,1277.05059622654
hawkes,1277.12492304167
hawkes,1277.20030355586
hawkes,1277.9909795517
hawkes,1278.29864602115
hawkes,1278.77820448364
hawkes,1283.81042334191
hawkes,1283.81463402352
hawkes,1284.00959781299
hawkes,1284.02213524995
hawkes,1284.08801319646
hawkes,1284.91251413614
hawkes,1285.05798420904
hawkes,1285.50591400014
hawkes,1285.77570747998
hawkes,1286.16615304007
hawkes,1287.03630399374
hawkes,1287.29859436287
hawkes,1288.80679166793
hawkes,1289.30645134327
hawkes,1296.94400871626
hawkes,1297.48786884394
hawkes,1301.51787873442
hawkes,1301.92941355535
hawkes,1302.04810999252
hawkes,1303.49637503628
hawkes,1303.70638135914
hawkes,1304.04865455714
hawkes,1304.08290300342
hawkes,1304.1232623954
hawkes,1304.3150753514
hawkes,1306.40339170021
hawkes,1307.14348005192
hawkes,1307.41082575551
hawkes,1308.26106893825
hawkes,1308.34208148296
hawkes,1308.98440738684
hawkes,1309.15359154364
hawkes,1309.31636467737
hawkes,1309.78695622676
hawkes,1315.11666021217
hawkes,1315.16229803542
hawkes,1315.42999121892
hawkes,1315.4716649609
hawkes,1319.92910455176
hawkes,1320.20081311773
hawkes,1322.77286928858
hawkes,1322.96242948624
hawkes,1323.27833623169
hawkes,1323.35389344001
hawkes,1323.38444599197
hawkes,1323.5085033383
hawkes,1323.52031475004
hawkes,1323.6249772105
hawkes,1323.80426249835
hawkes,1323.83733638076
hawkes,1324.01507065274
hawkes,1324.13520169126
hawkes,1324.14388175507
hawkes,1324.27115765154
hawkes,1325.48628316295
hawkes,1328.00883920787
hawkes,1328.06011743422
hawkes,1333.47818232198
hawkes,1334.96610383422
hawkes,1336.30838179479
hawkes,1336.39408011878
hawkes,1336.53905857738
hawkes,1336.56390431994
hawkes,1336.61057649618
hawkes,1339.98672011828
hawkes,1340.14684361654
hawkes,1341.92868858896
hawkes,1342.80900594813
hawkes,1345.83440955146
hawkes,1345.93751755736
hawkes,1346.29638755277
hawkes,1348.52642493574
hawkes,1348.95731323418
hawkes,1349.41407143598
hawkes,1349.91009209171
hawkes,1351.00096466362
hawkes,1351.51571468148
hawkes,1351.72746557439
hawkes,1352.36313404899
hawkes,1352.58491497033
hawkes,1352.9752570307
hawkes,1355.42691072624
hawkes,1355.88329972705
hawkes,1356.41377605492
hawkes,1356.50848131254
hawkes,1356.64843116599
hawkes,1357.09808251773
hawkes,1357.87514843518
hawkes,1358.10342006801
hawkes,1358.96028536341
hawkes,1359.0079217177
hawkes,1359.30167315781
hawkes,1359.30843216876
hawkes,1359.44829234257
hawkes,1359.52407504321
hawkes,1359.79212601809
hawkes,1359.8392507373
hawkes,1360.44446884978
hawkes,1361.14333744082
hawkes,1362.16044172127
hawkes,1362.46480475899
hawkes,1363.11793776963
hawkes,1363.14686001432
hawkes,1363.60883282221
hawkes,1363.73062097725
hawkes,1363.98544544156
hawkes,1364.19650429134
hawkes,1364.28825910513
hawkes,1364.3672612574
hawkes,1364.48712622802
hawkes,1364.51061108384
hawkes,1364.64803135337
hawkes,1364.801338637
hawkes,1364.88484646898
hawkes,1364.99264378824
hawkes,1365.08153709236
hawkes,1365.33223187873
hawkes,1365.36526138058
hawkes,1365.46322623231
hawkes,1365.6126355125
hawkes,1365.93500020366
hawkes,1366.24935542048
hawkes,1366.82478868382
hawkes,1366.92298412443
hawkes,1367.09843185212
hawkes,1367.8416187595
hawkes,1368.262041464
hawkes,1368.41874482811
hawkes,1368.56628375534
hawkes,1368.89187473999
hawkes,1369.16894324071
hawkes,1372.16419845192
hawkes,1374.70111696744
hawkes,1375.41755343111
hawkes,1375.81537905091
hawkes,1377.44089813715
hawkes,1379.3512363335
hawkes,1379.47184758223
hawkes,1379.69856524448
hawkes,1379.74550325225
hawkes,1379.74898798122
hawkes,1379.93283131457
hawkes,1380.1783435311
hawkes,1381.41210856964
hawkes,1382.23213098697
hawkes,1383.0896399778
hawkes,1383.20794209829
hawkes,1385.1443300177
hawkes,1385.17425740338
hawkes,1385.91688842938
hawkes,1386.36341190836
hawkes,1386.4558131269
hawkes,1387.73155514395
hawkes,1388.64419153492
hawkes,1388.96712055637
hawkes,1389.13854984877
hawkes,1389.59520812463
hawkes,1389.74925584458
hawkes,1390.58829862989
hawkes,1390.89137271
hawkes,1391.02636677017
hawkes,1391.33987031112
hawkes,1397.29559417292
hawkes,1397.39930319898
hawkes,1399.86911865683
hawkes,1400.20830157147
hawkes,1403.15240405687
hawkes,1403.28773830745
hawkes,1405.04135188861
hawkes,1408.60628894054
hawkes,1413.54661627443
hawkes,1415.37675373703
hawkes,1416.26726463375
hawkes,1416.58626017784
hawkes,1416.81425639994
hawkes,1416.94546643585
hawkes,1417.21470680416
hawkes,1417.28616943166
hawkes,1417.48510465944
hawkes,1418.34760949505
