divipola,municipio,departamento,desercion,vecinos,z,wz,Ii,p_rangos,cuadrante,lisa,lisa_bonferroni,lisa_fdr,gistar_z,gistar_p,gistar
25862,Vergara,Cundinamarca,1.45,6,-1.1170989027,-0.5595618377,0.6256440273,0.07288,Low-Low,1,1,1,-1.6964957835,0.07092,3
25867,Vianí,Cundinamarca,2.56,6,-0.4888084031,0.1470291296,-0.0719332429,0.33448,Low-High,1,1,1,0.1491449058,0.34292,4
25871,Villagómez,Cundinamarca,2.51,4,-0.5171097769,0.5413616054,-0.2801933284,0.136,Low-High,1,1,1,0.7388080528,0.13476,4
25873,Villapinzón,Cundinamarca,1.67,7,-0.9925728577,-0.9941900791,0.9876871648,0.00116,Low-Low,3,1,3,-2.8215082655,0.00112,1
25875,Villeta,Cundinamarca,4.68,9,0.7111698486,0.1765883423,0.1256964335,0.27888,High-High,1,1,1,0.7307374977,0.28164,4
25878,Viotá,Cundinamarca,4.19,8,0.4338163847,0.4415992626,0.1917440429,0.10656,High-High,1,1,1,1.3275433559,0.10508,4
25885,Yacopí,Cundinamarca,3.12,9,-0.1718330158,-0.3517039697,0.060488313,0.1416,Low-Low,1,1,1,-1.0600441265,0.14304,4
25898,Zipacón,Cundinamarca,3.85,5,0.2413670425,0.1100486678,0.0265858377,0.37932,High-High,1,1,1,0.3240419437,0.38284,4
25899,Zipaquirá,Cundinamarca,4.51,9,0.6149451774,-0.1774932906,-0.1092460972,0.31244,High-Low,1,1,1,-0.3120871429,0.30676,4
41001,Neiva,Huila,5.75,6,1.3168192491,1.1970100998,1.5776533033,0.00516,High-High,2,1,1,3.222351263,0.00524,7
41006,Acevedo,Huila,4.64,7,0.6885287495,0.8348872829,0.5753571503,0.02256,High-High,2,1,1,2.3179581277,0.02012,6
41013,Agrado,Huila,2.2,5,-0.6925782948,0.2889133506,-0.2002737721,0.24412,Low-High,1,1,1,0.3078228978,0.24072,4
41016,Aipe,Huila,5.32,6,1.073427434,0.5394748471,0.5796041429,0.09696,High-High,1,1,1,1.6342418326,0.09696,5
41020,Algeciras,Huila,3.17,8,-0.143531642,1.1519637464,-0.1654908759,0.00268,Low-High,5,1,5,3.036272432,0.0028,7
41026,Altamira,Huila,4.13,7,0.3998547361,0.1669748598,0.0668253007,0.30644,High-High,1,1,1,0.5566013372,0.31212,4
41078,Baraya,Huila,4.19,6,0.4338163847,0.7064529529,0.3067445007,0.05036,High-High,1,1,1,1.7715918374,0.04988,6
41132,Campoalegre,Huila,3.88,5,0.2583478668,0.17910402,0.046312455,0.32376,High-High,1,1,1,0.4723303628,0.32272,4
41206,Colombia,Huila,4.21,6,0.4451369343,-0.2897554069,-0.129095995,0.24316,High-Low,1,1,1,-0.490391054,0.243,4
41244,Elías,Huila,1.89,5,-0.8680468128,0.5390974955,-0.4683796858,0.11792,Low-High,1,1,1,0.7480541423,0.11372,4
41298,Garzón,Huila,3.96,6,0.303630065,0.6640008921,0.2017906435,0.06008,High-High,1,1,1,1.6256574573,0.06088,5
41306,Gigante,Huila,4.44,9,0.575323254,0.3564592962,0.2052624288,0.13932,High-High,1,1,1,1.2018065595,0.13996,4
41319,Guadalupe,Huila,3.08,4,-0.1944741149,0.7479616346,-0.1455890511,0.07144,Low-High,1,1,1,1.2538223183,0.0772,5
41357,Iquira,Huila,5.2,5,1.0055041367,0.1655193606,0.1665790003,0.33224,High-High,1,1,1,0.7503711488,0.33556,4
41359,Isnos,Huila,4.4,5,0.5526821549,0.526644891,0.2913271147,0.12224,High-High,1,1,1,1.3041357142,0.12104,4
41378,La Argentina,Huila,4.78,7,0.7677725963,0.2534962027,0.1948012122,0.23632,High-High,1,1,1,0.9020441741,0.23832,4
41396,La Plata,Huila,3.21,6,-0.1208905429,0.1074072062,-0.0129961088,0.37632,Low-High,1,1,1,0.1985050638,0.37348,4
41483,Nátaga,Huila,3.18,4,-0.1378713672,0.4776835142,-0.0659176818,0.15844,Low-High,1,1,1,0.7946224067,0.16096,4
41503,Oporapa,Huila,3.27,4,-0.0869288943,0.3800437744,-0.0330662822,0.2138,Low-High,1,1,1,0.6424014416,0.2092,4
41518,Paicol,Huila,4.07,7,0.3658930875,-0.0052592154,-0.0019260287,0.4806,High-Low,1,1,1,0.1167642367,0.48084,4
41524,Palermo,Huila,4.57,7,0.6489068261,0.5898782463,0.3831177849,0.06628,High-High,1,1,1,1.6953576658,0.06532,5
41530,Palestina,Huila,3.93,5,0.2866492407,0.9511654989,0.2728943063,0.02488,High-High,2,1,1,2.0641138625,0.02524,6
41548,Pital,Huila,3.07,6,-0.2001343897,0.2215560808,-0.0443805812,0.27584,Low-High,1,1,1,0.428137103,0.2734,4
41551,Pitalito,Huila,4.64,8,0.6885287495,0.4599951556,0.3170026748,0.09904,High-High,1,1,1,1.4620442033,0.09828,5
41615,Rivera,Huila,4.85,5,0.8073945197,0.9115435755,0.7366324081,0.02952,High-High,2,1,1,2.1961832358,0.02848,6
41660,Saladoblanco,Huila,5.21,6,1.0111644115,0.1772172618,0.1793557844,0.31248,High-High,1,1,1,0.7865347718,0.3112,4
41668,San Agustín,Huila,3.7,7,0.1564629209,0.230046493,0.0360258835,0.25336,High-High,1,1,1,0.6268949377,0.26012,4
41676,Santa María,Huila,3.97,3,0.3092903398,0.9262602899,0.2867391485,0.06332,High-High,1,1,1,1.5467977457,0.06552,5
41770,Suaza,Huila,4.96,6,0.8696575422,0.7187168816,0.625595626,0.04764,High-High,2,1,1,1.9647402816,0.0466,6
41791,Tarqui,Huila,4.5,6,0.6092849027,0.0809925906,0.049391623,0.39884,High-High,1,1,1,0.4152605401,0.39756,4
41797,Tesalia,Huila,3.75,5,0.1847642948,0.2232541632,0.0412862278,0.28568,High-High,1,1,1,0.5325725331,0.29068,4
41799,Tello,Huila,5.48,5,1.1639918303,1.0836159285,1.2624462667,0.0136,High-High,2,1,1,2.694339644,0.01468,6
41801,Teruel,Huila,5.4,6,1.1187096321,0.4394766595,0.4920857424,0.13804,High-High,1,1,1,1.4239246378,0.1346,4
41807,Timaná,Huila,4.26,6,0.4734383081,0.3979679779,0.1885815123,0.15776,High-High,1,1,1,1.0848418134,0.15936,4
41872,Villavieja,Huila,3.63,5,0.1168409975,0.3545725379,0.0414655989,0.1986,High-High,1,1,1,0.7735412143,0.20308,4
41885,Yaguará,Huila,2.2,7,-0.6925782948,0.5809835288,-0.4027358465,0.06908,Low-High,1,1,1,1.1972772963,0.06832,5
44035,Albania,La Guajira,2.58,4,-0.4774878535,-0.0869288943,0.0415445514,0.45428,Low-Low,1,1,1,-0.3698679767,0.4586,4
44078,Barrancas,La Guajira,3.52,4,0.054577975,0.0262766012,0.0014354042,0.45556,High-High,1,1,1,0.0715728222,0.456,4
44090,Dibulla,La Guajira,4.32,5,0.5073999568,0.2006130641,0.1018819449,0.30576,High-High,1,1,1,0.6183017755,0.3034,4
44098,Distracción,La Guajira,4.78,3,0.7677725963,0.2545743503,0.1956297235,0.3046,High-High,1,1,1,0.7671176777,0.3024,4
44110,El Molino,La Guajira,4.05,2,0.3545725379,0.17910402,0.0635620681,0.36816,High-High,1,1,1,0.4120758229,0.36148,4
44279,Fonseca,La Guajira,4.57,4,0.6489068261,0.234291699,0.152169227,0.30072,High-High,1,1,1,0.7109008759,0.2976,4
44378,Hatonuevo,La Guajira,3.08,3,-0.1944741149,-0.0982494438,0.0191240334,0.45912,Low-Low,1,1,1,-0.2450488107,0.4576,4
44420,La Jagua del Pilar,La Guajira,3.03,4,-0.2227754888,0.2880643094,-0.0642309652,0.2638,Low-High,1,1,1,0.4166070099,0.26076,4
44430,Maicao,La Guajira,2.83,4,-0.3359809842,-0.4958837465,0.1667562659,0.15468,Low-Low,1,1,1,-1.0396402234,0.15576,4
44560,Manaure,La Guajira,2.34,3,-0.613334448,-0.4095645563,0.2514243368,0.2484,Low-Low,1,1,1,-0.9226616698,0.24752,4
44650,San Juan del Cesar,La Guajira,3.4,7,-0.0133453222,0.445945545,-0.0059566006,0.11944,Low-High,1,1,1,1.1028830328,0.1194,4
44855,Urumita,La Guajira,1.56,3,-1.0548358802,0.164009954,-0.1731580516,0.36056,Low-High,1,1,1,-0.2819064139,0.36224,4
44874,Villanueva,La Guajira,4.08,4,0.3715533622,-0.092589169,-0.034432533,0.45588,High-Low,1,1,1,0.0005363718,0.4506,4
47030,Algarrobo,Magdalena,2.85,3,-0.3246604347,0.2262729764,-0.0735274739,0.32556,Low-High,1,1,1,0.1773960262,0.32144,4
18410,La Montañita,Caquetá,6.83,5,1.9281289245,1.8998275506,3.666383088,0.00056,High-High,2,1,2,4.6776972506,0.00052,7
18460,Milán,Caquetá,4.75,5,0.750791772,1.990391947,1.4957041556,0.00036,High-High,2,1,2,4.3811204122,0.00036,7
18479,Morelia,Caquetá,10.28,4,3.8809237208,1.147011006,4.4554367409,0.01856,High-High,2,1,1,3.7959124364,0.01716,6
18592,Puerto Rico,Caquetá,5.57,4,1.2149343032,1.6210590181,1.9712386732,0.0042,High-High,2,1,2,3.4508782487,0.00376,7
18610,San José del Fragua,Caquetá,6.91,6,1.9734111227,1.1422941103,2.2562285955,0.00708,High-High,2,1,1,3.3468247048,0.0074,7
18860,Valparaíso,Caquetá,5,7,0.8922986413,1.9200428177,1.7147812863,8e-05,High-High,2,1,2,5.0855176,4e-05,7
19001,Popayán,Cauca,3.38,6,-0.0246658718,-0.0076850475,0.0001897276,0.48192,Low-Low,1,1,1,-0.0268347878,0.48364,4
19022,Almaguer,Cauca,2.24,4,-0.6699371958,-0.2100398706,0.1408391589,0.35676,Low-Low,1,1,1,-0.6768469231,0.36272,4
19050,Argelia,Cauca,4.77,6,0.7621123215,-0.1274941968,-0.0972516527,0.39676,High-Low,1,1,1,-0.0010816619,0.39956,4
19075,Balboa,Cauca,5.29,5,1.0564466096,0.0466535903,0.0493310336,0.43368,High-High,1,1,1,0.52793852,0.43428,4
19100,Bolívar,Cauca,2.35,9,-0.6076741733,-0.0919602496,0.0559317632,0.40932,Low-Low,1,1,1,-0.4559250244,0.41032,4
19110,Buenos Aires,Cauca,1.88,7,-0.8737070875,0.1208840509,-0.1057115532,0.35652,Low-High,1,1,1,-0.0097642442,0.35424,4
19130,Cajibío,Cauca,3,6,-0.2397563131,-0.0369298004,0.0088620583,0.48652,Low-Low,1,1,1,-0.1749152617,0.49192,4
19137,Caldono,Cauca,2.18,6,-0.7038988444,-0.4020175232,0.2832323304,0.15904,Low-Low,1,1,1,-1.1814332656,0.16268,4
19142,Caloto,Cauca,2.74,8,-0.3869234572,-0.2850385113,0.1103865577,0.2092,Low-Low,1,1,1,-0.8926678162,0.20944,4
19212,Corinto,Cauca,3.2,5,-0.1265508177,0.0092957769,-0.0011774385,0.46024,Low-Low,1,1,1,-0.032777065,0.46468,4
19256,El Tambo,Cauca,4.76,10,0.7564520467,-0.1769272631,-0.1339564876,0.29752,High-Low,1,1,1,-0.3068862948,0.29428,4
19290,Florencia,Cauca,5.67,4,1.271537051,-0.6373906158,-0.8111894141,0.08576,High-Low,1,1,1,-0.5728292636,0.08724,3
19300,Guachene,Cauca,1.7,3,-0.9755920334,-0.6152212063,0.6007408049,0.1362,Low-Low,1,1,1,-1.4131513127,0.13464,4
19355,Inzá,Cauca,2.27,5,-0.6529563714,-0.0574954655,0.0375755502,0.47264,Low-Low,1,1,1,-0.3849620606,0.4698,4
19364,Jambaló,Cauca,2.4,6,-0.5793727994,-0.0973060647,0.0564268232,0.42604,Low-Low,1,1,1,-0.441030896,0.42636,4
19392,La Sierra,Cauca,1.77,6,-0.93597011,-0.0378731796,0.0354798142,0.48508,Low-Low,1,1,1,-0.441030896,0.4776,4
19397,La Vega,Cauca,4.14,6,0.4055150109,-0.4746577161,-0.1926526868,0.11496,High-Low,1,1,1,-0.9260481004,0.11216,4
19450,Mercaderes,Cauca,3.85,9,0.2413670425,-0.1592546275,-0.0384731388,0.33012,High-Low,1,1,1,-0.3786121631,0.32784,4
19455,Miranda,Cauca,2.63,7,-0.4491864797,0.4548402625,-0.2044905142,0.11504,Low-High,1,1,1,0.970329386,0.11772,4
19473,Morales,Cauca,3.33,7,-0.0529672456,-0.1702157945,0.0090239117,0.33912,Low-Low,1,1,1,-0.4415677904,0.33884,4
19513,Padilla,Cauca,1.98,5,-0.8171043398,-0.515977722,0.4219840713,0.11196,Low-Low,1,1,1,-1.3905429031,0.115,4
19517,Paez,Cauca,4.05,10,0.3545725379,0.2130656686,0.0756146878,0.23844,High-High,1,1,1,0.7530285224,0.2434,4
19532,Patía,Cauca,3.09,7,-0.1888138402,0.1855729055,-0.0350700175,0.29608,Low-High,1,1,1,0.3939218617,0.29736,4
19533,Piamonte,Cauca,3.47,7,0.0262766012,1.7793445591,0.046796873,8e-05,High-High,2,1,2,4.4287745322,4e-05,7
19548,Piendamó,Cauca,2.77,4,-0.3699426329,-0.3911686632,0.1448391705,0.22172,Low-Low,1,1,1,-0.8671231296,0.22004,4
19573,Puerto Tejada,Cauca,2.29,8,-0.6416358219,0.0510403033,-0.0327785274,0.42212,Low-High,1,1,1,-0.0780852189,0.42284,4
19585,Puracé,Cauca,3.44,9,0.0092957769,0.1074072062,0.0009993249,0.35604,High-High,1,1,1,0.3100116944,0.3586,4
19622,Rosas,Cauca,2.6,4,-0.466167304,-0.1973042523,0.0920589135,0.36704,Low-Low,1,1,1,-0.5626811993,0.36656,4
19693,San Sebastián,Cauca,2.25,5,-0.664276921,0.1326897669,-0.0882214487,0.36292,Low-High,1,1,1,-0.0003389733,0.3656,4
19698,Santander de Quilichao,Cauca,3.48,6,0.0319368759,-0.1680594993,-0.0053720876,0.35664,High-Low,1,1,1,-0.3702097998,0.35772,4
19701,Santa Rosa,Cauca,5.86,9,1.3790822716,-0.1340978507,-0.1850970864,0.3604,High-Low,1,1,1,0.0546994548,0.35624,4
19743,Silvia,Cauca,2.42,7,-0.5680522499,-0.3076796104,0.1749341468,0.20892,Low-Low,1,1,1,-0.9657572115,0.209,4
19760,Sotara,Cauca,2.08,7,-0.7605015921,-0.1006752759,0.076632068,0.4174,Low-Low,1,1,1,-0.5198949452,0.41532,4
19780,Suárez,Cauca,3.82,3,0.2243862182,-0.3039060938,-0.0682532251,0.31808,High-Low,1,1,1,-0.3442808194,0.31532,4
19785,Sucre,Cauca,3.47,5,0.0262766012,-0.3993760617,-0.0105036154,0.1834,High-Low,1,1,1,-0.8066572526,0.18396,4
19807,Timbío,Cauca,3.69,4,0.1508026461,-0.1237206803,-0.0186740644,0.42616,High-Low,1,1,1,-0.1542216094,0.42836,4
19821,Toribio,Cauca,4.64,5,0.6885287495,0.054577975,0.0376120571,0.41892,High-High,1,1,1,0.3935521402,0.42896,4
19824,Totoró,Cauca,3.49,5,0.0375971507,-0.2952270059,-0.0111096047,0.26132,High-Low,1,1,1,-0.5888586369,0.25952,4
19845,Villa Rica,Cauca,3.67,4,0.1394820966,0.0998601732,0.0139411427,0.39028,High-High,1,1,1,0.2415529,0.39436,4
20011,Aguachica,Cesar,4.08,8,0.3715533622,0.787583558,0.2928905952,0.01992,High-High,2,1,1,2.2330561035,0.0208,6
20013,Agustín Codazzi,Cesar,5.71,3,1.29417815,1.528136174,1.9794462327,0.01244,High-High,2,1,1,2.9445514678,0.01188,6
20032,Astrea,Cesar,6.63,5,1.8149234291,0.6602273756,1.1993320094,0.07668,High-High,1,1,1,2.0942349477,0.07348,5
20060,Bosconia,Cesar,7.3,5,2.1941618388,0.5934361333,1.3032575022,0.09732,High-High,1,1,1,2.1127710001,0.09628,5
20175,Chimichagua,Cesar,4.32,9,0.5073999568,0.4457658537,0.2263835227,0.09652,High-High,1,1,1,1.4355431169,0.0918,5
20178,Chiriguaná,Cesar,5.63,5,1.2488959519,1.2488959519,1.5611337246,0.00812,High-High,2,1,1,3.0673776985,0.00788,7
20228,Curumaní,Cesar,5.67,3,1.271537051,0.8130547944,1.0347523575,0.08436,High-High,1,1,1,1.858669773,0.08424,5
20238,El Copey,Cesar,6.98,6,2.0130330461,0.2328766303,0.4692069136,0.26664,High-High,1,1,1,1.2930129145,0.26432,4
20250,El Paso,Cesar,6.65,11,1.8262439786,0.8629681265,1.577397479,0.00516,High-High,2,1,1,3.2851134995,0.00436,7
20295,Gamarra,Cesar,4.53,4,0.626265727,0.4918342011,0.3082939204,0.15676,High-High,1,1,1,1.1624897392,0.15868,4
20310,González,Cesar,5.75,4,1.3168192491,0.9701274194,1.2786230693,0.03464,High-High,2,1,1,2.3295171387,0.03456,6
20383,La Gloria,Cesar,5.75,7,1.3168192491,0.7338109476,0.9671591457,0.03404,High-High,2,1,1,2.2898406875,0.03364,6
20517,Pailitas,Cesar,3.47,4,0.0262766012,0.6956040929,0.0182944311,0.08544,High-High,1,1,1,1.2588963505,0.08504,5
20550,Pelaya,Cesar,5.41,4,1.1243699069,0.6234355896,0.7015980839,0.10704,High-High,1,1,1,1.6216896507,0.1054,4
20614,Río de Oro,Cesar,7.73,4,2.4375536539,0.5286259872,1.2897047014,0.1404,High-High,1,1,1,2.0402973049,0.14,4
20621,La Paz,Cesar,6.3,6,1.6281343616,0.8724876796,1.421795499,0.02528,High-High,2,1,1,2.6021301476,0.026,6
20710,San Alberto,Cesar,5.95,4,1.4300247446,0.7139999859,1.0219492883,0.08172,High-High,1,1,1,1.9210575489,0.0814,5
20750,San Diego,Cesar,6.53,2,1.7583206813,0.985693175,1.7347121635,0.08608,High-High,1,1,1,2.1562345295,0.08792,5
20770,San Martín,Cesar,3.38,8,-0.0246658718,1.0430034571,-0.0257495597,0.0044,Low-High,5,1,5,2.7843201403,0.00412,7
20787,Tamalameque,Cesar,4.25,7,0.4677780334,0.6505240474,0.3045725568,0.05052,High-High,1,1,1,1.781718375,0.04748,6
23001,Montería,Córdoba,2.98,11,-0.2510768626,0.1955702739,-0.0491470129,0.24804,Low-High,1,1,1,0.5514991457,0.25036,4
23068,Ayapel,Córdoba,3.3,10,-0.0699480699,0.5317391383,-0.0372273355,0.05004,Low-High,1,1,1,1.589983912,0.05208,5
23079,Buenavista,Córdoba,3.81,5,0.2187259434,-0.0665519051,-0.0145696252,0.46796,High-Low,1,1,1,-0.0466791043,0.45984,4
23090,Canalete,Córdoba,3.41,3,-0.0076850475,0.318724131,-0.002451597,0.26696,Low-High,1,1,1,0.4750920522,0.26224,4
23162,Cereté,Córdoba,3.17,4,-0.143531642,0.1111807227,-0.0159721999,0.39056,Low-High,1,1,1,0.1349982244,0.38312,4
23168,Chimá,Córdoba,2.87,7,-0.3133398851,-0.1702157945,0.0533830184,0.33476,Low-Low,1,1,1,-0.5339536654,0.34476,4
23182,Chinú,Córdoba,3.15,8,-0.1548521915,-0.1258432833,0.0195045074,0.37672,Low-Low,1,1,1,-0.3887632327,0.37876,4
23189,Ciénaga de Oro,Córdoba,4.28,8,0.4847588577,-0.0855138256,-0.0414905965,0.41964,High-Low,1,1,1,-0.0667189501,0.42072,4
23300,Cotorra,Córdoba,2.53,3,-0.5057892274,-0.0359864213,0.0182177956,0.49108,Low-Low,1,1,1,-0.3074232161,0.49092,4
23350,La Apartada,Córdoba,4.61,4,0.6715479252,0.1140108601,0.0766321171,0.3806,High-High,1,1,1,0.5054025729,0.38048,4
23417,Lorica,Córdoba,4.03,9,0.3432519884,-0.3215158376,-0.1104594871,0.16804,High-Low,1,1,1,-0.8101258075,0.16896,4
23419,Los Córdobas,Córdoba,4.87,4,0.8187150692,0.0475026316,0.0389258445,0.42456,High-High,1,1,1,0.4521252351,0.4354,4
23464,Momil,Córdoba,1.33,5,-1.1850222,-0.0020247727,0.0024015429,0.47472,Low-Low,1,1,1,-0.4892273553,0.47476,4
23466,Montelíbano,Córdoba,3.43,9,0.0036355021,0.7891558565,0.0028715393,0.0158,High-High,2,1,1,2.2572170147,0.01504,6
23500,Moñitos,Córdoba,2.95,3,-0.268057687,-0.0718348282,0.0192730706,0.4812,Low-Low,1,1,1,-0.2422136104,0.47788,4
23555,Planeta Rica,Córdoba,1.67,6,-0.9925728577,0.2847624824,-0.2828998748,0.2278,Low-High,1,1,1,0.2714722538,0.228,4
23570,Pueblo Nuevo,Córdoba,3.52,7,0.054577975,0.0788362955,0.0043065671,0.38716,High-High,1,1,1,0.2151752775,0.39664,4
23574,Puerto Escondido,Córdoba,3.53,5,0.0602382498,0.1009922282,0.0060890268,0.38944,High-High,1,1,1,0.2313616817,0.38568,4
23586,Purísima,Córdoba,4.05,5,0.3545725379,-0.2850385113,-0.1011570666,0.27456,High-Low,1,1,1,-0.4382532112,0.2742,4
23660,Sahagún,Córdoba,2.81,5,-0.3473015338,0.0364650958,-0.0126756912,0.4372,Low-High,1,1,1,-0.0675321632,0.44028,4
23670,San Andrés Sotavento,Córdoba,3.44,6,0.0092957769,-0.1048530977,-0.0009755613,0.41888,High-Low,1,1,1,-0.2350058888,0.42652,4
23672,San Antero,Córdoba,2.93,4,-0.2793782365,-0.0076850475,0.002148952,0.47844,Low-Low,1,1,1,-0.1389995129,0.48048,4
23675,San Bernardo del Viento,Córdoba,2.33,3,-0.6189947228,-0.0680613117,0.0421672085,0.48672,Low-Low,1,1,1,-0.4123256253,0.48604,4
23678,San Carlos,Córdoba,4.04,5,0.3489122632,-0.1695689059,-0.0592174963,0.37752,High-Low,1,1,1,-0.2042355497,0.37412,4
23682,San José de Uré,Córdoba,8.54,5,2.8960359105,0.8911665863,2.5831547669,0.02924,High-High,2,1,1,3.0094525348,0.03216,6
23686,San Pelayo,Córdoba,3.18,7,-0.1378713672,-0.0464983602,0.0064165164,0.47712,Low-Low,1,1,1,-0.1644101654,0.47364,4
23815,Tuchín,Córdoba,3.07,5,-0.2001343897,-0.3823952374,0.0765987682,0.19532,Low-Low,1,1,1,-0.8645824164,0.19684,4
23855,Valencia,Córdoba,4.51,5,0.6149451774,0.4643818685,0.2858243632,0.14512,High-High,1,1,1,1.202187426,0.146,4
25001,Agua de Dios,Cundinamarca,3.67,3,0.1394820966,1.1658785886,0.1627643856,0.03324,High-High,2,1,1,1.8218121698,0.0336,6
25019,Albán,Cundinamarca,7.29,5,2.188501564,0.4926832424,1.079200759,0.13204,High-High,1,1,1,1.9042404106,0.13016,4
25035,Anapoima,Cundinamarca,2.82,6,-0.341641259,0.3243844058,-0.110922046,0.20684,Low-High,1,1,1,0.6084089843,0.20604,4
25040,Anolaima,Cundinamarca,4.05,7,0.3545725379,0.4896105218,0.1737574475,0.09708,High-High,1,1,1,1.3418812746,0.09708,5
25053,Arbeláez,Cundinamarca,3.14,6,-0.1605124663,-0.415224831,0.0667082695,0.14916,Low-Low,1,1,1,-1.0054535719,0.15052,4
25086,Beltrán,Cundinamarca,4.39,7,0.5470218802,-0.4338228767,-0.2375224901,0.11572,High-Low,1,1,1,-0.8834132794,0.11952,4
25095,Bituima,Cundinamarca,2.1,5,-0.7491810426,0.3228749992,-0.2421078034,0.2258,Low-High,1,1,1,0.3541630288,0.22056,4
25099,Bojacá,Cundinamarca,2.36,8,-0.6020138985,0.1713211422,-0.1032297959,0.29412,Low-High,1,1,1,0.2572197107,0.304,4
25120,Cabrera,Cundinamarca,1.38,8,-1.1567208261,-0.2072097332,0.2398978171,0.28644,Low-Low,1,1,1,-0.9419216476,0.28596,4
25123,Cachipay,Cundinamarca,5.27,4,1.0451260601,0.4210807665,0.4404754133,0.18788,High-High,1,1,1,1.2233781252,0.19096,4
25126,Cajicá,Cundinamarca,3.29,4,-0.0756083447,-0.0954193064,0.0072209373,0.45128,Low-Low,1,1,1,-0.2049619311,0.4384,4
25148,Caparrapí,Cundinamarca,3.42,5,-0.0020247727,-0.6371076021,0.0012911499,0.06468,Low-Low,1,1,1,-1.3048136608,0.0644,3
25151,Caqueza,Cundinamarca,2.4,6,-0.5793727994,-0.7633317295,0.4426485103,0.0188,Low-Low,3,1,1,-1.9561731363,0.01952,2
25154,Carmen de Carupa,Cundinamarca,2.04,8,-0.7831426912,-0.304849473,0.238953798,0.19396,Low-Low,1,1,1,-1.0783168732,0.19472,4
25168,Chaguaní,Cundinamarca,5.38,4,1.1073890826,-0.5227700517,-0.5794267317,0.14376,High-Low,1,1,1,-0.4409044271,0.14096,4
25175,Chía,Cundinamarca,3.36,7,-0.0359864213,-0.2785696258,0.0100336746,0.2306,Low-Low,1,1,1,-0.7046666952,0.23496,4
25178,Chipaque,Cundinamarca,1.94,4,-0.8397454389,-0.7859728286,0.6606063989,0.04376,Low-Low,3,1,1,-1.7855229527,0.04496,2
25181,Choachí,Cundinamarca,1.75,4,-0.9472906596,-0.1973042523,0.1870713543,0.36756,Low-Low,1,1,1,-0.7783275666,0.36948,4
25183,Chocontá,Cundinamarca,1.8,7,-0.9189892857,-0.3966267853,0.3648212088,0.14184,Low-Low,1,1,1,-1.3112000484,0.14012,4
25200,Cogua,Cundinamarca,2.74,4,-0.3869234572,-0.0133453222,0.0051682286,0.48544,Low-Low,1,1,1,-0.1973508829,0.48632,4
25214,Cota,Cundinamarca,2.95,4,-0.268057687,-0.4633371666,0.124311983,0.17848,Low-Low,1,1,1,-0.9508446604,0.17532,4
25224,Cucunubá,Cundinamarca,3.82,6,0.2243862182,-0.3869234572,-0.0868978094,0.16808,High-Low,1,1,1,-0.7951363771,0.16716,4
25245,El Colegio,Cundinamarca,4.63,6,0.6828684747,0.0772190741,0.0527775521,0.39984,High-High,1,1,1,0.4345753845,0.40372,4
25258,El Peñón,Cundinamarca,2.12,6,-0.737860493,-0.2152284558,0.1589503678,0.3068,Low-Low,1,1,1,-0.7693832512,0.3174,4
25260,El Rosal,Cundinamarca,4.33,4,0.5130602315,-0.0756083447,-0.0388262702,0.46848,High-Low,1,1,1,0.094405967,0.46356,4
25269,Facatativá,Cundinamarca,2.83,9,-0.3359809842,0.48224318,-0.162169203,0.07792,Low-High,1,1,1,1.2719275267,0.07788,5
25279,Fomeque,Cundinamarca,3.93,8,0.2866492407,-0.3734803046,-0.1071534331,0.14084,High-Low,1,1,1,-0.904034085,0.14028,4
25281,Fosca,Cundinamarca,2.12,5,-0.737860493,-1.0457794406,0.7723282973,0.00352,Low-Low,3,1,3,-2.4424638767,0.00368,1
25286,Funza,Cundinamarca,1.78,5,-0.9303098353,-0.1118341033,0.1041332594,0.42492,Low-Low,1,1,1,-0.6097116959,0.42436,4
25288,Fúquene,Cundinamarca,1.22,5,-1.2472852225,-0.7548413173,0.9423430476,0.03212,Low-Low,3,1,1,-2.0555237829,0.03288,2
25290,Fusagasugá,Cundinamarca,3.77,6,0.1960848443,0.0479743211,0.0094154364,0.42948,High-High,1,1,1,0.183482407,0.43472,4
25293,Gachala,Cundinamarca,1.32,7,-1.1906824748,-0.6036311199,0.7193747215,0.0414,Low-Low,3,1,1,-1.9217501787,0.04292,2
25297,Gachetá,Cundinamarca,2.57,7,-0.4831481283,-0.9448648275,0.4569172708,0.00152,Low-Low,3,1,3,-2.5182415889,0.002,1
25299,Gama,Cundinamarca,0.88,4,-1.4397345647,-0.9373851787,1.3507908296,0.01568,Low-Low,3,1,1,-2.325907379,0.016,2
25307,Girardot,Cundinamarca,4.05,5,0.3545725379,0.5345692757,0.1897128201,0.1146,High-High,1,1,1,1.2392595308,0.11812,4
25312,Granada,Cundinamarca,3.16,6,-0.1491919168,0.414005423,-0.0618214111,0.14968,Low-High,1,1,1,0.8852550877,0.1528,4
25317,Guachetá,Cundinamarca,1.62,6,-1.0208742316,-0.5850330742,0.5977784447,0.06532,Low-Low,1,1,1,-1.7179567218,0.06556,3
25320,Guaduas,Cundinamarca,2.85,10,-0.3246604347,-0.0127792948,0.0041526358,0.49668,Low-Low,1,1,1,-0.1370941153,0.49812,4
25322,Guasca,Cundinamarca,3.12,5,-0.1718330158,-0.2476806978,0.042597721,0.29928,Low-Low,1,1,1,-0.5772736042,0.30516,4
