divipola,municipio,departamento,desercion,vecinos,z,wz,Ii,p_rangos,cuadrante,lisa,lisa_bonferroni,lisa_fdr,gistar_z,gistar_p,gistar
05667,San Rafael,Antioquia,2.95,4,-0.268057687,-0.249661794,0.0669835164,0.32408,Low-Low,1,1,1,-0.5677552314,0.32196,4
05670,San Roque,Antioquia,3.31,7,-0.0642877952,-0.4022870601,0.0258852393,0.14028,Low-Low,1,1,1,-1.0219920919,0.13884,4
05674,San Vicente,Antioquia,2.84,7,-0.3303207095,0.0909654557,-0.0300746022,0.3886,Low-High,1,1,1,0.1087306824,0.38644,4
05679,Santa Bárbara,Antioquia,3.09,7,-0.1888138402,-0.0424553068,0.0080233068,0.47388,Low-Low,1,1,1,-0.1724437198,0.47932,4
05697,El Santuario,Antioquia,3.55,5,0.0715587993,-0.0971173889,-0.0069558087,0.44324,High-Low,1,1,1,-0.1694804514,0.43516,4
05736,Segovia,Antioquia,7.66,6,2.3979317305,0.5989077322,1.4374221226,0.07472,High-High,1,1,1,2.2716316986,0.07412,5
05756,Sonson,Antioquia,3.27,14,-0.0869288943,0.1103721121,-0.0096030922,0.32192,Low-High,1,1,1,0.3790711509,0.32748,4
05761,Sopetrán,Antioquia,3.44,5,0.0092957769,0.3998547361,0.0037202791,0.17776,High-High,1,1,1,0.8221983519,0.17752,4
05789,Támesis,Antioquia,1.41,7,-1.1397400018,-0.5146839449,0.5871296355,0.07644,Low-Low,1,1,1,-1.6827519369,0.07512,3
05790,Tarazá,Antioquia,6.57,5,1.7809617804,1.2002175888,2.1394501732,0.0094,High-High,2,1,1,3.1855450326,0.00988,7
05792,Tarso,Antioquia,1.62,5,-1.0208742316,-0.1412675321,0.1443451479,0.39524,Low-Low,1,1,1,-0.707025971,0.39248,4
05809,Titiribí,Antioquia,2.69,5,-0.415224831,0.0772190741,-0.0320919049,0.40648,Low-High,1,1,1,-0.0119240061,0.41188,4
05842,Uramita,Antioquia,6.73,4,1.8715261768,0.0333519446,0.0624747687,0.44868,High-High,1,1,1,0.8986400662,0.43932,4
05854,Valdivia,Antioquia,3.59,5,0.0941998984,0.4870229676,0.0459184761,0.13588,High-High,1,1,1,1.0353629544,0.13276,4
05856,Valparaíso,Antioquia,1.73,4,-0.9586112091,-0.4449412736,0.4269065188,0.18848,Low-Low,1,1,1,-1.2273794138,0.1864,4
05858,Vegachí,Antioquia,4.44,4,0.575323254,0.7465465659,0.4298890867,0.0706,High-High,1,1,1,1.5963194899,0.07616,5
05861,Venecia,Antioquia,4.24,6,0.4621177586,-0.1124001307,-0.0519884734,0.4124,High-Low,1,1,1,-0.0804871334,0.40576,4
05885,Yalí,Antioquia,3.55,3,0.0715587993,0.6715479252,0.0480980696,0.12316,High-High,1,1,1,1.0449673019,0.11976,4
05887,Yarumal,Antioquia,2.26,8,-0.6586166462,0.1210862036,-0.0798205941,0.35112,Low-High,1,1,1,0.1037750819,0.34768,4
05890,Yolombó,Antioquia,2.86,11,-0.3190001599,0.2496001694,-0.0796935855,0.19804,Low-High,1,1,1,0.7042792749,0.19572,4
05895,Zaragoza,Antioquia,3.38,6,-0.0246658718,1.2696502927,-0.031344993,0.0048,Low-High,5,1,1,2.878976251,0.00396,7
08001,Barranquilla,Atlántico,1.65,5,-1.0038934073,-0.2295678185,0.2306673888,0.31608,Low-Low,1,1,1,-0.8808014622,0.31596,4
08078,Baranoa,Atlántico,2.36,8,-0.6020138985,-0.290698786,0.1751609637,0.20704,Low-Low,1,1,1,-0.9798092103,0.20844,4
08137,Campo de la Cruz,Atlántico,3.32,8,-0.0586275204,-0.1725405502,0.0101246564,0.32408,Low-Low,1,1,1,-0.4815877613,0.32124,4
08141,Candelaria,Atlántico,4.92,4,0.8470164431,-0.3133398851,-0.2656410029,0.2756,High-Low,1,1,1,-0.1821287864,0.27432,4
08296,Galapa,Atlántico,3.26,6,-0.092589169,-0.6189947228,0.0573633786,0.05324,Low-Low,1,1,1,-1.4432567122,0.05268,3
08372,Juan de Acosta,Atlántico,3.78,4,0.2017451191,-0.6911632262,-0.1395633063,0.06912,High-Low,1,1,1,-1.1487319151,0.07036,3
08421,Luruaco,Atlántico,3.28,4,-0.0812686195,-0.7916331034,0.0643923714,0.03944,Low-Low,3,1,1,-1.4557108615,0.04032,2
08433,Malambo,Atlántico,1.97,6,-0.8227646146,-0.1416448837,0.1166444521,0.37664,Low-Low,1,1,1,-0.6341793402,0.38048,4
08436,Manatí,Atlántico,1.86,6,-0.8850276371,-0.4029609024,0.3569499563,0.15672,Low-Low,1,1,1,-1.2522543618,0.15764,4
08520,Palmar de Varela,Atlántico,2.58,4,-0.4774878535,-0.1760782219,0.0841502794,0.37856,Low-Low,1,1,1,-0.5296999901,0.38192,4
08549,Piojó,Atlántico,2.35,5,-0.6076741733,-0.3597541383,0.218808489,0.21528,Low-Low,1,1,1,-0.9850667569,0.21088,4
08558,Polonuevo,Atlántico,3.87,6,0.252687592,-0.5491846673,-0.1388960549,0.07664,High-Low,1,1,1,-1.1535340459,0.0772,3
08560,Ponedera,Atlántico,3.97,9,0.3092903398,-0.2900698666,-0.089795911,0.18892,High-Low,1,1,1,-0.7310149727,0.18896,4
08573,Puerto Colombia,Atlántico,3.03,3,-0.2227754888,-0.5812595577,0.1296059985,0.14836,Low-Low,1,1,1,-0.9850360753,0.1506,4
08606,Repelón,Atlántico,0.69,8,-1.5472797854,-0.594938555,0.9213583072,0.03636,Low-Low,3,1,1,-2.1107529558,0.03312,2
08634,Sabanagrande,Atlántico,3.03,4,-0.2227754888,-0.4194700371,0.0935310779,0.20324,Low-Low,1,1,1,-0.8519010331,0.20052,4
08638,Sabanalarga,Atlántico,2.33,9,-0.6189947228,-0.3579931639,0.2217937327,0.13468,Low-Low,1,1,1,-1.2200637696,0.1326,4
08675,Santa Lucía,Atlántico,1.83,5,-0.9020084614,-0.6823898003,0.6160709465,0.04784,Low-Low,3,1,1,-1.7658979642,0.05088,3
08685,Santo Tomás,Atlántico,1.06,5,-1.3378496188,0.0183522165,-0.0245744277,0.46504,Low-High,1,1,1,-0.5100804142,0.45284,4
08758,Soledad,Atlántico,2.69,4,-0.415224831,-0.4223001745,0.1755060807,0.19704,Low-Low,1,1,1,-0.9432336122,0.19512,4
08770,Suan,Atlántico,0.62,4,-1.5869017088,-0.0218357344,0.0346821028,0.4952,Low-Low,1,1,1,-0.7504203896,0.48804,4
08832,Tubará,Atlántico,2.28,5,-0.6472960967,-0.3439053689,0.2228073606,0.21704,Low-Low,1,1,1,-0.9688477111,0.22308,4
08849,Usiacurí,Atlántico,1.82,4,-0.9076687362,-0.4067344189,0.369509741,0.20856,Low-Low,1,1,1,-1.1360468347,0.2046,4
13006,Achí,Bolívar,3.94,8,0.2923095154,0.391364324,0.1145016583,0.13168,High-High,1,1,1,1.1456830551,0.13448,4
13030,Altos del Rosario,Bolívar,3.91,3,0.2753286911,0.5809835288,0.1601042573,0.15148,High-High,1,1,1,1.010944899,0.14888,4
13042,Arenal,Bolívar,2.43,3,-0.5623919751,0.5470218802,-0.3079153948,0.16216,Low-High,1,1,1,0.5403016579,0.1614,4
13052,Arjona,Bolívar,2.84,6,-0.3303207095,-0.1746631532,0.05774637,0.3588,Low-Low,1,1,1,-0.5225824614,0.3486,4
13062,Arroyohondo,Bolívar,4.87,2,0.8187150692,-0.5425810134,-0.4446158763,0.22692,High-Low,1,1,1,-0.1540394796,0.21908,4
13074,Barranco de Loba,Bolívar,5.76,6,1.3224795239,0.3800437744,0.5030488599,0.17012,High-High,1,1,1,1.3659801045,0.16744,4
15183,Chita,Boyacá,2.83,7,-0.3359809842,-0.3092968317,0.1040106377,0.21512,Low-Low,1,1,1,-0.8874300566,0.20632,4
15185,Chitaraque,Boyacá,5.17,5,0.9885233124,0.1519347011,0.1503250931,0.34308,High-High,1,1,1,0.7156160506,0.34828,4
15187,Chivatá,Boyacá,2.16,6,-0.7152193939,-0.4746577161,0.3397875151,0.10852,Low-Low,1,1,1,-1.3509746777,0.11116,4
15189,Ciénega,Boyacá,1.63,4,-1.0152139568,-0.3458864651,0.3514622925,0.25232,Low-Low,1,1,1,-1.0751584486,0.2528,4
15204,Cómbita,Boyacá,3.24,7,-0.1039097186,-0.6578080355,0.068413677,0.02912,Low-Low,3,1,1,-1.6707016054,0.02908,2
15212,Coper,Boyacá,1.86,6,-0.8850276371,-0.1973042523,0.1747756267,0.32716,Low-Low,1,1,1,-0.784405908,0.32508,4
15215,Corrales,Boyacá,2.72,7,-0.3982440067,-0.6513391501,0.2596235128,0.02984,Low-Low,3,1,1,-1.7590707032,0.03104,2
15218,Covarachía,Boyacá,1.39,5,-1.1510605514,-0.9178572308,1.0574525619,0.0096,Low-Low,3,1,1,-2.3497836147,0.01044,2
15223,Cubará,Boyacá,4.97,7,0.8753178169,-0.557540311,-0.4884607045,0.05844,High-Low,1,1,1,-1.0742101952,0.05948,3
15224,Cucaita,Boyacá,1.4,3,-1.1454002766,-0.9095554944,1.042735298,0.03872,Low-Low,3,1,1,-1.9404985587,0.04016,2
15226,Cuítiva,Boyacá,1.31,5,-1.1963427495,-0.5691843048,0.6815474979,0.08852,Low-Low,1,1,1,-1.6546816498,0.08944,3
15232,Chíquiza,Boyacá,1.41,6,-1.1397400018,-0.8567262632,0.9773170189,0.00948,Low-Low,3,1,1,-2.3810997137,0.0102,2
15236,Chivor,Boyacá,3,6,-0.2397563131,-0.9010650823,0.2162289313,0.00604,Low-Low,3,1,1,-2.1407372053,0.00552,1
15238,Duitama,Boyacá,2.22,6,-0.6812577453,-0.4916385404,0.3352316105,0.1072,Low-Low,1,1,1,-1.3767278036,0.10248,4
15244,El Cocuy,Boyacá,1.21,7,-1.2529454973,-0.7863771339,0.9861674102,0.0108,Low-Low,3,1,1,-2.3977382737,0.00924,1
15248,El Espino,Boyacá,0.69,5,-1.5472797854,-1.2936994756,2.0035022925,0.00012,Low-Low,3,1,3,-3.2812202477,0.00016,1
15272,Firavitoba,Boyacá,1.78,6,-0.9303098353,-0.4567335127,0.4252830572,0.12232,Low-Low,1,1,1,-1.3917504604,0.12368,4
15276,Floresta,Boyacá,3.35,6,-0.0416466961,-0.6906915366,0.0287907036,0.03452,Low-Low,3,1,1,-1.5870449985,0.03008,2
15293,Gachantivá,Boyacá,4.33,4,0.5130602315,-0.466167304,-0.2393854513,0.17752,High-Low,1,1,1,-0.6058104727,0.1784,4
15296,Gameza,Boyacá,1.8,5,-0.9189892857,-0.8669147578,0.7973967003,0.01384,Low-Low,3,1,1,-2.1505210515,0.0154,2
15299,Garagoa,Boyacá,1.66,9,-0.9982331325,-0.8693046516,0.868543499,0.0014,Low-Low,3,1,3,-2.8022804657,0.00148,1
15317,Guacamayas,Boyacá,0.97,4,-1.3887920918,-1.2387948103,1.7219645327,0.00144,Low-Low,3,1,3,-2.8434586605,0.00136,1
15322,Guateque,Boyacá,1.87,7,-0.8793673623,-1.0168311782,0.8949665155,0.00096,Low-Low,3,1,3,-2.8375753742,0.001,1
15325,Guayatá,Boyacá,2.52,7,-0.5114495021,-0.7863771339,0.4025512938,0.01008,Low-Low,3,1,1,-2.1346393689,0.01124,2
15332,Güicán,Boyacá,0.46,8,-1.6774661051,-0.2857460456,0.4797572788,0.20328,Low-Low,1,1,1,-1.3264804087,0.20996,4
15362,Iza,Boyacá,3.59,5,0.0941998984,-1.0627602649,-0.1002012946,0.00224,High-Low,4,1,4,-2.1366190122,0.00328,1
15367,Jenesano,Boyacá,0.86,4,-1.4510551143,-0.7067289818,1.0264183308,0.06288,Low-Low,1,1,1,-1.9174477892,0.06588,3
15368,Jericó,Boyacá,2.1,5,-0.7491810426,-0.4186209959,0.3139029346,0.17036,Low-Low,1,1,1,-1.1634762613,0.17044,4
15377,Labranzagrande,Boyacá,2.49,6,-0.5284303265,-0.5822029368,0.3079283788,0.06464,Low-Low,1,1,1,-1.5248082776,0.06356,3
15380,La Capilla,Boyacá,0.89,6,-1.4340742899,-0.9954029951,1.4287563808,0.00196,Low-Low,3,1,3,-2.8081723848,0.0028,1
15401,La Victoria,Boyacá,0.65,2,-1.5699208845,-0.6048440359,0.9504051028,0.19632,Low-Low,1,1,1,-1.6069596779,0.19944,4
15403,La Uvita,Boyacá,0.51,6,-1.6491647313,-0.6671070584,1.1011517268,0.03768,Low-Low,3,1,1,-2.1428832991,0.0384,2
15407,Villa de Leyva,Boyacá,2.1,6,-0.7491810426,-0.4029609024,0.3021602142,0.15464,Low-Low,1,1,1,-1.20074811,0.15988,4
15425,Macanal,Boyacá,2.51,6,-0.5171097769,-0.8520093676,0.4409757511,0.00928,Low-Low,3,1,1,-2.1342989238,0.00884,1
15442,Maripí,Boyacá,2.04,6,-0.7831426912,-0.6491828549,0.5088567392,0.0424,Low-Low,3,1,1,-1.7737551612,0.04528,2
15455,Miraflores,Boyacá,2.59,7,-0.4718275787,-1.0176397889,0.4805792234,0.00092,Low-Low,3,1,3,-2.6949797846,0.00072,1
15464,Mongua,Boyacá,2.02,8,-0.7944632407,-0.6819652796,0.5422800929,0.01776,Low-Low,3,1,1,-2.0918091744,0.0188,2
15466,Monguí,Boyacá,0.93,3,-1.4114331909,-0.8020102738,1.1329946197,0.06348,Low-Low,1,1,1,-1.9121465562,0.0648,3
15469,Moniquirá,Boyacá,3.67,8,0.1394820966,-0.055797383,-0.0077896848,0.4598,High-Low,1,1,1,-0.1027121346,0.45664,4
15476,Motavita,Boyacá,1.64,5,-1.0095536821,-0.863518593,0.8725467397,0.01612,Low-Low,3,1,1,-2.1806421366,0.0162,2
15480,Muzo,Boyacá,1.56,6,-1.0548358802,-0.6491828549,0.6853927802,0.04496,Low-Low,3,1,1,-1.8767676648,0.04196,2
15494,Nuevo Colón,Boyacá,0.84,6,-1.4623756638,-1.0595527759,1.5508476441,0.00112,Low-Low,3,1,3,-2.964837234,0.00072,1
15500,Oicatá,Boyacá,3.69,4,0.1508026461,-0.4194700371,-0.0633136712,0.20228,High-Low,1,1,1,-0.6844579714,0.20012,4
15507,Otanche,Boyacá,2.51,9,-0.5171097769,-0.5095627439,0.2637351446,0.05496,Low-Low,1,1,1,-1.6210118642,0.05252,3
15511,Pachavita,Boyacá,1.82,5,-0.9076687362,-1.0695525946,0.9716662371,0.00268,Low-Low,3,1,3,-2.5606312108,0.0026,1
15514,Páez,Boyacá,2.13,10,-0.7322002182,-0.2873026212,0.2105508661,0.18236,Low-Low,1,1,1,-1.0923895088,0.18004,4
15516,Paipa,Boyacá,2.94,7,-0.2737179617,-0.5882675169,0.161163153,0.04716,Low-Low,3,1,1,-1.5582318445,0.04628,2
15518,Pajarito,Boyacá,1.54,6,-1.0661564298,0.0847661071,-0.0904546212,0.38968,Low-High,1,1,1,-0.2113988568,0.39312,4
15522,Panqueba,Boyacá,2,5,-0.8057837903,-1.4419986746,1.1629766033,0.00012,Low-Low,3,1,3,-3.2812202477,4e-05,1
15531,Pauna,Boyacá,2.86,7,-0.3190001599,-0.8931137439,0.2851578052,0.00352,Low-Low,3,1,3,-2.3314614504,0.00304,1
15533,Paya,Boyacá,0.47,5,-1.6718058304,-0.0110812123,0.0185421761,0.487,Low-Low,1,1,1,-0.707025971,0.4848,4
15537,Paz de Río,Boyacá,1.86,7,-0.8850276371,-0.7184538367,0.636419226,0.017,Low-Low,3,1,1,-2.0984883743,0.01824,2
15542,Pesca,Boyacá,0.79,9,-1.4906770377,-0.7724510611,1.1525031622,0.00484,Low-Low,3,1,1,-2.68181624,0.00424,1
15550,Pisba,Boyacá,3.2,5,-0.1265508177,-0.589561294,0.0746760794,0.0818,Low-Low,1,1,1,-1.2584735298,0.0828,3
15572,Puerto Boyacá,Boyacá,3.39,9,-0.019005597,-0.2315803607,0.0044052528,0.24948,Low-Low,1,1,1,-0.6680858995,0.2432,4
15580,Quípama,Boyacá,1.59,5,-1.0378550559,-0.6088062282,0.6324167762,0.07636,Low-Low,1,1,1,-1.6709006957,0.07184,3
15599,Ramiriquí,Boyacá,4.34,8,0.5187205063,-0.950120797,-0.493287183,0.00124,High-Low,4,1,4,-2.37028276,0.00116,1
15600,Ráquira,Boyacá,3.18,8,-0.1378713672,-0.6536639058,0.090202002,0.02112,Low-Low,3,1,1,-1.7962861857,0.0224,2
15621,Rondón,Boyacá,2.52,6,-0.5114495021,-0.8642732963,0.4424268187,0.00928,Low-Low,3,1,1,-2.1600520497,0.00812,1
15632,Saboyá,Boyacá,1.39,7,-1.1510605514,-0.6691285851,0.7708952034,0.02796,Low-Low,3,1,1,-2.0703709341,0.0252,2
15638,Sáchica,Boyacá,3.81,6,0.2187259434,-0.8614431589,-0.1885881997,0.0086,High-Low,4,1,1,-1.8767676648,0.00876,1
15646,Samacá,Boyacá,1.89,8,-0.8680468128,-0.6777200736,0.5888180112,0.01756,Low-Low,3,1,1,-2.1050698214,0.01664,2
15660,San Eduardo,Boyacá,0.84,4,-1.4623756638,-0.737860493,1.0799926472,0.0556,Low-Low,1,1,1,-1.9783361752,0.05408,3
15664,San José de Pare,Boyacá,3.21,7,-0.1208905429,0.5259980025,-0.0636449592,0.08688,Low-High,1,1,1,1.2635541197,0.08684,5
15667,San Luis de Gaceno,Boyacá,6,6,1.4583261184,-0.0010813936,-0.0015784325,0.47628,High-Low,1,1,1,0.5504644511,0.4724,4
15673,San Mateo,Boyacá,1.05,6,-1.3435098936,-1.2274742608,1.6505962455,2e-04,Low-Low,3,1,3,-3.3017739645,0.00012,1
15676,San Miguel de Sema,Boyacá,1.36,6,-1.1680413757,-0.4831481283,0.5648408767,0.1086,Low-Low,1,1,1,-1.5419770282,0.1092,4
15681,San Pablo de Borbur,Boyacá,1.76,4,-0.9416303848,-0.6685221271,0.630062802,0.07368,Low-Low,1,1,1,-1.6206169071,0.0746,3
15686,Santana,Boyacá,4.19,4,0.4338163847,-0.0586275204,-0.0254562875,0.4752,High-Low,1,1,1,0.0893319348,0.4788,4
15690,Santa María,Boyacá,1.52,7,-1.0774769793,-0.3537704192,0.3815198215,0.17316,Low-Low,1,1,1,-1.2609903337,0.17208,4
15693,Santa Rosa de Viterbo,Boyacá,2.39,6,-0.5850330742,-0.5774860412,0.3381500843,0.06668,Low-Low,1,1,1,-1.5355387467,0.06712,3
15696,Santa Sofía,Boyacá,3.35,6,-0.0416466961,-0.4925819196,0.0205327259,0.10304,Low-Low,1,1,1,-1.1363652953,0.10244,4
15720,Sativanorte,Boyacá,3.97,7,0.3092903398,-0.6812577453,-0.2108945703,0.02508,High-Low,4,1,1,-1.5823325076,0.0256,2
15723,Sativasur,Boyacá,0,4,-1.9378387446,-0.5142796395,0.9974808245,0.14252,Low-Low,1,1,1,-1.7905969849,0.14024,4
15740,Siachoque,Boyacá,1.76,6,-0.9416303848,-0.8001235155,0.7540933108,0.01468,Low-Low,3,1,1,-2.1772208003,0.01452,2
15753,Soatá,Boyacá,0.89,4,-1.4340742899,-0.3897535946,0.559434659,0.22304,Low-Low,1,1,1,-1.3415451376,0.21832,4
15755,Socotá,Boyacá,1.47,10,-1.1057783532,-0.5012610076,0.5547784675,0.04692,Low-Low,3,1,1,-1.8538817076,0.04548,2
15757,Socha,Boyacá,2.76,4,-0.3756029076,-1.291152352,0.4853935781,6e-04,Low-Low,3,1,3,-2.4832023763,0.00088,1
15759,Sogamoso,Boyacá,1.99,9,-0.8114440651,-0.5403797954,0.438879485,0.042,Low-Low,3,1,1,-1.8026071895,0.0414,2
15761,Somondoco,Boyacá,2.54,5,-0.5001289526,-0.9257816154,0.4634235916,0.01012,Low-Low,3,1,1,-2.0995469074,0.00932,1
15762,Sora,Boyacá,0.74,6,-1.5189784115,-0.7142760148,1.0859385694,0.0276,Low-Low,3,1,1,-2.2008278324,0.02744,2
15763,Sotaquirá,Boyacá,1.71,4,-0.9699317587,-0.3996590754,0.3879881388,0.2206,Low-Low,1,1,1,-1.1512689312,0.21144,4
15764,Soracá,Boyacá,2.53,7,-0.5057892274,-0.5971622344,0.3023079021,0.04608,Low-Low,3,1,1,-1.662668051,0.04532,2
15774,Susacón,Boyacá,4.64,6,0.6885287495,-0.7425773887,-0.5117423861,0.0228,High-Low,4,1,1,-1.4282340554,0.02284,2
15776,Sutamarchán,Boyacá,2.09,6,-0.7548413173,-0.2133416975,0.1611829129,0.31516,Low-Low,1,1,1,-0.771529345,0.31452,4
15778,Sutatenza,Boyacá,0.84,4,-1.4623756638,-0.788802966,1.1545561951,0.04268,Low-Low,3,1,1,-2.0696687543,0.041,2
15790,Tasco,Boyacá,1.24,6,-1.2359646729,-0.7105024983,0.8789400558,0.02972,Low-Low,3,1,1,-2.0849387658,0.02784,2
15798,Tenza,Boyacá,2.05,5,-0.7774824164,-1.136343837,0.8842761802,0.00116,Low-Low,3,1,3,-2.6440434466,0.00116,1
15804,Tibaná,Boyacá,1.51,5,-1.0831372541,-0.9065366812,0.9827803513,0.01136,Low-Low,3,1,1,-2.2988094706,0.01016,2
15808,Tinjacá,Boyacá,4.45,5,0.5809835288,-0.8103120101,-0.4711982685,0.02304,High-Low,4,1,1,-1.4206639883,0.02228,2
15810,Tipacoque,Boyacá,1.1,5,-1.3152085197,-0.9518188794,1.252958014,0.00688,Low-Low,3,1,1,-2.4864870012,0.00724,1
15814,Toca,Boyacá,2.2,4,-0.6925782948,-0.9161591483,0.6350784693,0.01844,Low-Low,3,1,1,-1.9529660144,0.01908,2
15816,Togüí,Boyacá,6.25,4,1.5998329877,0.0758040054,0.1213820286,0.41156,High-High,1,1,1,0.8529737767,0.41192,4
15820,Tópaga,Boyacá,2.01,6,-0.8001235155,-0.7774824164,0.6226373946,0.01796,Low-Low,3,1,1,-2.0720622029,0.01744,2
15822,Tota,Boyacá,1.86,5,-0.8850276371,-0.7435207678,0.6586239608,0.03332,Low-Low,3,1,1,-1.8840652982,0.03352,2
15832,Tununguá,Boyacá,0.73,4,-1.5246386863,-0.8963481866,1.3678273067,0.02264,Low-Low,3,1,1,-2.2903891538,0.01956,2
15835,Turmequé,Boyacá,0.93,4,-1.4114331909,-1.0166290255,1.4361851137,0.00912,Low-Low,3,1,1,-2.4552951994,0.00868,1
15837,Tuta,Boyacá,2.51,8,-0.5171097769,-0.6281926693,0.3251346109,0.02816,Low-Low,3,1,1,-1.8550119078,0.02636,2
15839,Tutazá,Boyacá,1.91,6,-0.8567262632,-0.4822047492,0.4134863277,0.1084,Low-Low,1,1,1,-1.421795774,0.10524,4
15842,Umbita,Boyacá,1.17,7,-1.2755865963,-1.1648069329,1.4871387289,2e-04,Low-Low,3,1,3,-3.3456976866,0.00012,1
15861,Ventaquemada,Boyacá,2.83,8,-0.3359809842,-0.917574217,0.3085627452,0.00148,Low-Low,3,1,3,-2.569192464,0.00176,1
15879,Viracachá,Boyacá,1.86,4,-0.8850276371,-0.7435207678,0.6586239608,0.05164,Low-Low,1,1,1,-1.7297085988,0.05064,3
15897,Zetaquira,Boyacá,1,9,-1.3718112675,-0.6680504375,0.9172573666,0.01352,Low-Low,3,1,1,-2.3455951921,0.01376,2
17001,Manizales,Caldas,3.06,7,-0.2057946645,0.1499940355,-0.0308955329,0.32124,Low-High,1,1,1,0.2995275981,0.33016,4
17013,Aguadas,Caldas,3.24,9,-0.1039097186,-0.2661709287,0.0276824407,0.21508,Low-Low,1,1,1,-0.7939440458,0.2174,4
17042,Anserma,Caldas,3.81,8,0.2187259434,0.3779211714,0.0827349694,0.14108,High-High,1,1,1,1.0850629548,0.14368,4
17050,Aranzazu,Caldas,3.3,5,-0.0699480699,0.0511818102,-0.0035832653,0.42968,Low-High,1,1,1,0.0761222428,0.43068,4
17088,Belalcázar,Caldas,5.08,7,0.9375808394,1.004695526,0.9428243311,0.009,High-High,2,1,1,2.8280888287,0.00812,7
17174,Chinchiná,Caldas,5.53,7,1.1922932042,0.6933804136,0.8274508914,0.04112,High-High,2,1,1,2.1452367092,0.04112,6
17272,Filadelfia,Caldas,4.64,6,0.6885287495,-0.0529672456,-0.0365020334,0.46676,High-Low,1,1,1,0.1405605305,0.47404,4
17380,La Dorada,Caldas,4.41,7,0.5583424297,-0.0990580545,-0.0553576973,0.41432,High-Low,1,1,1,-0.0479236274,0.41492,4
17388,La Merced,Caldas,3.91,6,0.2753286911,-0.0246658718,-0.0067972858,0.4986,High-Low,1,1,1,0.0482784961,0.49876,4
17433,Manzanares,Caldas,2.27,5,-0.6529563714,-0.1412675321,0.0923238937,0.39836,Low-Low,1,1,1,-0.5564205452,0.3994,4
17442,Marmato,Caldas,3.05,4,-0.2114549392,-0.0713631386,0.0151035614,0.46876,Low-Low,1,1,1,-0.2227210437,0.47188,4
17444,Marquetalia,Caldas,3.37,6,-0.0303261465,-0.1284375759,0.0038984944,0.39504,Low-Low,1,1,1,-0.3036808912,0.39488,4
17446,Marulanda,Caldas,2.97,7,-0.2567371374,-0.2559285267,0.0657650237,0.25364,Low-Low,1,1,1,-0.7267589697,0.25796,4
17486,Neira,Caldas,3.8,7,0.2130656686,-0.0125367116,-0.0026735278,0.49148,High-Low,1,1,1,0.0444622476,0.49296,4
17495,Norcasia,Caldas,2.37,5,-0.5963536237,0.1089166128,-0.0650108103,0.3778,Low-High,1,1,1,-0.0211920323,0.37808,4
17513,Pácora,Caldas,3.89,5,0.2640081416,-0.2748500167,-0.0726274302,0.2772,High-Low,1,1,1,-0.4544722571,0.27948,4
17524,Palestina,Caldas,3.87,4,0.252687592,0.7239054668,0.1830852524,0.07784,High-High,1,1,1,1.4111173156,0.07972,5
17541,Pensilvania,Caldas,3.55,8,0.0715587993,-0.1682953441,-0.0120537654,0.33124,High-Low,1,1,1,-0.4266507954,0.3264,4
17616,Risaralda,Caldas,6.41,6,1.6903973841,0.2800455868,0.4738109955,0.22964,High-High,1,1,1,1.2779902577,0.23,4
17653,Salamina,Caldas,2.25,8,-0.664276921,0.0383046851,-0.0254676369,0.43992,Low-High,1,1,1,-0.1197615378,0.44004,4
17662,Samaná,Caldas,2.45,6,-0.5510714256,0.1781606409,-0.0982668984,0.3108,Low-High,1,1,1,0.19635897,0.31372,4
17665,San José,Caldas,1.95,3,-0.8340851641,0.8470164431,-0.7071146381,0.07588,Low-High,1,1,1,0.8550088853,0.08,5
17777,Supía,Caldas,3.15,5,-0.1548521915,-0.1401354771,0.021719661,0.39512,Low-Low,1,1,1,-0.3502069623,0.39176,4
17867,Victoria,Caldas,4.82,6,0.7904136954,-0.1746631532,-0.1381794128,0.34744,High-Low,1,1,1,-0.097655884,0.3458,4
17873,Villamaría,Caldas,3.27,9,-0.0869288943,0.2935673543,-0.0255422708,0.18436,Low-High,1,1,1,0.811646306,0.18684,4
17877,Viterbo,Caldas,3.27,7,-0.0869288943,0.8672317101,-0.0754548039,0.01716,Low-High,5,1,1,2.1231444348,0.01776,6
18001,Florencia,Caquetá,5.93,8,1.418704195,1.4427603628,2.0486777239,4e-04,High-High,2,1,2,4.3377102095,0.00052,7
18029,Albania,Caquetá,6.66,4,1.8319042534,1.7215288953,3.1564918879,0.00252,High-High,2,1,2,3.9075411442,0.0036,7
18094,Belén de los Andaquies,Caquetá,6.12,7,1.5262494157,1.6507754607,2.5217446315,0.00012,High-High,2,1,2,4.6416637224,2e-04,7
18247,El Doncello,Caquetá,5.42,5,1.1300301817,1.4288926896,1.6161335548,0.00344,High-High,2,1,2,3.3871246024,0.00388,7
18256,El Paujil,Caquetá,7.8,7,2.4771755774,1.1761209905,2.9160594957,0.00344,High-High,2,1,2,3.8001489046,0.00356,7
13140,Calamar,Bolívar,2.11,10,-0.7435207678,-0.268057687,0.1994844094,0.1996,Low-Low,1,1,1,-1.0375071882,0.19712,4
13160,Cantagallo,Bolívar,4.09,4,0.377213637,0.4366465221,0.1648560843,0.17876,High-High,1,1,1,0.9519174041,0.18328,4
