x,y,dane_sede,sector,clase,zona,estrato
4872766.91770248,2069616.11824527,311001043736,No oficial,Privado,Urbana,4
4872180.55536803,2066988.35226065,311001043833,No oficial,Privado,Urbana,3
4870969.92335564,2068610.01099904,311001044830,No oficial,Privado,Urbana,2
4869833.47381045,2067690.79343605,311001045241,No oficial,Privado,Urbana,3
4869651.61030984,2068485.0749313,311001045348,No oficial,Privado,Urbana,2
4873445.49104777,2069754.13539081,311001046123,No oficial,Privado,Urbana,4
4871243.39425634,2070572.30311418,311001046409,No oficial,Privado,Urbana,2
4872333.62356191,2066947.26734837,311001047120,No oficial,Privado,Urbana,3
4871911.9333242,2069533.99420581,311001047421,No oficial,Privado,Urbana,3
4870896.26881399,2069191.81168819,311001047880,No oficial,Privado,Urbana,2
4873763.28285392,2071155.97085323,311001050252,No oficial,Privado,Urbana,3
4869921.71856494,2067430.20946364,311001050295,No oficial,Privado,Urbana,3
4873971.37503833,2071264.1518367,311001075051,No oficial,Privado,Urbana,3
4870385.72121669,2070068.21383798,311001075395,No oficial,Privado,Urbana,2
4869347.39281217,2071335.30700105,311001075441,No oficial,Privado,Urbana,2
4873489.33683904,2071034.78514296,311001075506,No oficial,Privado,Urbana,3
4874734.9507483,2067844.38923487,311001075671,No oficial,Privado,Urbana,3
4874685.60636404,2070100.44404021,311001075972,No oficial,Privado,Urbana,3
4874087.50761073,2069348.14778846,311001076138,No oficial,Privado,Urbana,3
4873935.22507763,2071184.80733925,311001076626,No oficial,Privado,Urbana,3
4870363.23570269,2067267.72872294,311001076685,No oficial,Privado,Urbana,2
4870812.9118562,2067926.2476244,311001087024,No oficial,Privado,Urbana,2
4870501.44861145,2067840.47757191,311001087059,No oficial,Privado,Urbana,3
4869580.44002189,2067651.98746308,311001087121,No oficial,Privado,Urbana,3
4870907.58088728,2070223.93877462,311001087601,No oficial,Privado,Urbana,2
4873772.97626263,2068583.42110772,311001087741,No oficial,Privado,Urbana,3
4874159.39422834,2071057.59614739,311001087911,No oficial,Privado,Urbana,3
4870058.67258183,2069085.76778159,311001088063,No oficial,Privado,Urbana,2
4873096.16104135,2067773.4367574,311001088187,No oficial,Privado,Urbana,3
4872785.47731465,2069993.02941906,311001089001,No oficial,Privado,Urbana,3
4873387.33858276,2070190.41670312,311001089043,No oficial,Privado,Urbana,3
4873333.24980408,2068992.59463603,311001089108,No oficial,Privado,Urbana,3
4871416.47425758,2070754.12228293,311001089230,No oficial,Privado,Urbana,2
4873013.64674788,2070564.49278722,311001089299,No oficial,Privado,Urbana,3
4873345.93155924,2068809.73416119,311001089353,No oficial,Privado,Urbana,3
4873208.2083514,2066920.32947452,311001089892,No oficial,Privado,Urbana,3
4871228.166499,2068393.95828445,311001090319,No oficial,Privado,Urbana,3
4869991.78718214,2070824.9744667,311001090572,No oficial,Privado,Urbana,2
4874159.73045684,2072120.97291989,311001090742,No oficial,Privado,Urbana,3
4869661.12602056,2070893.26020356,311001090866,No oficial,Privado,Urbana,2
4871899.71712539,2068189.6471343,311001091552,No oficial,Privado,Urbana,3
4872043.05433412,2068951.24365782,311001091595,No oficial,Privado,Urbana,3
4873011.44818719,2070060.98032866,311001091803,No oficial,Privado,Urbana,3
4870981.26821369,2070327.63431263,311001091838,No oficial,Privado,Urbana,2
4869903.61686638,2067091.84033262,311001092397,No oficial,Privado,Urbana,2
4873448.52363603,2069269.67209301,311001092800,No oficial,Privado,Urbana,3
4872354.59179416,2069494.39414334,311001093474,No oficial,Privado,Urbana,3
4872594.15926002,2070193.10979618,311001093504,No oficial,Privado,Urbana,3
4872270.44502083,2067064.85206275,311001093822,No oficial,Privado,Urbana,3
4871080.16447453,2070435.41294464,311001094420,No oficial,Privado,Urbana,2
4870853.72338188,2067738.8896649,311001094691,No oficial,Privado,Urbana,2
4871636.83479822,2067919.78175009,311001095370,No oficial,Privado,Urbana,3
4874665.09861787,2070166.13392034,311001095434,No oficial,Privado,Urbana,3
4873114.50298938,2066053.51323887,311001095809,No oficial,Privado,Urbana,3
4871057.60261979,2070819.93075298,311001096066,No oficial,Privado,Urbana,3
4870753.45248322,2070293.83104195,311001096112,No oficial,Privado,Urbana,2
4872946.73860141,2066628.06256697,311001096287,No oficial,Privado,Urbana,3
4873771.87905462,2069659.30529045,311001098476,No oficial,Privado,Urbana,3
4874405.38803017,2069419.72267384,311001098603,No oficial,Privado,Urbana,3
4869353.34347803,2068889.397641,311001099308,No oficial,Privado,Urbana,3
4871224.72939131,2071095.93415244,311001099383,No oficial,Privado,Urbana,2
4872499.63499417,2071251.02695627,311001099391,No oficial,Privado,Urbana,2
4870394.01870429,2066956.64143388,311001099413,No oficial,Privado,Urbana,3
4870932.95460532,2070536.12237263,311001099472,No oficial,Privado,Urbana,2
4869275.58190701,2070033.46867018,311001099511,No oficial,Privado,Urbana,2
4873891.30491504,2070358.23558902,311001099570,No oficial,Privado,Urbana,3
4871619.57448108,2070488.60313682,311001099596,No oficial,Privado,Urbana,2
4873305.7262567,2070688.638935,311001099626,No oficial,Privado,Urbana,3
4874752.6419332,2069621.09873165,311001100471,No oficial,Privado,Urbana,3
4871576.96879122,2070778.20064387,311001100519,No oficial,Privado,Urbana,2
4874210.95799063,2072136.41650851,311001100551,No oficial,Privado,Urbana,3
4870493.13952263,2068852.7460242,311001101892,No oficial,Privado,Urbana,2
4870831.44832814,2070621.55282239,311001102431,No oficial,Privado,Urbana,2
4873464.00032245,2070746.33206723,311001102716,No oficial,Privado,Urbana,3
4870707.52372148,2067749.6033855,311001102856,No oficial,Privado,Urbana,3
4871492.68862511,2069311.35002414,311001104867,No oficial,Privado,Urbana,3
4869681.63409913,2067971.36434123,311001104905,No oficial,Privado,Urbana,3
4873961.68876475,2071036.96999059,311001106363,No oficial,Privado,Urbana,3
4875088.39914985,2068841.11237619,311001106380,No oficial,Privado,Urbana,2
4870234.78519971,2068504.73652552,311001106398,No oficial,Privado,Urbana,3
4872187.35212239,2068589.21313163,311001106401,No oficial,Privado,Urbana,3
4873388.29177557,2067309.97546378,311001106410,No oficial,Privado,Urbana,3
4871983.79163843,2068886.36195954,311001106606,No oficial,Privado,Urbana,3
4872358.68565746,2068605.70191551,311001106622,No oficial,Privado,Urbana,3
4872173.41092789,2067149.30757223,311001107157,No oficial,Privado,Urbana,3
4870264.97265345,2067966.88306153,311001107637,No oficial,Privado,Urbana,3
4871625.14345723,2070869.18977844,311001108285,No oficial,Privado,Urbana,2
4872293.18619954,2070045.16529334,311001108544,No oficial,Privado,Urbana,3
4869810.81381684,2067725.43567313,311001108617,No oficial,Privado,Urbana,3
4869804.18070994,2067748.74911189,311001108714,No oficial,Privado,Urbana,3
4870850.36648934,2071394.57242398,311001108781,No oficial,Privado,Urbana,2
4873479.65741024,2068548.90919558,311001108862,No oficial,Privado,Urbana,3
4870984.26782604,2068524.72447022,311001108927,No oficial,Privado,Urbana,3
4873119.17524299,2070814.53228225,311001109010,No oficial,Privado,Urbana,3
4873051.8795296,2069619.23557043,311001109028,No oficial,Privado,Urbana,4
4874301.78511446,2069778.20066876,311001109087,No oficial,Privado,Urbana,3
4872873.47623859,2071486.81837765,311001109109,No oficial,Privado,Urbana,3
4874907.30226617,2068120.07661378,311001109117,No oficial,Privado,Urbana,3
4869711.8988285,2067146.13581976,311001109125,No oficial,Privado,Urbana,2
4871266.70557706,2071103.0621926,311001109133,No oficial,Privado,Urbana,2
4872867.63043484,2067869.51485273,311001109141,No oficial,Privado,Urbana,3
4873751.32329198,2070888.43717943,311001109168,No oficial,Privado,Urbana,3
4871927.15198568,2068173.59215188,311001109435,No oficial,Privado,Urbana,3
4869622.49790113,2069629.5833042,311001109672,No oficial,Privado,Urbana,2
4870218.40159293,2070250.72850313,311001109699,No oficial,Privado,Urbana,2
4873982.32353218,2069479.50840438,311001109753,No oficial,Privado,Urbana,3
4872340.41766437,2068863.61260437,311001109940,No oficial,Privado,Urbana,3
4872390.47363948,2068749.03686059,311001110140,No oficial,Privado,Urbana,3
4872592.95720532,2071556.41163472,311001110280,No oficial,Privado,Urbana,2
4871625.14345723,2070869.18977844,311001110557,No oficial,Privado,Urbana,2
4870249.06904136,2070916.84110142,311001800618,No oficial,Privado,Urbana,2
4869661.12602056,2070893.26020356,311001800731,No oficial,Privado,Urbana,
4870469.46126712,2070766.23107527,311001800766,No oficial,Privado,Urbana,2
4873861.12285536,2066704.15932486,311001800774,No oficial,Privado,Urbana,2
4872008.2560686,2068913.08527762,311001800880,No oficial,Privado,Urbana,
4870423.10625446,2067880.2921551,311001800988,No oficial,Privado,Urbana,3
4869978.43360171,2068150.61408782,311001801062,No oficial,Privado,Urbana,
4872005.56954203,2068523.27357877,311001801151,No oficial,Privado,Urbana,
4873109.24919898,2074164.28438706,111001014346,Oficial,Distrital,Urbana,3
4872568.25324867,2074371.23241794,111001102199,Oficial,Distrital,Urbana,3
4872895.07101675,2074403.87898041,111279000214,Oficial,Distrital,Urbana,3
4871420.19187397,2074327.29784791,111001104272,Oficial,Distrital,Urbana,2
4874660.56746527,2072635.57159267,111001800091,Oficial,Distrital,Urbana,
4874517.93218526,2072125.29454702,111001801322,Oficial,Distrital,Urbana,
4871542.81768675,2076228.24679292,111279000061,Oficial,Distrital,Urbana,3
4871234.54988506,2076621.21372184,111279001261,Oficial,Distrital,Urbana,2
4871303.98609428,2076152.14297411,111279000079,Oficial,Distrital,Urbana,
4873695.7725797,2074446.30719799,111279000125,Oficial,Distrital,Urbana,3
4875742.46867188,2074347.84158829,111279000761,Oficial,Distrital,Urbana,4
4873795.08156452,2074790.86191331,111001107018,Oficial,Distrital,Urbana,3
4873031.39161628,2075982.6295575,111279000168,Oficial,Distrital,Urbana,3
4873826.66993267,2075472.07605983,111279000184,Oficial,Distrital,Urbana,3
4873708.48678118,2075659.30337297,111279000176,Oficial,Distrital,Urbana,3
4873831.1271278,2075166.13069766,111279000362,Oficial,Distrital,Urbana,3
4875047.45360153,2075474.42505878,111279000231,Oficial,Distrital,Urbana,3
4872785.51654833,2075044.6892345,111279000966,Oficial,Distrital,Urbana,3
4872926.33854531,2075591.83286133,111279000087,Oficial,Distrital,Urbana,3
4872174.4796653,2075532.51836408,111001044938,Oficial,Distrital,Urbana,3
4872495.93653557,2075665.3379968,111279000991,Oficial,Distrital,Urbana,3
4872680.32987751,2076152.83916119,111279001296,Oficial,Distrital,Urbana,3
4875254.65995018,2073595.19926008,311001001928,No oficial,Privado,Urbana,4
4876118.32848112,2073689.12872386,311001005176,No oficial,Privado,Urbana,4
4873786.62007098,2074647.83352432,311001006130,No oficial,Privado,Urbana,3
4875178.6012349,2073680.62902946,311001027722,No oficial,Privado,Urbana,4
4875963.91720363,2073828.80206225,311001031461,No oficial,Privado,Urbana,4
4873355.37882468,2075934.14324776,311001033111,No oficial,Privado,Urbana,3
4875750.7606366,2074158.55873925,311001040966,No oficial,Privado,Urbana,4
4872919.42191485,2075250.43796237,311001044953,No oficial,Privado,Urbana,3
4872130.33955833,2075882.96600975,311001044970,No oficial,Privado,Urbana,3
4873167.96876681,2073877.72986649,311001047596,No oficial,Privado,Urbana,3
4870494.55681509,2077194.55304254,311001075492,No oficial,Privado,Urbana,2
4872895.07101675,2074403.87898041,311001075557,No oficial,Privado,Urbana,3
4876067.3506871,2074146.90656207,311001076642,No oficial,Privado,Urbana,4
4872438.89458688,2076160.70947428,311001076669,No oficial,Privado,Urbana,3
4873616.2132814,2074566.51338033,311001086931,No oficial,Privado,Urbana,3
4873817.10141525,2074223.1550268,311001087300,No oficial,Privado,Urbana,3
4875847.39122044,2074230.27384749,311001087539,No oficial,Privado,Urbana,4
4876412.24955186,2073692.86623646,311001087580,No oficial,Privado,Urbana,4
4872223.04672342,2075606.62929161,311001087857,No oficial,Privado,Urbana,3
4875702.16782885,2073666.49472884,311001088110,No oficial,Privado,Urbana,4
4872080.21319183,2075118.70198232,311001088217,No oficial,Privado,Urbana,3
4875504.93754299,2073338.02302272,311001088641,No oficial,Privado,Urbana,4
4876220.82060777,2073632.89302427,311001089540,No oficial,Privado,Urbana,4
4871856.0805818,2076143.25198283,311001090009,No oficial,Privado,Urbana,3
4876197.16180511,2074020.78167983,311001090653,No oficial,Privado,Urbana,4
4876586.31027367,2072804.41277805,311001091820,No oficial,Privado,Urbana,4
4872373.62972856,2074684.04734315,311001093270,No oficial,Privado,Urbana,3
4876555.03851465,2072534.12061696,311001093652,No oficial,Privado,Urbana,4
4872337.43838115,2076273.92737353,311001094152,No oficial,Privado,Urbana,2
4875030.14689349,2073893.05142622,311001096490,No oficial,Privado,Urbana,4
4874989.95725471,2073824.31925498,311001098450,No oficial,Privado,Urbana,4
4872448.54052674,2076245.28842828,311001099707,No oficial,Privado,Urbana,2
4876023.6464479,2073702.23175117,311001099723,No oficial,Privado,Urbana,4
4872862.86221532,2075990.77367922,311001099758,No oficial,Privado,Urbana,3
4875264.9868818,2073821.53976818,311001099766,No oficial,Privado,Urbana,4
4875477.87845891,2073665.91841458,311001099774,No oficial,Privado,Urbana,4
4873594.15277545,2075289.49572641,311001099782,No oficial,Privado,Urbana,3
4872850.33548344,2075081.4728844,311001099791,No oficial,Privado,Urbana,3
4874941.42529146,2073442.40060611,311001099839,No oficial,Privado,Urbana,4
4870613.09758175,2077115.26037792,311001102350,No oficial,Privado,Urbana,2
4874944.19262638,2073946.87389319,311001105006,No oficial,Privado,Urbana,4
4872949.80885411,2074564.59140256,311001105057,No oficial,Privado,Urbana,3
4876241.41766908,2073709.23471071,311001105081,No oficial,Privado,Urbana,4
4875972.02706845,2073662.46688909,311001106428,No oficial,Privado,Urbana,4
4875388.32760818,2073395.86470043,311001107505,No oficial,Privado,Urbana,4
4875701.71154108,2074226.56124169,311001107581,No oficial,Privado,Urbana,4
4875256.59701945,2073782.52252374,311001108153,No oficial,Privado,Urbana,4
4873653.6668865,2075115.50143843,311001108382,No oficial,Privado,Urbana,3
4875797.51641073,2074297.81188843,311001108528,No oficial,Privado,Urbana,4
4875585.62051868,2073703.51565518,311001108561,No oficial,Privado,Urbana,4
4875299.46122481,2073853.49339139,311001108838,No oficial,Privado,Urbana,4
4872863.97340943,2074263.23301567,311001108986,No oficial,Privado,Urbana,3
4872359.66304008,2074672.14673396,311001108994,No oficial,Privado,Urbana,3
4875975.27299059,2073379.81816925,311001109800,No oficial,Privado,Urbana,4
4873714.72166997,2075139.95025659,311001109958,No oficial,Privado,Urbana,3
4875997.12419193,2074066.14892013,311001800189,No oficial,Privado,Urbana,4
4873902.14580977,2074248.99848167,311001800970,No oficial,Privado,Urbana,
4872396.09456763,2074347.09546731,311001801402,No oficial,Privado,Urbana,
4873428.95287802,2075331.54809116,311279000027,No oficial,Privado,Urbana,3
4873744.57421162,2074648.17957036,311279000035,No oficial,Privado,Urbana,3
4873365.22167829,2074885.32778976,311279000043,No oficial,Privado,Urbana,3
4873129.38373382,2074457.31382563,311279000094,No oficial,Privado,Urbana,2
4872953.97974353,2074811.14175968,311279000281,No oficial,Privado,Urbana,3
4872574.71037925,2074892.92486438,311279000311,No oficial,Privado,Urbana,3
4873592.23270028,2075026.10333763,311279000353,No oficial,Privado,Urbana,3
4873902.14690547,2074248.9984799,311279000370,No oficial,Privado,Urbana,
4874322.13173001,2075429.74469484,311279000396,No oficial,Privado,Urbana,3
4873305.23429766,2074608.50103886,311279000426,No oficial,Privado,Urbana,3
4873239.0909529,2076127.84283349,311279000779,No oficial,Privado,Urbana,3
4872585.57003709,2075022.81189568,311279000876,No oficial,Privado,Urbana,3
4872885.2143843,2074420.19135166,311279000906,No oficial,Privado,Urbana,3
4872629.47975745,2075099.69929903,311279001066,No oficial,Privado,Urbana,3
4872810.0478899,2074694.39270097,311279001236,No oficial,Privado,Urbana,3
4872699.89913748,2075165.38612872,311279001384,No oficial,Privado,Urbana,3
4873423.23693618,2074643.20398233,311279001406,No oficial,Privado,Urbana,3
4877895.61989909,2079430.30850002,111001000272,Oficial,Distrital,Urbana,
4877832.30129907,2079496.04389466,111001029122,Oficial,Distrital,Urbana,
4877792.68810867,2074598.63891869,111001001121,Oficial,Distrital,Urbana,3
4877861.65127782,2074534.41526848,111001013544,Oficial,Distrital,Urbana,3
4878043.7238586,2074768.55792735,111001013536,Oficial,Distrital,Urbana,3
4876743.09953474,2074579.49997123,111001013480,Oficial,Distrital,Urbana,3
4875628.75393158,2078647.76586993,111001001538,Oficial,Distrital,Urbana,3
4877600.06272904,2075868.40811251,111001006483,Oficial,Distrital,Urbana,3
4877967.24305953,2075562.18225015,111001013528,Oficial,Distrital,Urbana,3
4877898.58174902,2075120.60022344,111001009521,Oficial,Distrital,Urbana,3
4877568.76789593,2075574.28474672,111001013510,Oficial,Distrital,Urbana,3
4879985.27086997,2076026.66329072,111001009580,Oficial,Distrital,Urbana,3
4880033.15642409,2075710.79908496,111001015199,Oficial,Distrital,Urbana,3
4878976.57725124,2074938.60911569,111001009971,Oficial,Distrital,Urbana,3
4878988.70046788,2075106.60376262,111001015385,Oficial,Distrital,Urbana,3
4879257.4864988,2075276.97657125,111001015415,Oficial,Distrital,Urbana,3
4878552.30719795,2074002.3906296,111001010740,Oficial,Distrital,Urbana,
4878752.55619264,2074447.51710903,111001015351,Oficial,Distrital,Urbana,3
4879158.37394106,2074855.802572,111001015431,Oficial,Distrital,Urbana,
4879158.37394106,2074855.802572,111001015393,Oficial,Distrital,Urbana,3
4877502.80357825,2078358.46104817,111001011070,Oficial,Distrital,Urbana,3
4878211.02034486,2078847.76742687,111001011771,Oficial,Distrital,Urbana,3
4878498.42134336,2078922.69629283,111001024708,Oficial,Distrital,Urbana,3
4879098.17897188,2078062.96139693,111001012441,Oficial,Distrital,Urbana,3
4877826.27943133,2077361.50605554,111001012459,Oficial,Distrital,Urbana,3
4877739.44656569,2076992.46053117,111001033944,Oficial,Distrital,Urbana,3
4878270.05108516,2076782.45717761,111001012483,Oficial,Distrital,Urbana,3
4878626.72720638,2076519.19547917,111001013099,Oficial,Distrital,Urbana,3
4879470.06934102,2075314.01533259,111001013293,Oficial,Distrital,Urbana,3
4879311.09896416,2075710.76639466,111001015181,Oficial,Distrital,Urbana,3
4876466.79357399,2077223.19562534,111001015458,Oficial,Distrital,Urbana,3
4876768.56432427,2076500.58023357,111001015342,Oficial,Distrital,Urbana,3
4876898.51959551,2077092.14691212,111001033995,Oficial,Distrital,Urbana,3
4878147.09171933,2078417.77547815,111001015806,Oficial,Distrital,Urbana,3
4878285.18576337,2077971.40995494,111001013561,Oficial,Distrital,Urbana,3
4878440.32953372,2077780.81951064,111001013609,Oficial,Distrital,Urbana,3
4877625.85264149,2078291.67255174,111001015814,Oficial,Distrital,Urbana,3
4877383.6322421,2078108.39320101,111001015784,Oficial,Distrital,Urbana,3
4879906.08770359,2075961.47646286,111001017795,Oficial,Distrital,Urbana,3
4875180.78727229,2078655.09671952,111001025216,Oficial,Distrital,Urbana,2
4873098.77617666,2079885.32180602,111001028207,No oficial,Privado - regimen especial,Urbana,
4876141.99841922,2078594.56559911,111001033979,Oficial,Distrital,Urbana,3
4876225.80755222,2078721.63682562,111001015831,Oficial,Distrital,Urbana,3
4877106.54609851,2077933.02334694,111001034002,Oficial,Distrital,Urbana,3
4878763.82000688,2075646.33280322,111001035521,Oficial,Distrital,Urbana,3
4878792.82376249,2075449.51156636,111001018236,Oficial,Distrital,Urbana,3
4878699.712261,2075386.56010477,111001018139,Oficial,Distrital,Urbana,3
4879509.15817171,2076351.23568628,111001036625,Oficial,Distrital,Urbana,3
4878096.57820242,2076135.01883436,111001046299,Oficial,Distrital,Urbana,3
4877681.71808353,2076210.65511208,111001018228,Oficial,Distrital,Urbana,3
4875255.11267651,2077472.25911194,111001098922,Oficial,Distrital - administracion contratada,Urbana,2
4873182.4758322,2079836.28712337,111001098931,Oficial,Distrital - administracion contratada,Urbana,
4880033.15642409,2075710.79908496,111001104035,Oficial,Distrital,Urbana,3
4874215.48690445,2078345.61841332,111001108456,Oficial,Distrital,Urbana,2
4875798.63849343,2078993.37856181,111001108901,Oficial,Distrital,Urbana,3
4877046.06656408,2079622.7079571,111001109550,Oficial,Distrital,Urbana,3
4877272.74819686,2079550.1004923,111001801004,Oficial,Distrital,Urbana,
4874761.00833341,2079226.02631048,111001801055,Oficial,Distrital,Urbana,
4874012.50430827,2080225.87944894,111001801071,Oficial,Distrital,Urbana,
4878759.70312495,2077127.50849558,111265000017,Oficial,Distrital,Urbana,
4878710.1244929,2077411.13037502,111850001410,Oficial,Distrital,Urbana,
4873567.19520426,2079272.65835031,111265000025,Oficial,Distrital,Urbana,2
4873448.11687483,2079107.87042863,111001107042,Oficial,Distrital,Urbana,2
4873846.49807355,2079389.55850931,111001110639,Oficial,Distrital,Urbana,2
4874252.47496782,2078009.65592244,111265000343,Oficial,Distrital,Urbana,2
4873576.28129225,2078466.27483432,111001030601,Oficial,Distrital,Urbana,2
4875122.67215989,2078356.88536292,111001800946,Oficial,Distrital,Urbana,
4878068.11185416,2078709.48069393,111265000394,Oficial,Distrital,Urbana,3
4878616.08715843,2078393.36056737,111001015792,Oficial,Distrital,Urbana,3
4877143.45187697,2077661.58155767,111265000408,Oficial,Distrital,Urbana,3
4875674.36283584,2078053.62295017,311001000531,No oficial,Privado,Urbana,3
4877383.75623843,2074867.40191414,311001000859,No oficial,Privado,Urbana,3
4879610.69575663,2075846.53715584,311001001081,No oficial,Privado,Urbana,3
4877671.0198488,2073937.59088137,311001001090,No oficial,Privado,Urbana,
4878154.49599138,2078326.85468854,311001001707,No oficial,Privado,Urbana,
4877360.86430296,2073598.70026454,311001002908,No oficial,Privado,Urbana,2
4878844.80077545,2077969.21483984,311001005249,No oficial,Privado,Urbana,3
4878967.66934514,2076119.23291609,311001005273,No oficial,Privado,Urbana,3
4877290.78991578,2073915.85447689,311001008621,No oficial,Privado,Urbana,4
4877191.49623315,2073180.53344819,311001008680,No oficial,Privado,Urbana,3
4879112.96129265,2077323.20534589,311001009031,No oficial,Privado,Urbana,3
4878726.26430762,2078301.37200025,311001009741,No oficial,Privado,Urbana,3
4877320.3360618,2074028.56727989,311001011109,No oficial,Privado,Urbana,4
4878606.40351604,2078269.93052741,311001016836,No oficial,Privado,Urbana,3
4876655.36273823,2077583.82779504,311001018499,No oficial,Privado - regimen especial,Urbana,3
4878924.33270471,2073962.62396969,311001019053,No oficial,Privado,Urbana,
4875847.51893096,2076978.80103298,311001019061,No oficial,Privado,Urbana,3
4879081.63783983,2077939.18813824,311001019151,No oficial,Privado,Urbana,3
4876276.63924432,2078686.01475877,311001019339,No oficial,Privado,Urbana,3
4877456.18060152,2076265.28300124,311001019444,No oficial,Privado,Urbana,3
4876041.68564539,2077994.47726918,311001025878,No oficial,Privado,Urbana,3
4876884.55886524,2077915.2469811,311001026009,No oficial,Privado,Urbana,3
4873182.4758322,2079836.28712337,311001026076,No oficial,Privado,Urbana,
4877777.28135244,2077030.57025632,311001027188,No oficial,Privado,Urbana,3
4878837.3944941,2074793.57398837,311001027706,No oficial,Privado,Urbana,3
4876379.72750804,2078582.87763171,311001027871,No oficial,Privado,Urbana,3
4878829.47456342,2075085.41324679,311001027986,No oficial,Privado,Urbana,3
4879112.96129265,2077323.20534589,311001029229,No oficial,Privado,Urbana,3
4878148.8895088,2079248.82286988,311001029318,No oficial,Privado,Urbana,2
4876471.10287869,2079315.04967075,311001032149,No oficial,Privado,Urbana,3
4876840.30710601,2075543.52400658,311001032581,No oficial,Privado,Urbana,3
4877503.681102,2075957.22245463,311001033358,No oficial,Privado,Urbana,3
4877342.96619934,2075314.11195189,311001034389,No oficial,Privado,Urbana,3
4878951.90115454,2074843.55231369,311001034974,No oficial,Privado,Urbana,3
4876388.31419623,2078247.1348778,311001035873,No oficial,Privado,Urbana,3
4876972.10950276,2077007.39968507,311001036004,No oficial,Privado,Urbana,3
4876279.75689706,2078202.60716845,311001036527,No oficial,Privado,Urbana,3
4877358.11781322,2076338.05374733,311001037094,No oficial,Privado,Urbana,3
4877188.87187387,2077898.96690273,311001038163,No oficial,Privado,Urbana,3
4877945.3607516,2077023.2429769,311001038317,No oficial,Privado,Urbana,3
4877360.83498663,2073767.81816499,311001039101,No oficial,Privado,Urbana,4
4878248.5477946,2074227.81853319,311001039399,No oficial,Privado,Urbana,3
4879236.31976768,2076157.12971524,311001039917,No oficial,Privado,Urbana,3
4873313.85870695,2078765.13635557,311001040290,No oficial,Privado,Urbana,2
4876850.22729094,2075396.11198498,311001040630,No oficial,Privado,Urbana,3
4876403.08973796,2079241.68709958,311001040869,No oficial,Privado,Urbana,3
4878193.60317471,2075204.29894593,311001043159,No oficial,Privado,Urbana,3
4877718.60399507,2079357.39527317,311001043752,No oficial,Privado,Urbana,2
4878032.80357892,2078974.828527,311001043868,No oficial,Privado,Urbana,2
4878123.23936658,2074947.16537407,311001043957,No oficial,Privado,Urbana,3
4877522.80727326,2076798.36158785,311001044066,No oficial,Privado,Urbana,3
4876703.2073086,2075060.4903785,311001044082,No oficial,Privado,Urbana,3
4878537.65994765,2076495.63226046,311001044317,No oficial,Privado,Urbana,3
4877138.60064442,2075619.78450261,311001044473,No oficial,Privado,Urbana,3
4876232.93420652,2079300.77163601,311001044511,No oficial,Privado,Urbana,3
4876586.75841613,2079561.62813004,311001046328,No oficial,Privado,Urbana,3
4878775.38407254,2076479.65495382,311001047146,No oficial,Privado,Urbana,3
4876369.03886351,2079295.43793324,311001050058,No oficial,Privado,Urbana,3
4877223.2793267,2076492.27157483,311001050121,No oficial,Privado,Urbana,3
4876514.75504585,2080439.92418105,311001051071,No oficial,Privado,Urbana,3
4874680.35154605,2077502.46648389,311001051097,No oficial,Privado,Urbana,2
4877879.88652989,2076122.59191137,311001051101,No oficial,Privado,Urbana,3
4875398.67451127,2078248.65279147,311001051119,No oficial,Privado,Urbana,2
4876114.92130922,2079973.2888718,311001051178,No oficial,Privado,Urbana,3
4873444.75412592,2078560.08984121,311001051186,No oficial,Privado,Urbana,2
4879112.96129265,2077323.20534589,311001052018,No oficial,Privado,Urbana,
4877441.35884462,2079208.76832793,311001065080,No oficial,Privado,Urbana,2
4876764.64326718,2074663.69177412,311001075115,No oficial,Privado,Urbana,4
4876826.0380492,2077842.78789998,311001075174,No oficial,Privado,Urbana,3
4876939.55165183,2076627.639385,311001075468,No oficial,Privado,Urbana,3
4877272.43431257,2078295.19177421,311001076243,No oficial,Privado,Urbana,3
4875302.47671294,2077829.37636603,311001076430,No oficial,Privado,Urbana,2
4876954.62892658,2076102.47442106,311001076499,No oficial,Privado,Urbana,3
4875600.66618229,2080383.87427329,311001077398,No oficial,Privado,Urbana,3
4876006.11186195,2077830.80927726,311001077444,No oficial,Privado,Urbana,3
4875207.06525876,2078200.58300486,311001087008,No oficial,Privado,Urbana,2
4873326.01724782,2079115.9935671,311001087148,No oficial,Privado,Urbana,2
4875577.15880255,2078157.53672418,311001087245,No oficial,Privado,Urbana,3
4876308.78742761,2078186.81672938,311001087377,No oficial,Privado,Urbana,3
4877322.55792579,2076561.13605342,311001087491,No oficial,Privado,Urbana,3
4878359.24598328,2075013.19907677,311001087831,No oficial,Privado,Urbana,3
4876516.01289697,2079728.36048746,311001087989,No oficial,Privado,Urbana,3
4875347.4306031,2078104.12315482,311001088420,No oficial,Privado,Urbana,2
4873614.52151569,2079000.90356665,311001088489,No oficial,Privado,Urbana,2
4877418.7198376,2077547.22827879,311001088926,No oficial,Privado,Urbana,3
4878581.72250195,2074696.73401061,311001089311,No oficial,Privado,Urbana,3
4877738.14993142,2075940.63150821,311001089582,No oficial,Privado,Urbana,3
4877633.98760807,2075223.70365906,311001089728,No oficial,Privado,Urbana,3
4876724.81029538,2074236.53529932,311001090220,No oficial,Privado,Urbana,4
4875559.05387248,2079106.71198232,311001090360,No oficial,Privado,Urbana,3
