x,y,dane_sede,sector,clase,zona,estrato
4876306.60457115,2056565.36290226,311001045313,No oficial,Privado,Urbana,2
4876513.56778811,2056589.21713045,311001045623,No oficial,Privado,Urbana,2
4876613.49334589,2056248.41006112,311001046689,No oficial,Privado,Urbana,2
4876270.48259009,2056090.21750745,311001065012,No oficial,Privado,Urbana,1
4876421.13770334,2059583.70083648,311001065357,No oficial,Privado,Urbana,1
4877087.67965128,2055767.70895592,311001075531,No oficial,Privado,Urbana,2
4877181.84775623,2054979.37064632,311001078203,No oficial,Privado,Urbana,1
4875884.9966342,2057272.70813831,311001086991,No oficial,Privado,Urbana,2
4877262.72924039,2055936.67206443,311001090611,No oficial,Privado,Urbana,2
4876523.15296701,2055857.60243164,311001090807,No oficial,Privado,Urbana,2
4876139.07564401,2059717.93870388,311001091234,No oficial,Privado,Urbana,2
4875378.22717928,2057827.70299567,311001094659,No oficial,Privado,Urbana,2
4877006.85480823,2056367.63188856,311001096309,No oficial,Privado,Urbana,2
4877855.99310893,2054956.6642508,311001096953,No oficial,Privado,Urbana,1
4877570.11960317,2055721.57638956,311001097038,No oficial,Privado,Urbana,2
4876084.77830913,2057423.58889641,311001097101,No oficial,Privado,Urbana,2
4877356.50580612,2056364.36119434,311001097569,No oficial,Privado,Urbana,2
4877268.67797634,2053961.97929718,311001097691,No oficial,Privado,Urbana,1
4877385.156216,2055351.23919882,311001099103,No oficial,Privado,Urbana,1
4875935.80352013,2060031.53686972,311001099154,No oficial,Privado,Urbana,2
4875764.93000014,2058260.84157456,311001107262,No oficial,Privado,Urbana,2
4876403.39722119,2056670.40099878,311001107335,No oficial,Privado,Urbana,1
4875918.62723145,2057284.12459955,311001108404,No oficial,Privado,Urbana,2
4877262.47881169,2055249.38374052,311848003471,No oficial,Privado,Urbana,1
4877593.32486823,2054524.11578477,411001086561,No oficial,Privado,Urbana,1
4874553.82692391,2064031.06383199,111001009652,Oficial,Distrital,Urbana,3
4874414.43292057,2063992.52178565,111001045675,Oficial,Distrital,Urbana,3
4873196.59825911,2065516.18162409,111001010251,Oficial,Distrital,Urbana,3
4872720.39039377,2064906.5149409,111001034631,Oficial,Distrital,Urbana,3
4873817.33796995,2064790.36885747,111001011011,Oficial,Distrital,Urbana,2
4873757.99325219,2064713.21575093,111001017949,Oficial,Distrital,Urbana,2
4873347.14063475,2064941.67308308,111001018295,Oficial,Distrital,Urbana,2
4873846.74688694,2065030.36930354,111001017965,Oficial,Distrital,Urbana,2
4874819.72190265,2064186.09484534,111001012271,Oficial,Distrital,Urbana,3
4874468.85004474,2064548.14157505,111001018261,Oficial,Distrital,Urbana,2
4874097.56405655,2064037.69796421,111001014206,Oficial,Distrital,Urbana,2
4873767.30805764,2063907.86445467,111001014214,Oficial,Distrital,Urbana,3
4873563.17615132,2063905.5383843,111001018279,Oficial,Distrital,Urbana,2
4875268.61797886,2061981.15160848,111001018201,Oficial,Distrital,Urbana,2
4875370.1567687,2061476.10093793,111001015318,Oficial,Distrital,Urbana,2
4874774.06204889,2061868.99417114,111001029084,Oficial,Distrital,Urbana,2
4874774.06204889,2061868.99417114,111001110264,Oficial,Distrital,Urbana,2
4874478.00965935,2063754.15420642,111001019411,Oficial,Distrital,Urbana,
4874476.07672553,2064518.98480403,111001038253,Oficial,Distrital,Urbana,2
4875085.11751784,2063222.08543318,111001032450,Oficial,Distrital,Urbana,3
4872210.03333364,2065230.15278873,111001075736,Oficial,Distrital,Urbana,2
4874436.69327413,2062462.40999796,111001075957,Oficial,Distrital,Urbana,2
4874906.79367019,2063024.78696496,111001018066,Oficial,Distrital,Urbana,3
4873911.87741481,2062709.30645612,111001086631,Oficial,Distrital,Urbana,2
4874210.27969773,2062663.85668258,111001025623,Oficial,Distrital,Urbana,2
4875540.11353889,2060808.84694961,111850001037,No oficial,Privado - regimen especial,Urbana,
4874694.45437633,2062056.61694996,311001000379,No oficial,Privado,Urbana,2
4874193.5234074,2064386.96634538,311001002118,No oficial,Privado,Urbana,2
4873413.37023057,2065287.29808565,311001003378,No oficial,Privado,Urbana,3
4874683.04577863,2062687.57752382,311001003971,No oficial,Privado,Urbana,2
4874195.02104293,2064509.94091275,311001004820,No oficial,Privado,Urbana,2
4873942.84643021,2065429.46403865,311001004897,No oficial,Privado - regimen especial,Urbana,3
4874422.17948444,2062629.41017498,311001005311,No oficial,Privado,Urbana,2
4874692.62944092,2062620.89550122,311001006032,No oficial,Privado,Urbana,2
4875341.13823846,2061819.85053308,311001008159,No oficial,Privado,Urbana,2
4873524.44330329,2065609.2008067,311001008213,No oficial,Privado,Urbana,3
4875366.93073821,2061659.78253944,311001010404,No oficial,Privado,Urbana,2
4873214.30528001,2063959.86051775,311001020213,No oficial,Privado,Urbana,2
4872666.0131146,2065057.92714816,311001025894,No oficial,Privado,Urbana,3
4874235.74103262,2062693.73658031,311001026491,No oficial,Privado,Urbana,2
4873646.19455033,2064950.78013629,311001028427,No oficial,Privado,Urbana,2
4874967.77777704,2063016.15214852,311001036250,No oficial,Privado,Urbana,3
4874713.33247853,2063791.39296647,311001036641,No oficial,Privado,Urbana,3
4871896.82493662,2065348.90910884,311001044091,No oficial,Privado,Urbana,2
4874921.63704023,2063724.48829263,311001046077,No oficial,Privado,Urbana,3
4875133.58351609,2063474.22397302,311001065489,No oficial,Privado,Urbana,3
4874107.05374909,2064836.92565341,311001075191,No oficial,Privado,Urbana,2
4874658.97230008,2062898.51061057,311001075387,No oficial,Privado,Urbana,2
4874088.73688914,2064092.67512678,311001076588,No oficial,Privado,Urbana,2
4873385.42592652,2065157.8408295,311001088608,No oficial,Privado,Urbana,3
4872789.96819626,2065134.16510103,311001089442,No oficial,Privado,Urbana,3
4874013.26898217,2064820.80065633,311001091374,No oficial,Privado,Urbana,2
4874771.23022298,2062464.97437273,311001092788,No oficial,Privado,Urbana,2
4874007.52243334,2064918.13312665,311001097178,No oficial,Privado,Urbana,2
4873033.3764077,2065256.28379047,311001099162,No oficial,Privado,Urbana,3
4872914.09519975,2065555.52718144,311001099197,No oficial,Privado,Urbana,3
4874880.62293209,2062613.76810698,311001099227,No oficial,Privado,Urbana,2
4873661.07402044,2063991.95139892,311001101825,No oficial,Privado,Urbana,2
4874667.94528057,2062902.71355434,311001101833,No oficial,Privado,Urbana,2
4874045.58783658,2065750.12240905,311001104778,No oficial,Privado,Urbana,3
4873930.6282168,2065766.18083311,311001104786,No oficial,Privado,Urbana,3
4873339.54582519,2064567.78166875,311001108510,No oficial,Privado,Urbana,2
4873031.98563313,2065534.22023865,311001108706,No oficial,Privado,Urbana,3
4873921.70751675,2065792.58992734,311001109931,No oficial,Privado,Urbana,3
4873524.44330329,2065609.2008067,311001800707,No oficial,Privado,Urbana,
4873633.46984569,2065799.02045039,311001800901,No oficial,Privado,Urbana,
4873721.84458922,2064799.69627978,311102000531,No oficial,Privado,Urbana,2
4867280.44757151,2066977.55450027,111001002909,Oficial,Distrital,Urbana,2
4867218.52674051,2066357.52696594,111102000788,Oficial,Distrital,Urbana,2
4865849.52334354,2067913.03426223,211102000642,Oficial,Distrital,Urbana,2
4868334.5627952,2066363.28075163,111001010031,Oficial,Distrital,Urbana,2
4868605.25222077,2067085.7716672,111102000699,Oficial,Distrital,Urbana,2
4867825.90662561,2066513.06449659,111102000567,Oficial,Distrital,Urbana,2
4870688.85923936,2066769.95970502,111001013676,Oficial,Distrital,Urbana,2
4870842.36029307,2066583.42304131,111102000923,Oficial,Distrital,Urbana,2
4871640.66136637,2066540.85136415,111001800261,Oficial,Distrital,Urbana,3
4869018.62734067,2069506.06786657,111001014109,Oficial,Distrital,Urbana,2
4868498.77238248,2069377.60134559,211102000219,Oficial,Distrital,Urbana,2
4869027.54905529,2069504.90276849,111001094480,Oficial,Distrital,Urbana,2
4869645.44202422,2066169.83703034,111001041599,Oficial,Distrital,Urbana,2
4866979.10311265,2067538.01342446,111001046477,Oficial,Distrital,Urbana,2
4866924.77236491,2067405.69825442,111102000591,Oficial,Distrital,Urbana,2
4866740.20135521,2067122.98241527,111102000672,Oficial,Distrital,Urbana,2
4867288.85718555,2067191.88629114,111102000893,Oficial,Distrital,Urbana,2
4869263.47572978,2067079.12875948,111001046591,Oficial,Distrital,Urbana,2
4866965.50710686,2066783.17856758,111001086606,Oficial,Distrital,Urbana,2
4867508.45931223,2068877.71752309,111001086754,Oficial,Distrital,Urbana,2
4868900.35262491,2066973.47554489,111001104132,Oficial,Distrital,Urbana,2
4866403.09101494,2067494.51324291,111001098876,Oficial,Distrital - administracion contratada,Urbana,2
4867477.56073191,2067392.2883889,111001098884,Oficial,Distrital - administracion contratada,Urbana,2
4868450.24737785,2067721.45675195,111001100064,Oficial,Distrital - administracion contratada,Urbana,2
4867747.8496196,2069658.68353046,111001100072,Oficial,Distrital - administracion contratada,Urbana,2
4868066.47271773,2070054.07245135,111001104051,Oficial,Distrital - administracion contratada,Urbana,1
4866780.86347554,2069475.42251333,111001104183,Oficial,Distrital,Urbana,2
4866952.68124629,2068222.94018258,111001104299,Oficial,Distrital,Urbana,
4868136.34257061,2069572.6243266,111001104302,Oficial,Distrital,Urbana,2
4868634.68977395,2068923.93011495,211102000251,Oficial,Distrital,Urbana,2
4866414.69178607,2070337.85420642,111001104329,Oficial,Distrital,Urbana,
4867564.17747759,2069153.5011275,111001106968,Oficial,Distrital,Urbana,2
4868574.07195153,2069780.14177258,111001107832,Oficial,Distrital,Urbana,2
4868371.68974078,2070919.61613766,111001107875,Oficial,Distrital,Urbana,
4868776.19140636,2068484.75309715,111001107883,Oficial,Distrital,Urbana,2
4868514.7122653,2071133.75841617,111001800392,Oficial,Distrital - administracion contratada,Urbana,
4866521.16004338,2068063.25800917,111001800457,Oficial,Distrital - administracion contratada,Urbana,2
4868900.71926891,2067920.63272727,111001800643,Oficial,Distrital,Urbana,
4867557.04685508,2068130.03402748,111001801080,Oficial,Distrital,Urbana,
4867040.88206941,2070159.4095748,111001801098,Oficial,Distrital,Urbana,
4868440.49283653,2069726.51914104,111001801101,Oficial,Distrital,Urbana,
4868511.17471887,2066471.726323,111102000265,Oficial,Distrital,Urbana,2
4868335.97953136,2066821.09950418,111102000281,Oficial,Distrital,Urbana,2
4867564.54234234,2066354.14151366,111102000907,Oficial,Distrital,Urbana,2
4868627.20631458,2067602.80906843,111102000621,Oficial,Distrital,Urbana,2
4867976.42123555,2067167.75732541,111102000753,Oficial,Distrital,Urbana,2
4868213.50208621,2067094.30077666,111102000559,Oficial,Distrital,Urbana,2
4867397.46256523,2067593.04817666,111102000583,Oficial,Distrital,Urbana,2
4867338.86591051,2068069.32418344,111001094862,Oficial,Distrital,Urbana,2
4868353.72845867,2067118.83346274,111001110329,Oficial,Distrital,Urbana,2
4867673.3383031,2067708.4513159,111102000958,Oficial,Distrital,Urbana,2
4867428.2777433,2067899.78214945,111001110060,Oficial,Distrital,Urbana,2
4866864.68424052,2069230.01317385,211001076958,Oficial,Distrital,Urbana,2
4867496.1158434,2070933.84869154,111001110078,Oficial,Distrital,Urbana,1
4867613.02840447,2071230.88963964,111001801187,Oficial,Distrital,Urbana,
4866500.65428372,2068397.05575347,211102000201,Oficial,Distrital,Urbana,1
4868760.93312634,2070366.06327636,211102000243,Oficial,Distrital,Urbana,1
4867195.5968126,2071013.59849553,111001104361,Oficial,Distrital,Urbana,
4868221.76928757,2068896.87522378,211102000995,Oficial,Distrital,Urbana,2
4868605.28882712,2067455.50481071,111001110647,Oficial,Distrital,Urbana,2
4870953.54228942,2066428.72395468,311001000361,No oficial,Privado,Urbana,2
4867492.2198042,2068741.81175954,311001000387,No oficial,Privado,Urbana,2
4867561.60853873,2069057.45430336,311001000921,No oficial,Privado,Urbana,2
4867801.46844111,2069190.01530779,311001000972,No oficial,Privado,Urbana,2
4868466.55604687,2066198.67306165,311001001014,No oficial,Privado,Urbana,2
4866824.73154445,2070556.78023552,311001032637,No oficial,Privado,Urbana,
4871230.2034498,2066525.39178556,311001035300,No oficial,Privado,Urbana,3
4871384.53691787,2066666.67023981,311001035318,No oficial,Privado,Urbana,3
4868714.5609253,2066511.7720649,311001036292,No oficial,Privado,Urbana,2
4871211.02655739,2066532.55775265,311001039623,No oficial,Privado,Urbana,3
4870864.17412348,2066510.8347823,311001041067,No oficial,Privado,Urbana,2
4869237.49084956,2067434.89465015,311001042829,No oficial,Privado,Urbana,2
4867815.32192227,2069314.50956947,311001045011,No oficial,Privado,Urbana,2
4869126.80280367,2066797.0187289,311001046239,No oficial,Privado,Urbana,2
4868061.86500407,2068630.3461082,311001047014,No oficial,Privado,Urbana,2
4868430.6040287,2067614.1042491,311001065098,No oficial,Privado,Urbana,2
4867830.61750001,2066848.43078045,311001077525,No oficial,Privado,Urbana,2
4871787.45014458,2066259.8993866,311001078220,No oficial,Privado,Urbana,3
4871940.15229036,2066402.37544156,311001087555,No oficial,Privado,Urbana,3
4868200.98941138,2069679.23295024,311001087636,No oficial,Privado,Urbana,2
4867143.47140965,2067242.77215341,311001088314,No oficial,Privado,Urbana,2
4866930.61986841,2066871.05423305,311001089191,No oficial,Privado,Urbana,2
4867868.37006101,2068783.18192452,311001089876,No oficial,Privado,Urbana,2
4867754.27137337,2069072.92023284,311001090637,No oficial,Privado,Urbana,2
4869325.88713481,2066790.83519484,311001090645,No oficial,Privado,Urbana,2
4866919.2681203,2068829.61793511,311001090718,No oficial,Privado,Urbana,2
4869214.96640634,2066729.83418022,311001091846,No oficial,Privado,Urbana,2
4868235.16434347,2066811.70075707,311001093768,No oficial,Privado,Urbana,2
4869010.58188388,2069611.28631765,311001095175,No oficial,Privado,Urbana,2
4868445.94411548,2067046.75792268,311001095337,No oficial,Privado,Urbana,2
4866948.5319664,2067622.32788235,311001095680,No oficial,Privado,Urbana,2
4868599.76491517,2066580.11013118,311001095850,No oficial,Privado,Urbana,2
4867113.46423633,2066636.341342,311001095868,No oficial,Privado,Urbana,2
4869467.63067693,2069433.69012188,311001096171,No oficial,Privado,Urbana,2
4867152.83791869,2068870.65805438,311001096414,No oficial,Privado,Urbana,2
4867377.06850861,2069132.8809486,311001096759,No oficial,Privado,Urbana,2
4866616.61225252,2067617.35908766,311001097615,No oficial,Privado,Urbana,2
4871427.25776733,2066654.39894306,311001097623,No oficial,Privado,Urbana,3
4868375.13063762,2069593.04404872,311001097640,No oficial,Privado,Urbana,2
4866276.09148376,2067866.35180556,311001097658,No oficial,Privado,Urbana,2
4867968.64161354,2069531.55010082,311001097674,No oficial,Privado,Urbana,2
4868025.45229068,2066890.5040784,311001102317,No oficial,Privado,Urbana,2
4869049.95982426,2069193.62115417,311001102783,No oficial,Privado,Urbana,
4869390.93533067,2069547.94471299,311001104832,No oficial,Privado,Urbana,2
4867593.62559591,2067824.20482521,311001104841,No oficial,Privado,Urbana,2
4869182.17236593,2069302.39579064,311001107165,No oficial,Privado,Urbana,2
4869157.62386865,2069404.58324718,311001107467,No oficial,Privado,Urbana,2
4867467.38890834,2069727.60268883,311001108340,No oficial,Privado,Urbana,2
4867258.40581071,2069645.00086866,311001109443,No oficial,Privado,Urbana,2
4868886.23458402,2069805.02800704,311001109681,No oficial,Privado,Urbana,2
4870746.80861401,2066362.40871886,311001109702,No oficial,Privado,Urbana,2
4868282.07571277,2069700.81447813,311001109877,No oficial,Privado,Urbana,2
4868282.07571277,2069700.81447813,311001109893,No oficial,Privado,Urbana,2
4868302.99267419,2066977.47183923,311001109923,No oficial,Privado,Urbana,2
4869370.84610037,2067124.62572376,311001110255,No oficial,Privado,Urbana,2
4869344.70968264,2069773.96013427,311001110662,No oficial,Privado,Urbana,2
4868890.26264977,2068857.45135853,311001800006,No oficial,Privado,Urbana,2
4867549.01714974,2067067.65161017,311001800103,No oficial,Privado,Urbana,2
4868376.42016077,2066858.09273604,311001800537,No oficial,Privado,Urbana,2
4871761.75657859,2066620.96262413,311001800740,No oficial,Privado,Urbana,3
4869049.95982426,2069193.62115417,311001801020,No oficial,Privado,Urbana,
4866837.60490895,2068660.38299845,311001801208,No oficial,Privado,Urbana,
4868681.44897466,2067521.24955415,311102000086,No oficial,Privado,Urbana,2
4868417.6259076,2067273.78282298,311102000124,No oficial,Privado,Urbana,2
4868448.79024387,2067511.67509931,311102000132,No oficial,Privado,Urbana,2
4868640.31753465,2067710.84543715,311102000141,No oficial,Privado,Urbana,2
4868300.31863609,2067063.27760571,311102000779,No oficial,Privado,Urbana,2
4867881.51783015,2066444.63004966,311102001007,No oficial,Privado,Urbana,2
4867411.51738622,2066660.13431476,311102001015,No oficial,Privado,Urbana,2
4868370.16902312,2066897.55683326,311102001066,No oficial,Privado,Urbana,2
4868531.73004475,2069536.25049904,311102001074,No oficial,Privado,Urbana,2
4867314.15979621,2066490.84436773,311102001082,No oficial,Privado,Urbana,2
4866964.8534012,2067353.25555739,311102001139,No oficial,Privado,Urbana,3
4869285.43287329,2067210.37989567,311102001155,No oficial,Privado,Urbana,2
4867549.01714974,2067067.65161017,311102001236,No oficial,Privado,Urbana,2
4868309.59262928,2067086.35983915,311102001244,No oficial,Privado,Urbana,2
4868860.38745976,2069912.76946536,311102001287,No oficial,Privado,Urbana,2
4866782.05311975,2067502.73677899,411001000314,No oficial,Privado,Urbana,2
4868592.05849944,2068407.62600994,411102000293,No oficial,Privado,Urbana,2
4874045.80028947,2068186.48901664,111001000124,Oficial,Distrital,Urbana,3
4874226.81853185,2067031.68121661,111001014303,Oficial,Distrital,Urbana,2
4871154.41021508,2071023.01688226,111001001279,Oficial,Distrital,Urbana,2
4871209.82247045,2071185.19130694,111001034771,Oficial,Distrital,Urbana,2
4871257.39815396,2071263.70458676,111001034649,Oficial,Distrital,Urbana,2
4875574.44943786,2069947.94711637,111001010910,Oficial,Distrital,Urbana,
4872885.05662458,2066348.14656041,111001011321,Oficial,Distrital,Urbana,3
4872891.71372191,2066339.80402779,111001106259,Oficial,Distrital,Urbana,3
4872686.43943683,2068980.73637363,111001011690,Oficial,Distrital,Urbana,3
4871066.02427752,2070058.60580535,111001033871,Oficial,Distrital,Urbana,2
4870647.84192867,2069702.38945386,111001096628,Oficial,Distrital,Urbana,2
4871855.99711988,2068397.3781537,111001012343,Oficial,Distrital,Urbana,3
4871497.5324167,2069080.22755495,111001013196,Oficial,Distrital,Urbana,3
4872100.12061406,2068777.2297188,111001012360,Oficial,Distrital,Urbana,3
4871281.42435922,2068810.19711553,111001013102,Oficial,Distrital,Urbana,3
4870117.90043641,2069880.5387817,111001036579,Oficial,Distrital,Urbana,2
4869266.58864278,2067962.74808424,111001013129,Oficial,Distrital,Urbana,2
4870132.10272441,2067380.43086322,111001050181,Oficial,Distrital,Urbana,3
4869824.5365516,2067556.08605818,111001029653,Oficial,Distrital,Urbana,3
4871557.79424835,2068791.03073484,111001013153,Oficial,Distrital,Urbana,3
4871057.62946148,2068771.18050921,111001013161,Oficial,Distrital,Urbana,3
4870743.4190202,2068226.17974749,111001033961,Oficial,Distrital,Urbana,3
4871227.87083603,2068289.58369487,111001013170,Oficial,Distrital,Urbana,3
4870332.27336231,2067636.80301453,111001035599,Oficial,Distrital,Urbana,2
4874998.98029738,2069938.15834631,111001014290,Oficial,Distrital,Urbana,
4875172.03538043,2070305.26055093,111001801471,Oficial,Distrital,Urbana,
4871992.96189906,2067785.42010959,111001014974,Oficial,Distrital,Urbana,3
4872431.82274781,2068258.89575052,111001015598,Oficial,Distrital,Urbana,3
4873418.82102837,2068374.03446108,111001015601,Oficial,Distrital,Urbana,3
4873495.95790652,2067460.35298412,111001012254,Oficial,Distrital,Urbana,3
4872165.12207599,2070108.32623976,111001016071,Oficial,Distrital,Urbana,3
4872326.97309837,2070259.11002015,111001016152,Oficial,Distrital,Urbana,3
4874025.20463859,2066943.07513453,111001016098,Oficial,Distrital,Urbana,2
4871578.3121741,2068330.19957834,111001016101,Oficial,Distrital,Urbana,3
4872647.44147704,2066814.50469857,111001016136,Oficial,Distrital,Urbana,2
4873512.24620555,2068634.27324157,111001016292,Oficial,Distrital,Urbana,3
4874107.43433362,2068092.08440392,111001018082,Oficial,Distrital,Urbana,3
4872997.7649775,2068587.97305509,111001015628,Oficial,Distrital,Urbana,3
4872872.16998003,2068819.02538011,111001015610,Oficial,Distrital,Urbana,3
4872763.82402807,2068481.10316587,111001024660,Oficial,Distrital,Urbana,3
4869981.18165408,2068301.45839672,111001013111,Oficial,Distrital,Urbana,2
4871774.63376721,2069128.92770248,111001024732,Oficial,Distrital,Urbana,3
4872190.21689389,2069328.60634979,111001016080,Oficial,Distrital,Urbana,3
4872302.41894886,2068815.80650682,111001026964,Oficial,Distrital,Urbana,3
4872371.46553637,2069088.12528428,111001027308,Oficial,Distrital,Urbana,3
4869390.05800331,2068230.86923799,111001027391,Oficial,Distrital,Urbana,2
4869944.72278436,2069198.98845,111001050172,Oficial,Distrital,Urbana,2
4869942.81550493,2069234.64624037,111001034088,Oficial,Distrital,Urbana,2
4870600.83215727,2070455.84446356,111001027405,Oficial,Distrital,Urbana,2
4871063.16502531,2067392.06709476,111001029114,Oficial,Distrital,Urbana,2
4870888.32699017,2067319.20934965,111001800465,Oficial,Distrital,Urbana,2
4871349.95709354,2070879.2380327,111001033898,Oficial,Distrital,Urbana,2
4875006.27392173,2068681.45477375,111001034045,Oficial,Distrital,Urbana,3
4874962.32124053,2068653.34545008,111102001164,Oficial,Distrital,Urbana,2
4873153.43633761,2070589.5414882,111001041475,Oficial,Distrital,Urbana,3
4874124.53147774,2071999.03066175,111001047236,Oficial,Distrital,Urbana,3
4873392.40730898,2070866.78697984,111001076767,Oficial,Distrital,Urbana,3
4870588.55178834,2067041.2875059,111001079154,Oficial,Distrital,Urbana,2
4870690.73905586,2067629.33576751,111001043141,Oficial,Distrital,Urbana,2
4873192.06764018,2067254.54524931,111001086649,Oficial,Distrital,Urbana,3
4873487.32180554,2066786.02983485,111001014681,Oficial,Distrital,Urbana,2
4870555.48775197,2070852.42364761,111001086771,Oficial,Distrital,Urbana,2
4870321.711903,2070902.10077281,111001086860,Oficial,Distrital,Urbana,2
4870788.80843657,2070817.79103452,111001034215,Oficial,Distrital,Urbana,2
4869921.44800148,2071414.68091257,111001098892,Oficial,Distrital - administracion contratada,Urbana,2
4869735.95656712,2071006.06999355,111001098906,Oficial,Distrital,Urbana,2
4870021.56376263,2070253.18133743,111001100048,Oficial,Distrital,Urbana,2
4869664.89069788,2069230.56864502,111001100056,Oficial,Distrital - administracion contratada,Urbana,2
4871852.72493386,2071356.02240256,111001104281,Oficial,Distrital,Urbana,2
4870751.31942818,2071726.48141188,111001104558,Oficial,Distrital,Urbana,2
4873640.89549763,2071766.84460232,111001106984,Oficial,Distrital,Urbana,2
4873661.366435,2072208.79475188,111001034169,Oficial,Distrital,Urbana,2
4870967.13064018,2071078.22293688,111001107778,Oficial,Distrital,Urbana,2
4869395.94251843,2070392.25555579,111001110477,Oficial,Distrital,Urbana,2
4869767.04739319,2070123.83031613,111001800431,Oficial,Distrital - administracion contratada,Urbana,
4872989.97298447,2070188.04732179,111001800554,Oficial,Distrital - administracion contratada,Urbana,3
4874764.76493245,2068808.77292411,111001801241,Oficial,Distrital,Urbana,
4869664.89415904,2068313.08724237,311001000034,No oficial,Privado,Urbana,2
4871808.7179143,2067080.87937094,311001000158,No oficial,Privado,Urbana,3
4870004.10128553,2070071.94540137,311001000352,No oficial,Privado,Urbana,2
4873679.52938183,2071009.58383074,311001000841,No oficial,Privado,Urbana,3
4872706.36978575,2068748.3371795,311001001537,No oficial,Privado,Urbana,3
4872767.20315238,2070051.1346623,311001002282,No oficial,Privado,Urbana,3
4872005.56954203,2068523.27357877,311001004064,No oficial,Privado,Urbana,3
4872405.30198071,2067355.26898238,311001004374,No oficial,Privado,Urbana,
4874640.00337641,2069961.91637867,311001005231,No oficial,Privado,Urbana,3
4871385.70488557,2068834.80014739,311001005681,No oficial,Privado,Urbana,3
4871730.70433351,2067344.67611122,311001006423,No oficial,Privado,Urbana,3
4872526.33770676,2069416.20902652,311001008523,No oficial,Privado - regimen especial,Urbana,3
4874066.96597796,2069305.1894929,311001008990,No oficial,Privado,Urbana,3
4871974.45266033,2068384.6048292,311001010366,No oficial,Privado,Urbana,
4873170.17038806,2066156.99743977,311001010382,No oficial,Privado,Urbana,3
4874177.49501546,2069350.55626535,311001010617,No oficial,Privado,Urbana,3
4873108.02437705,2069379.90338161,311001016607,No oficial,Privado,Urbana,3
4874677.36784784,2067640.98442622,311001016933,No oficial,Privado,Urbana,3
4872074.26132204,2067770.31958058,311001017671,No oficial,Privado,Urbana,3
4871033.0119392,2068508.02474827,311001019312,No oficial,Privado,Urbana,3
4873384.74559378,2067679.12820409,311001026327,No oficial,Privado,Urbana,3
4872848.3259345,2068035.54313108,311001026513,No oficial,Privado,Urbana,3
4874474.10112445,2069099.59843731,311001027803,No oficial,Privado,Urbana,2
4872000.70420468,2069430.35401231,311001028184,No oficial,Privado,Urbana,3
4873186.765866,2069624.97888812,311001029288,No oficial,Privado,Urbana,4
4873754.49641939,2066686.91879836,311001029521,No oficial,Privado,Urbana,3
4871750.27817017,2069002.81324944,311001029971,No oficial,Privado,Urbana,3
4872901.11783693,2068976.65044198,311001030359,No oficial,Privado,Urbana,3
4873225.1603713,2069149.20286173,311001030391,No oficial,Privado,Urbana,4
4871098.59673693,2068686.17562775,311001030499,No oficial,Privado,Urbana,2
4874900.49195054,2069487.35227415,311001030928,No oficial,Privado,Urbana,3
4870003.20759502,2067386.45330052,311001032131,No oficial,Privado,Urbana,2
4869856.83269735,2067824.58016754,311001032572,No oficial,Privado,Urbana,3
4870422.05430946,2068040.69814901,311001032823,No oficial,Privado,Urbana,3
4870332.7557965,2068017.13171112,311001033277,No oficial,Privado,Urbana,3
4870900.87219995,2070311.19695883,311001033374,No oficial,Privado,Urbana,2
4874111.37729713,2067275.46801387,311001033439,No oficial,Privado,Urbana,3
4870486.03554174,2067641.13510454,311001033480,No oficial,Privado,Urbana,3
4870746.31740233,2070460.1651803,311001033510,No oficial,Privado,Urbana,2
4869883.04727227,2067644.03805567,311001033579,No oficial,Privado,Urbana,3
4869983.16505087,2068528.54695598,311001035253,No oficial,Privado,Urbana,2
4870006.32291441,2069038.14776058,311001035806,No oficial,Privado,Urbana,2
4870310.25349695,2067957.4348135,311001036519,No oficial,Privado,Urbana,3
4870684.44995709,2070572.20724051,311001036811,No oficial,Privado,Urbana,3
4870947.82160131,2070621.70778082,311001036900,No oficial,Privado,Urbana,2
4872555.91384104,2066467.75097193,311001038899,No oficial,Privado,Urbana,3
4873291.89147248,2070456.86596795,311001039127,No oficial,Privado,Urbana,3
4869694.26977888,2067286.9282857,311001039747,No oficial,Privado,Urbana,3
4871567.97063096,2070867.41278108,311001039879,No oficial,Privado,Urbana,2
4874128.29757123,2066863.54856527,311001039941,No oficial,Privado,Urbana,3
4872944.49912748,2068540.27663291,311001039984,No oficial,Privado,Urbana,3
4874094.35682389,2069575.19290712,311001040028,No oficial,Privado,Urbana,3
4874795.82126891,2068375.52420281,311001040346,No oficial,Privado,Urbana,3
4871905.67996762,2067786.32742698,311001040401,No oficial,Privado,Urbana,3
4875121.63271972,2070222.49096737,311001040923,No oficial,Privado,Urbana,3
4874255.73178254,2072087.63883727,311001041041,No oficial,Privado,Urbana,2
4873684.35041249,2070147.22317048,311001041407,No oficial,Privado,Urbana,3
4871625.86701335,2067568.86492362,311001041806,No oficial,Privado,Urbana,3
4870704.63286144,2070515.27835009,311001041873,No oficial,Privado,Urbana,2
4872359.16241125,2069185.63124003,311001042276,No oficial,Privado,Urbana,
4871457.16107547,2068311.90072541,311001042713,No oficial,Privado,Urbana,3
4873573.11403788,2066643.49285423,311001042934,No oficial,Privado,Urbana,2
4869631.29838559,2068006.22995746,311001043728,No oficial,Privado,Urbana,2
