"dane_sede","localidad","estrato","lon","lat","x_9377","y_9377"
"311001043868","Engativa",2,-74.1001567598,4.7138835606,4878032.80357892,2078974.828527
"311001043957","Engativa",3,-74.09928406,4.677439939,4878123.23936658,2074947.16537407
"311001044066","Engativa",3,-74.1047253604,4.6941822167,4877522.80727326,2076798.36158785
"311001044082","Engativa",3,-74.1120922303,4.6784451502,4876703.2073086,2075060.4903785
"311001044317","Engativa",3,-74.0955684096,4.6914573532,4878537.65994765,2076495.63226046
"311001044473","Engativa",3,-74.1081736003,4.6835122206,4877138.60064442,2075619.78450261
"311001044511","Engativa",3,-74.1163944104,4.7168069947,4876232.93420652,2079300.77163601
"311001046328","Engativa",3,-74.1132070396,4.7191725041,4876586.75841613,2079561.62813004
"311001047146","Engativa",3,-74.09342422,4.6913161411,4878775.38407254,2076479.65495382
"311001050058","Engativa",3,-74.1151668096,4.7167607046,4876369.03886351,2079295.43793324
"311001050121","Engativa",3,-74.10742235,4.6914082403,4877223.2793267,2076492.27157483
"311001051071","Engativa",3,-74.1138691204,4.72711881,4876514.75504585,2080439.92418105
"311001051097","Engativa",2,-74.1303708002,4.7005122869,4874680.35154605,2077502.46648389
"311001051101","Engativa",3,-74.1014953798,4.6880725089,4877879.88652989,2076122.59191137
"311001051119","Engativa",2,-74.1239032698,4.7072746867,4875398.67451127,2078248.65279147
"311001051178","Engativa",3,-74.1174684999,4.7228906137,4876114.92130922,2079973.2888718
"311001051186","Engativa",2,-74.1415298703,4.7100640417,4873444.75412592,2078560.08984121
"311001052018","Engativa",NA,-74.0903915597,4.6989539177,4879112.96129265,2077323.20534589
"311001065080","Engativa",2,-74.10549433,4.7159919278,4877441.35884462,2079208.76832793
"311001075115","Engativa",4,-74.1115325098,4.6748555516,4876764.64326718,2074663.69177412
"311001075174","Engativa",3,-74.1110242798,4.703622848,4876826.0380492,2077842.78789998
"311001075468","Engativa",3,-74.1099831297,4.6926290682,4876939.55165183,2076627.639385
"311001076243","Engativa",3,-74.1070047798,4.7077228923,4877272.43431257,2078295.1917742
"311001076430","Engativa",2,-74.1247647703,4.7034794333,4875302.47671294,2077829.37636603
"311001076499","Engativa",3,-74.1098396499,4.6878772669,4876954.62892658,2076102.47442106
"311001077398","Engativa",3,-74.12211256,4.7265983362,4875600.66618229,2080383.87427329
"311001077444","Engativa",3,-74.11841886,4.7035026204,4876006.11186195,2077830.80927726
"311001087008","Engativa",2,-74.12563066,4.7068369306,4875207.06525876,2078200.58300486
"311001087148","Engativa",2,-74.14260895,4.7150923837,4873326.01724782,2079115.9935671
"311001087245","Engativa",3,-74.1222922302,4.7064528144,4875577.15880255,2078157.53672418
"311001087377","Engativa",3,-74.1156942204,4.7067283673,4876308.78742761,2078186.81672938
"311001087491","Engativa",3,-74.1065279702,4.6920327892,4877322.55792579,2076561.13605342
"311001087831","Engativa",3,-74.0971565601,4.6780407939,4878359.24598328,2075013.19907677
"311001087989","Engativa",3,-74.1138474997,4.7206801746,4876516.01289697,2079728.36048746
"311001088420","Engativa",2,-74.1243633303,4.7059661536,4875347.4306031,2078104.12315482
"311001088489","Engativa",2,-74.1400052703,4.7140552648,4873614.52151569,2079000.90356665
"311001088926","Engativa",3,-74.1056747701,4.700956947,4877418.7198376,2077547.22827879
"311001089311","Engativa",3,-74.0951457002,4.6751803483,4878581.72250195,2074696.73401061
"311001089582","Engativa",3,-74.1027710702,4.686423998,4877738.14993142,2075940.63150821
"311001089728","Engativa",3,-74.1037003001,4.6799352934,4877633.98760807,2075223.70365906
"311001090220","Engativa",4,-74.1118856501,4.6709898063,4876724.81029538,2074236.53529932
"311001090360","Engativa",3,-74.12246929,4.7150412339,4875559.05387248,2079106.71198232
"311001091340","Engativa",3,-74.10375449,4.7099636376,4877633.21216879,2078542.25403148
"311001091501","Engativa",3,-74.1138039099,4.7260743142,4876521.80036043,2080324.48110273
"311001092214","Engativa",2,-74.13043031,4.7050782567,4874674.56943645,2078007.08364922
"311001092958","Engativa",3,-74.1016016496,4.7120838918,4877872.28425537,2078776.19365658
"311001093482","Engativa",2,-74.1236819599,4.6999482327,4875421.91081126,2077438.93472332
"311001093989","Engativa",3,-74.1135944003,4.7256045742,4876544.94671686,2080272.53101045
"311001094764","Engativa",2,-74.1258881603,4.7104750654,4875179.16251942,2078602.69562987
"311001094811","Engativa",2,-74.1398806596,4.7114832354,4873627.87347756,2078716.63307142
"311001094934","Engativa",3,-74.1059250398,4.7006921926,4877390.92382464,2077518.01318284
"311001094985","Engativa",2,-74.1306555096,4.7077613502,4874650.07959002,2078303.64522556
"311001094993","Engativa",3,-74.1140722304,4.7106651497,4876489.32608034,2078621.59926336
"311001095001","Engativa",3,-74.1132572302,4.694242603,4876576.80032801,2076806.53380935
"311001095400","Engativa",3,-74.1197706601,4.7286394543,4875860.6894977,2080609.02837401
"311001095540","Engativa",3,-74.1174216402,4.7229209981,4876120.1223303,2079976.63843567
"311001095981","Engativa",2,-74.1308110897,4.701160654,4874631.64804723,2077574.19949627
"311001096210","Engativa",3,-74.10223012,4.6909969001,4877798.92606375,2076445.90481041
"311001096228","Engativa",2,-74.13082312,4.7101247606,4874631.91835435,2078564.86685342
"311001096694","Engativa",3,-74.1131886699,4.7270579914,4876590.18949936,2080433.08202322
"311001096856","Engativa",2,-74.1244634601,4.6963810052,4875334.62419888,2077044.84404238
"311001097071","Engativa",2,-74.1359802097,4.7047641171,4874059.14211361,2077973.36502605
"311001097259","Engativa",3,-74.1255379601,4.7180016969,4875219.3352986,2079434.43479776
"311001098069","Engativa",3,-74.0982406003,4.6807925827,4878239.52041912,2075317.49635152
"311001098549","Engativa",4,-74.10858507,4.675917053,4877091.65085076,2074780.48613001
"311001099863","Engativa",3,-74.1165830701,4.7217733121,4876212.89627474,2079849.65359422
"311001099871","Engativa",3,-74.1216343104,4.7094267889,4875650.63644497,2078486.08627239
"311001099928","Engativa",3,-74.1169170898,4.7115802631,4876174.05546297,2078723.23665412
"311001099961","Engativa",3,-74.0906594598,4.6877173887,4879081.32242749,2076081.46765483
"311001099987","Engativa",3,-74.1122969896,4.7071064393,4876685.53436408,2078227.99793391
"311001099995","Engativa",3,-74.0975713904,4.7106709609,4878318.9026649,2078619.34121875
"311001100110","Engativa",3,-74.0950650396,4.7045782569,4878595.74396086,2077945.57943533
"311001100667","Engativa",3,-74.0905695204,4.7036504838,4879094.03899722,2077842.26844196
"311001100691","Engativa",3,-74.1150828602,4.7151053043,4876378.05416269,2079112.47795906
"311001100756","Engativa",2,-74.1404837103,4.7172365751,4873562.04822582,2079352.57303954
"311001100764","Engativa",NA,-74.1055639099,4.6641615111,4877424.60569368,2073480.81105719
"311001100781","Engativa",2,-74.1230177501,4.6995913538,4875495.4951004,2077399.37615853
"311001100829","Engativa",3,-74.1230097596,4.710726813,4875498.35991707,2078630.0029354
"311001100845","Engativa",2,-74.1315001802,4.7085888362,4874556.57150441,2078395.24635262
"311001100853","Engativa",3,-74.1241134702,4.7148725211,4875376.72091173,2079088.36060455
"311001101353","Engativa",2,-74.1389409104,4.7093892971,4873731.69398603,2078485.05129885
"311001101370","Engativa",3,-74.0888794301,4.6883002462,4879278.79353714,2076145.57418605
"311001101396","Engativa",4,-74.11042699,4.6748347639,4876887.22361936,2074661.20069893
"311001101426","Engativa",3,-74.0967409096,4.683370544,4878406.25452653,2075602.13545136
"311001101451","Engativa",2,-74.1243244296,4.7037142903,4875351.34326479,2077855.25285367
"311001101485","Engativa",3,-74.1049725903,4.6929764129,4877495.18403951,2076665.14707464
"311001101876","Engativa",2,-74.1308095904,4.7024912203,4874632.05221193,2077721.24629799
"311001102708","Engativa",3,-74.1221239704,4.7154729337,4875597.41891338,2079154.35935358
"311001105138","Engativa",3,-74.1183305296,4.7042878968,4876016.04481055,2077917.57778165
"311001105162","Engativa",3,-74.0995715199,4.7014700413,4878095.53218164,2077602.86466134
"311001105189","Engativa",3,-74.0990151304,4.6725590901,4878152.21562882,2074407.71959726
