"dane_sede","localidad","estrato","lon","lat","x_9377","y_9377"
"111001098884","Bosa",2,-74.1951755999,4.6089234001,4867477.56073191,2067392.2883889
"111001100064","Bosa",2,-74.18640948,4.6119165459,4868450.24737785,2067721.45675195
"111001100072","Bosa",2,-74.1927725796,4.6294346823,4867747.8496196,2069658.68353046
"111001104051","Bosa",1,-74.1899053396,4.6330171499,4868066.47271773,2070054.07245135
"111001104183","Bosa",2,-74.2014896703,4.6277617169,4866780.86347554,2069475.42251333
"111001104299","Bosa",NA,-74.1999212298,4.6164314506,4866952.68124629,2068222.94018258
"111001104302","Bosa",2,-74.1892680001,4.6286618844,4868136.34257061,2069572.6243266
"211102000251","Bosa",2,-74.1847643396,4.6227997817,4868634.68977395,2068923.93011495
"111001104329","Bosa",NA,-74.2048048499,4.6355596683,4866414.69178607,2070337.85420642
"111001106950","Bosa",2,-74.2065509098,4.6316845554,4866220.33658597,2069909.91613558
"111001106968","Bosa",2,-74.1944212001,4.624860813,4867564.17747759,2069153.5011275
"111001107832","Bosa",2,-74.1853238499,4.6305462083,4868574.07195153,2069780.14177258
"111001107867","Bosa",1,-74.2073150096,4.6221947492,4866133.81945745,2068861.27143842
"111001107875","Bosa",NA,-74.1871660699,4.6408535513,4868371.68974078,2070919.61613766
"111001107883","Bosa",2,-74.1834817502,4.6188280644,4868776.19140636,2068484.75309715
"111001800384","Bosa",2,-74.2025364996,4.6270372556,4866664.64030321,2069395.55358242
"111001800392","Bosa",NA,-74.1858795603,4.6427933626,4868514.7122653,2071133.75841617
"111001800457","Bosa",2,-74.2038099998,4.6149799996,4866521.16004338,2068063.25800917
"111001800643","Bosa",NA,-74.1823503697,4.6137255472,4868900.71926891,2067920.63272727
"111001800678","Bosa",2,-74.2118449997,4.6262568004,4865632.22887416,2069311.05431117
"111001800694","Bosa",2,-74.2119749204,4.6266257049,4865617.89088184,2069351.84933299
"111001801080","Bosa",NA,-74.1944700002,4.6155999996,4867557.04685508,2068130.03402748
"111001801098","Bosa",NA,-74.1991553603,4.6339546471,4867040.88206941,2070159.4095748
"111001801101","Bosa",NA,-74.1865276103,4.6300589898,4868440.49283653,2069726.51914104
"111102000265","Bosa",2,-74.1858413396,4.6006094053,4868511.17471887,2066471.726323
"111102000281","Bosa",2,-74.1874263604,4.6037680377,4868335.97953136,2066821.09950418
"111102000907","Bosa",2,-74.19437559,4.5995311816,4867564.54234234,2066354.14151366
"111102000621","Bosa",2,-74.1848119898,4.6108456387,4868627.20631458,2067602.80906843
"111102000753","Bosa",2,-74.1906738204,4.6068993102,4867976.42123555,2067167.75732541
"111102000559","Bosa",2,-74.1885348796,4.6062382247,4868213.50208621,2067094.30077666
"111102000583","Bosa",2,-74.1959009096,4.6107387324,4867397.46256523,2067593.04817666
"111001094862","Bosa",2,-74.1964365103,4.6150473599,4867338.86591051,2068069.32418344
"111001110329","Bosa",2,-74.1872707802,4.606462319,4868353.72845867,2067118.83346274
"111102000958","Bosa",2,-74.1934149801,4.6117871274,4867673.3383031,2067708.4513159
"111001110060","Bosa",2,-74.1956276798,4.6135146409,4867428.2777433,2067899.78214945
"211001076958","Bosa",2,-74.2007300702,4.6255424519,4866864.68424052,2069230.01317385
"111001110078","Bosa",1,-74.1950619999,4.6409690048,4867496.1158434,2070933.84869154
"111001801187","Bosa",NA,-74.1940122304,4.6436585236,4867613.02840447,2071230.88963964
"211102000201","Bosa",1,-74.2039999998,4.6179999998,4866500.65428372,2068397.05575347
"211102000243","Bosa",1,-74.1836476196,4.6358506818,4868760.93312634,2070366.06327636
"111001104361","Bosa",NA,-74.1977732196,4.641686014,4867195.5968126,2071013.59849553
"211102000995","Bosa",2,-74.1884874603,4.6225487412,4868221.76928757,2068896.87522378
"111001110647","Bosa",2,-74.1850074201,4.6095124411,4868605.28882712,2067455.50481071
"311001000361","Bosa",2,-74.1638171399,4.6002566514,4870953.54228942,2066428.72395468
"311001000387","Bosa",2,-74.1950638396,4.6211346031,4867492.2198042,2068741.81175954
"311001000921","Bosa",2,-74.1944429097,4.6239917072,4867561.60853873,2069057.45430336
"311001000972","Bosa",2,-74.1922819701,4.6251948132,4867801.46844111,2069190.01530779
"311001001014","Bosa",2,-74.1862395898,4.5981380401,4868466.55604687,2066198.67306165
"311001032637","Bosa",NA,-74.2011106001,4.6375468818,4866824.73154445,2070556.78023552
"311001035300","Bosa",3,-74.1613238101,4.6011354228,4871230.2034498,2066525.39178556
"311001035318","Bosa",3,-74.1599341999,4.6024160481,4871384.53691787,2066666.67023982
"311001036292","Bosa",2,-74.18400795,4.6009748086,4868714.5609253,2066511.7720649
"311001039623","Bosa",3,-74.16149684,4.6011999817,4871211.02655739,2066532.55775265
"311001041067","Bosa",2,-74.1646242097,4.6009983107,4870864.17412348,2066510.8347823
"311001042829","Bosa",2,-74.1793062999,4.6093354383,4869237.49084956,2067434.89465015
"311001045011","Bosa",2,-74.1921589296,4.626321494,4867815.32192227,2069314.50956947
"311001046239","Bosa",2,-74.1802949003,4.6035620139,4869126.80280367,2066797.0187289
"311001047014","Bosa",2,-74.1899253801,4.6201346637,4868061.86500407,2068630.3461082
"311001065098","Bosa",2,-74.1865850001,4.6109448822,4868430.6040287,2067614.1042491
"311001077525","Bosa",2,-74.1919837698,4.6040077193,4867830.61750001,2066848.43078045
"311001078220","Bosa",3,-74.1562950403,4.5987412978,4871787.45014458,2066259.8993866
"311001087555","Bosa",3,-74.1549201499,4.6000327271,4871940.15229036,2066402.37544156
"311001087636","Bosa",2,-74.18868665,4.6296274998,4868200.98941138,2069679.23295024
"311001088314","Bosa",2,-74.1981859299,4.6075654497,4867143.47140965,2067242.77215341
"311001089191","Bosa",2,-74.2000996397,4.604198777,4866930.61986841,2066871.05423305
"311001089876","Bosa",2,-74.1916725296,4.6215146481,4867868.37006101,2068783.18192452
"311001090637","Bosa",2,-74.1927057997,4.6241345768,4867754.27137337,2069072.92023284
"311001090645","Bosa",2,-74.1784996002,4.6035090392,4869325.88713481,2066790.83519484
"311001090718","Bosa",2,-74.2002317603,4.6219203718,4866919.2681203,2068829.61793511
"311001091846","Bosa",2,-74.1794988996,4.6029554186,4869214.96640634,2066729.83418022
"311001093768","Bosa",2,-74.1883353,4.603681476,4868235.16434347,2066811.70075707
"311001095175","Bosa",2,-74.1813850203,4.629024922,4869010.58188388,2069611.28631765
"311001095337","Bosa",2,-74.1864381597,4.6058115392,4868445.94411548,2067046.75792268
"311001095680","Bosa",2,-74.1999495204,4.6109968373,4866948.5319664,2067622.32788235
"311001095850","Bosa",2,-74.1850441199,4.601591436,4868599.76491517,2066580.11013118
"311001095868","Bosa",2,-74.1984473298,4.6020777911,4867113.46423633,2066636.341342
"311001096171","Bosa",2,-74.1772608602,4.6274248276,4869467.63067693,2069433.69012188
"311001096414","Bosa",2,-74.1981261704,4.6222952822,4867152.83791869,2068870.65805438
"311001096759","Bosa",2,-74.19610815,4.624671386,4867377.06850861,2069132.8809486
"311001097615","Bosa",2,-74.2029424797,4.6109468144,4866616.61225252,2067617.35908766
"311001097623","Bosa",3,-74.1595487903,4.6023056394,4871427.25776733,2066654.39894306
"311001097640","Bosa",2,-74.1871150097,4.6288502663,4868375.13063762,2069593.04404872
"311001097658","Bosa",2,-74.2060168703,4.6131945749,4866276.09148376,2067866.35180556
"311001097674","Bosa",2,-74.1907796402,4.6282876857,4867968.64161354,2069531.55010082
"311001102317","Bosa",2,-74.1902275203,4.6043913569,4868025.45229068,2066890.5040784
"311001102783","Bosa",NA,-74.1810236604,4.6252463098,4869049.95982426,2069193.62115417
"311001104832","Bosa",2,-74.17795418,4.6284575001,4869390.93533067,2069547.94471299
"311001104841","Bosa",2,-74.1941355296,4.6128332994,4867593.62559591,2067824.20482521
"311001107165","Bosa",2,-74.1798330504,4.6262325354,4869182.17236593,2069302.39579064
"311001107467","Bosa",2,-74.1800559503,4.6271568006,4869157.62386865,2069404.58324718
"311001108340","Bosa",2,-74.1953027097,4.6300540186,4867467.38890834,2069727.60268883
"311001109443","Bosa",2,-74.1971859801,4.6293034207,4867258.40581071,2069645.00086866
"311001109575","Bosa",2,-74.2038804502,4.6310096002,4866516.34794117,2069834.81882938
"311001109681","Bosa",2,-74.1825092502,4.6307761014,4868886.23458402,2069805.02800704
"311001109702","Bosa",2,-74.16568035,4.59965355,4870746.80861401,2066362.40871886
"311001109761","Bosa",2,-74.2038804502,4.6310096002,4866516.34794117,2069834.81882938
"311001109877","Bosa",2,-74.1879557699,4.6298240062,4868282.07571277,2069700.81447813
"311001109893","Bosa",2,-74.1879557699,4.6298240062,4868282.07571277,2069700.81447813
"311001109923","Bosa",2,-74.1877261596,4.6051824593,4868302.99267419,2066977.47183923
"311001109991","Bosa",2,-74.2045360497,4.6313504096,4866443.7097983,2069872.60755558
"311001110255","Bosa",2,-74.17809916,4.6065299889,4869370.84610036,2067124.62572376
"311001110662","Bosa",2,-74.1783744101,4.6305018877,4869344.70968264,2069773.96013427
"311001800006","Bosa",2,-74.1824587002,4.6222021057,4868890.26264977,2068857.45135853
"311001800103","Bosa",2,-74.1945263497,4.6059870503,4867549.01714974,2067067.65161017
"311001800537","Bosa",2,-74.1870622498,4.6041033758,4868376.42016077,2066858.09273604
"311001800740","Bosa",3,-74.1565319997,4.6020080004,4871761.75657859,2066620.96262413
"311001801020","Bosa",NA,-74.1810236604,4.6252463098,4869049.95982426,2069193.62115417
"311001801208","Bosa",NA,-74.2009655797,4.620387828,4866837.60490895,2068660.38299845
"311102000086","Bosa",2,-74.1843216399,4.6101084713,4868681.44897466,2067521.24955415
"311102000124","Bosa",2,-74.1866969203,4.6078653241,4868417.6259076,2067273.78282298
"311102000132","Bosa",2,-74.1864194702,4.6100183367,4868448.79024387,2067511.67509931
"311102000141","Bosa",2,-74.1846953804,4.6118233923,4868640.31753465,2067710.84543715
"311102000779","Bosa",2,-74.1877515604,4.6059588233,4868300.31863609,2067063.27760571
"311102001007","Bosa",2,-74.1915187102,4.6003547457,4867881.51783015,2066444.63004966
"311102001015","Bosa",2,-74.1957600699,4.6022976004,4867411.51738622,2066660.13431476
"311102001066","Bosa",2,-74.1871192102,4.6044603684,4868370.16902312,2066897.55683326
"311102001074","Bosa",2,-74.1857020002,4.6283387442,4868531.73004475,2069536.25049904
"311102001082","Bosa",2,-74.1966354099,4.6007643274,4867314.15979621,2066490.84436773
"311102001139","Bosa",3,-74.1997982603,4.6085624251,4866964.8534012,2067353.25555739
"311102001155","Bosa",2,-74.1788706403,4.6073046519,4869285.4328733,2067210.37989567
"311102001236","Bosa",2,-74.1945263497,4.6059870503,4867549.01714974,2067067.65161017
"311102001244","Bosa",2,-74.1876682803,4.6061678201,4868309.59262928,2067086.35983915
"311102001287","Bosa",2,-74.1827439503,4.6317505997,4868860.38745976,2069912.76946536
"411001000314","Bosa",2,-74.2014489003,4.6099121976,4866782.05311975,2067502.73677899
"411102000293","Bosa",2,-74.1851410104,4.6181274142,4868592.05849944,2068407.62600994
"111001000124","Kennedy",3,-74.1359583303,4.6162069351,4874045.80028947,2068186.48901665
"111001014303","Kennedy",2,-74.1343093998,4.6057601962,4874226.81853185,2067031.68121661
"111001001279","Kennedy",2,-74.1620735504,4.6418309411,4871154.41021508,2071023.01688226
"111001034771","Kennedy",2,-74.1615762502,4.6432991941,4871209.82247045,2071185.19130694
"111001034649","Kennedy",2,-74.1611483799,4.6440103256,4871257.39815396,2071263.70458676
"111001010910","Kennedy",NA,-74.1221985997,4.6321676003,4875574.44943786,2069947.94711637
"111001011321","Kennedy",3,-74.1463988101,4.5995558084,4872885.05662458,2066348.14656041
"111001106259","Kennedy",3,-74.1463386598,4.5994804174,4872891.71372191,2066339.80402779
"111001011690","Kennedy",3,-74.1482280702,4.6233739603,4872686.43943683,2068980.73637363
"111001033871","Kennedy",2,-74.1628563297,4.6331031878,4871066.02427752,2070058.60580535
"111001096628","Kennedy",2,-74.1666221096,4.6298737662,4870647.84192867,2069702.38945386
"111001012343","Kennedy",3,-74.15570817,4.6180832684,4871855.99711988,2068397.3781537
"111001013196","Kennedy",3,-74.1589506902,4.624256743,4871497.5324167,2069080.22755495
"111001012360","Kennedy",3,-74.15351232,4.6215239396,4872100.12061406,2068777.2297188
"111001013102","Kennedy",3,-74.1608954997,4.6218101873,4871281.42435922,2068810.19711553
"111001036579","Kennedy",2,-74.1714036101,4.6314778413,4870117.90043641,2069880.5387817
"111001013129","Kennedy",2,-74.1790517901,4.6141121129,4869266.58864278,2067962.74808424
"111001050181","Kennedy",3,-74.1712384099,4.6088559712,4870132.10272441,2067380.43086322
"111001029653","Kennedy",3,-74.1740144701,4.6104407987,4869824.5365516,2067556.08605818
"111001013153","Kennedy",3,-74.1584030197,4.6216408396,4871557.79424835,2068791.03073484
"111001013161","Kennedy",3,-74.1629130197,4.6214538374,4871057.62946148,2068771.18050921
"111001033961","Kennedy",3,-74.1657383902,4.6165177637,4870743.41902019,2068226.17974749
"111001013170","Kennedy",3,-74.1613707597,4.6170986387,4871227.87083603,2068289.58369487
"111001035599","Kennedy",2,-74.16943718,4.6111787152,4870332.27336231,2067636.80301453
"111001014290","Kennedy",NA,-74.1273879596,4.6320707693,4874998.98029738,2069938.15834631
"111001801471","Kennedy",NA,-74.12583263,4.6353950111,4875172.03538043,2070305.26055093
"111001014974","Kennedy",3,-74.15446413,4.6125479793,4871992.96189906,2067785.42010959
"111001015598","Kennedy",3,-74.15051359,4.6168386529,4872431.82274781,2068258.89575052
"111001015601","Kennedy",3,-74.1416149004,4.617894871,4873418.82102837,2068374.03446108
"111001012254","Kennedy",3,-74.1409061098,4.6096285059,4873495.95790652,2067460.35298412
"111001016071","Kennedy",3,-74.1529456502,4.6335693198,4872165.12207599,2070108.32623976
"111001016152","Kennedy",3,-74.1514883196,4.6349360667,4872326.97309837,2070259.11002015
"111001016098","Kennedy",2,-74.1361261796,4.604955536,4874025.20463859,2066943.07513453
"111001016101","Kennedy",3,-74.1582112303,4.6174713184,4871578.3121741,2068330.19957834
"111001016136","Kennedy",2,-74.1485482397,4.6037722059,4872647.44147704,2066814.50469857
"111001016292","Kennedy",3,-74.1407761901,4.6202510079,4873512.24620555,2068634.27324157
"111001018082","Kennedy",3,-74.1354011799,4.6153535992,4874107.43433362,2068092.08440392
"111001015628","Kennedy",3,-74.1454149303,4.6198245771,4872997.7649775,2068587.97305509
"111001015610","Kennedy",3,-74.1465508599,4.6219134281,4872872.16998003,2068819.02538011
"111001024660","Kennedy",3,-74.14752297,4.6188541509,4872763.82402807,2068481.10316587
"111001013111","Kennedy",2,-74.1726130003,4.6171875886,4869981.18165408,2068301.45839672
"111001024732","Kennedy",3,-74.1564526003,4.6247014908,4871774.63376721,2069128.92770248
"111001016080","Kennedy",3,-74.1527079299,4.6265143938,4872190.21689389,2069328.60634979
"111001026964","Kennedy",3,-74.1516886304,4.6218759693,4872302.41894886,2068815.80650682
"111001027308","Kennedy",3,-74.1510699697,4.6243410593,4872371.46553637,2069088.12528428
"111001027391","Kennedy",2,-74.1779424102,4.616540035,4869390.05800331,2068230.86923799
"111001050172","Kennedy",2,-74.1729551201,4.6253082887,4869944.72278436,2069198.98845
"111001034088","Kennedy",2,-74.1729728501,4.6256309074,4869942.81550493,2069234.64624037
"111001027405","Kennedy",2,-74.1670572104,4.6366906688,4870600.83215727,2070455.84446356
"111001029114","Kennedy",2,-74.1628427903,4.6089750518,4871063.16502531,2067392.06709476
"111001800465","Kennedy",2,-74.1644183096,4.6083132188,4870888.32699017,2067319.20934965
"111001033898","Kennedy",2,-74.1603080096,4.6405328646,4871349.95709354,2070879.2380327
"111001034045","Kennedy",3,-74.1273041998,4.6206994902,4875006.27392173,2068681.45477375
"111102001164","Kennedy",2,-74.1277001502,4.6204445102,4874962.32124053,2068653.34545008
"111001041475","Kennedy",3,-74.1440402304,4.6379380913,4873153.43633761,2070589.5414882
"111001047236","Kennedy",3,-74.1353034001,4.6507060608,4874124.53147774,2071999.03066175
"111001076767","Kennedy",3,-74.1418892503,4.6404502443,4873392.40730898,2070866.78697984
"111001079154","Kennedy",2,-74.1671174101,4.6057940196,4870588.55178834,2067041.2875059
"111001043141","Kennedy",2,-74.1662046203,4.6111164638,4870690.73905586,2067629.33576751
"111001086649","Kennedy",3,-74.1436434697,4.6077618413,4873192.06764018,2067254.54524931
"111001014681","Kennedy",2,-74.1409742596,4.6035267389,4873487.32180554,2066786.02983485
"111001086771","Kennedy",2,-74.1674720102,4.6402784199,4870555.48775196,2070852.42364761
"111001086860","Kennedy",2,-74.1695808997,4.64072443,4870321.711903,2070902.10077281
"111001034215","Kennedy",2,-74.1653674497,4.6399685258,4870788.80843657,2070817.79103452
"111001098892","Kennedy",2,-74.1731980704,4.6453564839,4869921.44800148,2071414.68091257
"111001098906","Kennedy",2,-74.1748646904,4.6416564131,4869735.95656712,2071006.06999355
"111001100048","Kennedy",2,-74.1722779,4.6348482337,4870021.56376263,2070253.18133743
"111001100056","Kennedy",2,-74.1754790096,4.6255898547,4869664.89069788,2069230.56864502
"111001104281","Kennedy",2,-74.1557811402,4.6448544816,4871852.72493386,2071356.02240256
"111001801446","Kennedy",NA,-74.14770728,4.6546038586,4872749.7836822,2072432.01851263
"111001104558","Kennedy",2,-74.1657190198,4.6481902107,4870751.31942818,2071726.48141188
"111001106984","Kennedy",2,-74.1396614796,4.6485980716,4873640.89549763,2071766.84460232
"111001034169","Kennedy",2,-74.1394832997,4.6525973723,4873661.366435,2072208.79475188
"111001107778","Kennedy",2,-74.1637632302,4.6423276871,4870967.13064018,2071078.22293688
"111001110477","Kennedy",2,-74.1779216699,4.6360972523,4869395.94251843,2070392.25555579
"111001800431","Kennedy",NA,-74.17457113,4.6336739986,4869767.04739319,2070123.83031613
"111001800554","Kennedy",3,-74.1455084701,4.634302773,4872989.97298447,2070188.04732179
"111001801241","Kennedy",NA,-74.1294838801,4.6218480706,4874764.76493245,2068808.77292411
"111001801268","Kennedy",NA,-74.1560634402,4.6570156229,4871823.61984491,2072700.06768169
"311001000034","Kennedy",2,-74.1754653004,4.6172880901,4869664.89415904,2068313.08724237
"311001000158","Kennedy",3,-74.1561152497,4.6061702431,4871808.7179143,2067080.87937094
"311001000352","Kennedy",2,-74.1724326698,4.6332080709,4870004.10128553,2070071.94540137
"311001000841","Kennedy",3,-74.1393020799,4.641746532,4873679.52938182,2071009.58383074
"311001001537","Kennedy",3,-74.1480449603,4.6212713837,4872706.36978575,2068748.3371795
"311001002282","Kennedy",3,-74.1475153702,4.6330606573,4872767.20315238,2070051.1346623
"311001004064","Kennedy",3,-74.1543612298,4.6192246298,4872005.56954203,2068523.27357877
"311001004374","Kennedy",NA,-74.1507395801,4.6086617889,4872405.30198071,2067355.26898238
"311001005231","Kennedy",3,-74.1306254996,4.6322805759,4874640.00337641,2069961.91637867
"311001005681","Kennedy",3,-74.1599554999,4.6220343474,4871385.70488557,2068834.80014739
"311001006423","Kennedy",3,-74.1568225903,4.6085560614,4871730.70433351,2067344.67611122
"311001008523","Kennedy",3,-74.1496781703,4.6273119972,4872526.33770676,2069416.20902652
"311001008990","Kennedy",3,-74.1357835801,4.6263298641,4874066.96597796,2069305.1894929
"311001010366","Kennedy",NA,-74.1546398,4.6179694291,4871974.45266033,2068384.6048292
"311001010382","Kennedy",3,-74.1438250704,4.597830324,4873170.17038806,2066156.99743977
"311001010617","Kennedy",3,-74.1347875102,4.6267419666,4874177.49501546,2069350.55626535
"311001016607","Kennedy",3,-74.1444321501,4.6269919866,4873108.02437705,2069379.90338161
"311001016933","Kennedy",3,-74.1302552796,4.611279993,4874677.36784784,2067640.98442622
"311001017671","Kennedy",3,-74.1537307903,4.6124125339,4872074.26132204,2067770.31958058
"311001019312","Kennedy",3,-74.1631311298,4.6190723164,4871033.0119392,2068508.02474827
"311001026327","Kennedy",3,-74.1419121304,4.6116064907,4873384.74559378,2067679.12820409
"311001026513","Kennedy",3,-74.14675449,4.6148237241,4872848.3259345,2068035.54313108
"311001027803","Kennedy",2,-74.1321091796,4.6244754414,4874474.10112445,2069099.59843731
"311001028184","Kennedy",3,-74.1544183896,4.6274322719,4872000.70420468,2069430.35401231
"311001029288","Kennedy",4,-74.1437256404,4.6292107072,4873186.765866,2069624.97888812
"311001029521","Kennedy",3,-74.1385636,4.602633788,4873754.49641939,2066686.91879836
"311001029971","Kennedy",3,-74.1566703798,4.6235599869,4871750.27817017,2069002.81324944
"311001030359","Kennedy",3,-74.14629211,4.6233401243,4872901.11783693,2068976.65044198
"311001030391","Kennedy",4,-74.1433725,4.6249061932,4873225.1603713,2069149.20286173
"311001030499","Kennedy",2,-74.1625423398,4.6206852794,4871098.59673693,2068686.17562775
"311001030928","Kennedy",3,-74.1282696498,4.627990199,4874900.49195054,2069487.35227415
"311001032131","Kennedy",2,-74.1724008003,4.6089085479,4870003.20759502,2067386.45330052
"311001032572","Kennedy",3,-74.1737272302,4.6128707319,4869856.83269735,2067824.58016754
"311001032823","Kennedy",3,-74.1686335597,4.614834674,4870422.05430946,2068040.69814901
"311001033277","Kennedy",3,-74.1694384601,4.6146201076,4870332.7557965,2068017.13171112
"311001033374","Kennedy",2,-74.1643493702,4.6353862973,4870900.87219995,2070311.19695883
"311001033439","Kennedy",3,-74.1353538899,4.6079644542,4874111.37729713,2067275.46801387
"311001033480","Kennedy",3,-74.1680507004,4.6112201959,4870486.03554174,2067641.13510454
"311001033510","Kennedy",2,-74.1657453198,4.6367319313,4870746.31740233,2070460.1651803
"311001033579","Kennedy",3,-74.1734881597,4.6112374987,4869883.04727227,2067644.03805567
"311001035253","Kennedy",2,-74.1725984898,4.619242415,4869983.16505087,2068528.54695598
"311001035806","Kennedy",2,-74.1723972402,4.6238538518,4870006.32291442,2069038.14776058
"311001036519","Kennedy",3,-74.1696404903,4.6140796088,4870310.25349695,2067957.4348135
"311001036811","Kennedy",3,-74.1663048902,4.6377448177,4870684.44995708,2070572.20724051
"311001036900","Kennedy",2,-74.1639305899,4.6381966403,4870947.82160131,2070621.70778082
"311001038899","Kennedy",3,-74.1493685497,4.6006332656,4872555.91384104,2066467.75097193
"311001039127","Kennedy",3,-74.1427897297,4.6367395948,4873291.89147248,2070456.86596795
"311001039747","Kennedy",3,-74.1751851402,4.6080034002,4869694.26977888,2067286.9282857
"311001039879","Kennedy",2,-74.1583418202,4.6404290938,4871567.97063096,2070867.41278107
"311001039941","Kennedy",3,-74.1351954001,4.6042374196,4874128.29757123,2066863.54856527
"311001039984","Kennedy",3,-74.1458945696,4.6193922186,4872944.49912748,2068540.27663291
"311001040028","Kennedy",3,-74.13554047,4.6287734011,4874094.35682389,2069575.19290712
"311001040346","Kennedy",3,-74.1291976202,4.6179282327,4874795.82126891,2068375.52420281
"311001040401","Kennedy",3,-74.1552512096,4.6125549088,4871905.67996762,2067786.32742698
"311001040923","Kennedy",3,-74.1262859702,4.6346453393,4875121.63271972,2070222.49096737
"311001041041","Kennedy",2,-74.13412151,4.6515097432,4874255.73178254,2072087.63883727
"311001041407","Kennedy",3,-74.1392460996,4.6339434969,4873684.35041249,2070147.22317048
"311001041806","Kennedy",3,-74.15777124,4.6105830916,4871625.86701335,2067568.86492362
"311001041873","Kennedy",2,-74.16612204,4.6372299998,4870704.63286144,2070515.2783501
"311001042276","Kennedy",NA,-74.1511823399,4.6252231622,4872359.16241125,2069185.63124003
"311001042713","Kennedy",3,-74.1593034497,4.6173039566,4871457.16107547,2068311.90072541
"311001042934","Kennedy",2,-74.1401985797,4.6022382269,4873573.11403788,2066643.49285423
"311001043728","Kennedy",2,-74.1757636804,4.6145110117,4869631.29838559,2068006.22995746
"311001043736","Kennedy",4,-74.1475116,4.6291244001,4872766.91770248,2069616.11824527
"311001043833","Kennedy",3,-74.1527608802,4.6053384558,4872180.55536802,2066988.35226065
"311001044830","Kennedy",2,-74.1637015402,4.619994202,4870969.92335564,2068610.01099904
"311001045241","Kennedy",3,-74.17393588,4.6116598229,4869833.47381045,2067690.79343605
"311001045348","Kennedy",2,-74.1755876501,4.6188441099,4869651.61030984,2068485.0749313
"311001046123","Kennedy",4,-74.14139439,4.6303831527,4873445.49104777,2069754.13539081
"311001046409","Kennedy",2,-74.1612644396,4.6377539926,4871243.39425634,2070572.30311418
"311001047120","Kennedy",3,-74.1513799998,4.604968935,4872333.62356192,2066947.26734837
"311001047421","Kennedy",3,-74.1552204198,4.628368753,4871911.9333242,2069533.99420581
"311001047880","Kennedy",2,-74.16437432,4.6252575138,4870896.26881399,2069191.81168819
"311001050252","Kennedy",3,-74.1385489198,4.6430723403,4873763.28285392,2071155.97085323
"311001050295","Kennedy",3,-74.1731362699,4.60930326,4869921.71856494,2067430.20946364
"311001075051","Kennedy",3,-74.1366739202,4.6440542477,4873971.37503833,2071264.1518367
"311001075395","Kennedy",2,-74.1689912698,4.6331800061,4870385.72121669,2070068.21383798
"311001075441","Kennedy",2,-74.1783736303,4.644629642,4869347.39281217,2071335.30700105
"311001075506","Kennedy",3,-74.1410175899,4.6419717952,4873489.33683904,2071034.78514296
"311001075671","Kennedy",3,-74.1297389298,4.6131213433,4874734.9507483,2067844.38923487
"311001075972","Kennedy",3,-74.1302162496,4.6335347107,4874685.60636404,2070100.44404021
"311001076138","Kennedy",3,-74.1355989602,4.6267188718,4874087.50761073,2069348.14778846
"311001076626","Kennedy",3,-74.1369987698,4.6433357698,4873935.22507763,2071184.80733925
"311001076685","Kennedy",2,-74.16915252,4.607839624,4870363.23570269,2067267.72872294
"311001087024","Kennedy",2,-74.1651073102,4.6138048684,4870812.9118562,2067926.2476244
"311001087059","Kennedy",3,-74.1679146604,4.6130241658,4870501.44861145,2067840.47757191
"311001087121","Kennedy",3,-74.1762170197,4.611304914,4869580.44002189,2067651.98746308
"311001087601","Kennedy",2,-74.1642875804,4.6345968447,4870907.58088728,2070223.93877462
"311001087741","Kennedy",3,-74.1384242803,4.6197946503,4873772.97626263,2068583.42110772
"311001087911","Kennedy",3,-74.1349753802,4.6421879488,4874159.39422834,2071057.59614739
"311001088063","Kennedy",2,-74.1719258798,4.62428552,4870058.67258183,2069085.76778159
"311001088187","Kennedy",3,-74.14451582,4.6124556549,4873096.16104135,2067773.4367574
"311001089001","Kennedy",3,-74.1473497299,4.6325351586,4872785.47731465,2069993.02941906
"311001089043","Kennedy",3,-74.14192513,4.6343300122,4873387.33858276,2070190.41670312
"311001089108","Kennedy",3,-74.1423955103,4.6234906916,4873333.24980408,2068992.59463603
"311001089230","Kennedy",2,-74.1597063198,4.6394017439,4871416.47425758,2070754.12228293
"311001089299","Kennedy",3,-74.1453004697,4.637709394,4873013.64674788,2070564.49278722
"311001089353","Kennedy",3,-74.1422785002,4.6218362567,4873345.93155924,2068809.73416119
"311001089892","Kennedy",3,-74.1434930899,4.6047379124,4873208.2083514,2066920.32947452
"311001090319","Kennedy",3,-74.1613696296,4.6180430739,4871228.166499,2068393.95828445
"311001090572","Kennedy",2,-74.1725549503,4.6400216204,4869991.78718214,2070824.9744667
"311001090742","Kennedy",3,-74.1349877402,4.6518099732,4874159.73045684,2072120.97291989
"311001090866","Kennedy",2,-74.1755378098,4.6406345384,4869661.12602056,2070893.26020356
"311001091552","Kennedy",3,-74.1553108802,4.6162042578,4871899.71712539,2068189.6471343
"311001091595","Kennedy",3,-74.1540294703,4.6230976663,4872043.05433412,2068951.24365782
"311001091803","Kennedy",3,-74.1453129599,4.6331533184,4873011.44818719,2070060.98032866
"311001091838","Kennedy",2,-74.1636246202,4.6355362246,4870981.26821369,2070327.63431263
"311001092397","Kennedy",2,-74.1732944802,4.606241278,4869903.61686638,2067091.84033262
"311001092800","Kennedy",3,-74.1413600196,4.6259995132,4873448.52363603,2069269.67209301
"311001093474","Kennedy",3,-74.1512280696,4.6280169379,4872354.59179416,2069494.39414334
